,Unnamed: 0,name,Accessory,Background,Body,Eyes,Fur,Head,Mouth,trait_5_rarity,trait_2_rarity,trait_0_rarity,trait_3_rarity,trait_1_rarity,Head_rarity,trait_4_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
6415,6415,Ape #2194,,Snow,Tank Top,Neutral,Tamarin,Backwards Ball Cap,Disgusted,75.97,10.26,1.93,11.98,9.86,7.4700000000000015,6.64,6416,8.813922152675411e-08,1.93,17.73,6,EsoaEgJAEi41fNtuAMsm87hg7WtKdfeJ4hzWryjV8nPi,7.486903
8486,8486,Ape #4030,,Wheat,Short Sleeve Jacket,Relaxed,Cream,Flat Cap,Smile,75.97,9.67,2.34,5.81,16.68,7.06,13.8,8487,1.6230818602147902e-07,2.34,18.76142857142857,6,GEgD1jEQ5Z6zYyK75SLDqP6ww6hMG5XWZbwAAj7manrD,7.4868784
6876,6876,Ape #270,,Violet,Overalls and Shirt,Zen,Coffee,Backwards Flat Cap,Grin,75.97,9.89,2.75,5.37,19.44,6.81,6.78,6877,9.95906263813661e-08,2.75,18.144285714285715,6,J7JPse3mvPFr7tGF7PiKTPFroC8dbdEc1LTfLcDpVytr,7.4868474
5639,5639,Ape #5024,,Mint,Short Sleeve Jacket,Unimpressed,Cream,Ivy Cap,Woah,75.97,10.28,2.34,5.7700000000000005,16.68,5.7700000000000005,6.8599999999999985,5640,6.961821547197537e-08,2.34,17.667142857142856,6,HqkScxU5XEyD3VLWAKU7SroNMxh6xQRBZzpQdUAYyJTh,7.4867797
3091,3091,Ape #1840,Diamond Stud,Sky,Adventurer in Flannel,Side Glance,Coffee,Snapback,Smile,3.76,10.09,3.29,6.19,19.44,9.77,13.8,3092,2.0250486855714034e-08,3.29,9.477142857142855,7,BqqGvWCsCWoeGHyXEzwped4nXkLMX5rXGNsReGLY77q5,7.4867773
9211,9211,Ape #4224,,Mint,Buttondown,Confused,Cream,Backwards Ball Cap,Woah,75.97,10.28,5.510000000000002,6.11,16.68,7.4700000000000015,6.8599999999999985,9212,2.2473401665888672e-07,5.510000000000002,18.41142857142857,6,At5F8KF9ESYUxjPru1QHRZMkf1VFNQngGPWbxY9iXraY,7.486719
9501,9501,Ape #2475,,Forest,Overalls and Shirt,Bewildered,Cream,Beanie,Smile,75.97,9.62,2.75,5.65,16.68,10.66,13.8,9502,2.786317980271615e-07,2.75,19.304285714285715,6,4PvNH16N4zSmrcW6WF5ZnQ2XTg9Wd95WDV28DwpwmTxB,7.486631
6601,6601,Ape #2740,,Forest,Down Jacket and Scarf,Paranoid,Chocolate,Ivy Cap,Blep,75.97,9.62,3.17,6.03,16.6,5.7700000000000005,6.93,6602,9.27280033705399e-08,3.17,17.72714285714286,6,3ZmTaJFf9tXX2y3mMmqNem9rAeFhPA4QHCU3uLxAZGSt,7.48662
5533,5533,Ape #8165,,Mint,Adventurer in Shirt,Neutral,Silverback,Western Hat,Grin,75.97,10.28,1.59,11.98,12.62,5.29,6.78,5534,6.733392086594914e-08,1.59,17.787142857142857,6,H7Jhb1ffdtKZcZwyR1H4f36RxddDHL6D8qhxcFsN8ot3,7.486554
8202,8202,Ape #1578,,Forest,Short Sleeve Buttondown,Content,Cream,Ivy Cap,Annoyed,75.97,9.62,5.18,6.13,16.68,5.7700000000000005,6.63,8203,1.4807877757875635e-07,5.18,17.997142857142855,6,mvA7o7wQ2XNqoAcuzFwspDyTyfjTb3jrZVmKVpLQv3c,7.486541
9032,9032,Ape #3018,,Snow,Short Sleeve Buttondown,Paranoid,Coffee,Backwards Flat Cap,Pout,75.97,10.26,5.18,6.03,19.44,6.81,6.3100000000000005,9033,2.0338049069182765e-07,5.18,18.571428571428573,6,HXVe2gnyCqQachwo2qCvyb2qD5UdRc54MdeNVE6r8PLF,7.486475
3716,3716,Ape #6738,,Wheat,Vest,Paranoid,Silverback,Headphones,Unimpressed,75.97,9.67,1.18,6.03,12.62,6.75,6.63,3717,2.952191843989712e-08,1.18,16.978571428571428,6,EY7DTnB5MN82q1RWRSdPfzpDm3g7UwVnhrhPxEZv3dg2,7.4864383
7941,7941,Ape #3796,,Rose,Cardigan,Paranoid,Cream,Snapback,Cheeky,75.97,10.1,2.59,6.03,16.68,9.77,6.909999999999998,7942,1.3494264976294472e-07,2.59,18.29285714285714,6,2krvQpuskk1ahY2tox9adRB3khp7xpTKYdv2Kw18xP61,7.4864206
7546,7546,Ape #2205,,Rose,Down Jacket,Mischievous,Chocolate,,Disgusted,75.97,10.1,3.27,5.38,16.6,8.01,6.64,7547,1.1917967917826981e-07,3.27,17.995714285714286,5,9Y5tKcvkYaNrMTHiQ6opuT4HLPWKSBzo7jmwWcqFCfYB,7.4863772
4764,4764,Ape #1966,,Violet,V Neck,Bewildered,Cream,Flat Cap,Loathing,75.97,9.89,1.63,5.65,16.68,7.06,6.3100000000000005,4765,5.1416744667250304e-08,1.63,17.59857142857143,6,Cc55L9pR4TqrJP7ckGhMN4N3uxuePbS31kEVFqvEP71M,7.4863625
7958,7958,Ape #7266,,Scarlet,Buttondown,Confused,Cream,Deerstalker,Woah,75.97,9.87,5.510000000000002,6.11,16.68,4.69,6.8599999999999985,7959,1.354706120375778e-07,4.69,17.955714285714286,6,CePyDcxx4ouVYVsZjnGvHhqkCZaX27LsgVhrX7SgSh5j,7.4863405
3844,3844,Ape #5473,,Snow,Jacket,Bold,Cream,Beret,Bewildered,75.97,10.26,2.83,5.89,16.68,2.18,6.78,3845,3.203121785721049e-08,2.18,17.22714285714286,6,DRe85eKktQ5aePahSZEo19VAEWpk5GnrqBpKNcVR2bHj,7.486312
6150,6150,Ape #8255,,Lime,Short Sleeve Jacket,Content,Cream,Headphones,Grin,75.97,9.81,2.34,6.13,16.68,6.75,6.78,6151,8.160503938295691e-08,2.34,17.779999999999994,6,BCZh7PJNVqRhRm1oZ3n96okJiuEQmLY1KePWL5Y57uWP,7.486212
5714,5714,Ape #4308,,Lime,Cardigan,Mischievous,Silverback,,Grin,75.97,9.81,2.59,5.38,12.62,8.01,6.78,5715,7.117291253824322e-08,2.59,17.30857142857143,5,7Qt1mLYSEGRBpqe5uCmtXrfEM2tfZZRvvHwdGkGNcdAF,7.48611
3308,3308,Ape #8212,,Sky,Shirt and Vest,Anger,Cosmic,Ivy Cap,Cheeky,75.97,10.09,3.47,6.17,3.55,5.7700000000000005,6.909999999999998,3309,2.3228980266989112e-08,3.47,15.989999999999998,6,9sjsEeKSraXyqYKZZ8cqanBsymUGAmUXyc7ToqMNp7nh,7.4859977
6314,6314,Ape #6237,,Creamsicle,Pullover,Content,Silverback,Ivy Cap,Ecstatic,75.97,10.41,3.88,6.13,12.62,5.7700000000000005,6.260000000000002,6315,8.574218711213743e-08,3.88,17.291428571428572,6,ERJdTKSncs2PFFswXg1t3CKFPfaNbzHCgX8sD1LvCCpJ,7.4859767
2008,2008,Ape #4656,Diamond Stud,Creamsicle,Jacket,Anger,Chocolate,Winter Beanie,Unimpressed,3.76,10.41,2.83,6.17,16.6,9.93,6.63,2009,7.469319537177783e-09,2.83,8.047142857142857,7,2ospSAJLMHdUWFPq3Lj6G5kkm5Cee2ZWrS9yVpyrZ1wU,7.4859643
8301,8301,Ape #133,,Rose,Short Sleeve Buttondown,Relaxed,Cream,Ivy Cap,Confused,75.97,10.1,5.18,5.81,16.68,5.7700000000000005,6.88,8302,1.529078176692406e-07,5.18,18.055714285714284,6,8kowVr6DMvHiDRWrNs6vXhkg42gpF74ngWcXe1m4UEys,7.4859505
9669,9669,Ape #4601,,Lime,Hoodie,Paranoid,Cream,Beanie,Confused,75.97,9.81,5.87,6.03,16.68,10.66,6.88,9670,3.227068888333329e-07,5.87,18.842857142857138,6,FTVzZEbwtc77jUyGgzEP18pji3i4URij4og1jtk54WFw,7.4859257
1634,1634,Ape #158,Studded,Violet,Short Sleeve Buttondown,Relaxed,Cream,Backwards Flat Cap,Confused,2.35,9.89,5.18,5.81,16.68,6.81,6.88,1635,5.466402954636539e-09,2.35,7.6571428571428575,7,5Ts6Qg1uWojNTFjUmiSHnS9V1DbC6fiq5ZYF1R4YpqWM,7.4858503
9485,9485,Ape #1469,,Sky,Pullover,Neutral,Coffee,Ivy Cap,Confused,75.97,10.09,3.88,11.98,19.44,5.7700000000000005,6.88,9486,2.749681224903037e-07,3.88,19.14428571428571,6,7Mi1XvNASyHtz6yB6q8fQPvWm8HERapYp6yAorTMMPsf,7.485769
9499,9499,Ape #3058,,Scarlet,Softball League,Worry,Chocolate,Winter Beanie,Smile,75.97,9.87,2.69,6.0600000000000005,16.6,9.93,13.8,9500,2.780485317982289e-07,2.69,19.27428571428572,6,3UZuTZ7zKJoF8kociodXZsZfNkD2yi1c7jEjzEH9d1tv,7.4857216
3357,3357,Ape #1033,,Snow,,Bewildered,Silverback,Beret,Pout,75.97,10.26,3.1300000000000003,5.65,12.62,2.18,6.3100000000000005,3358,2.392916147266975e-08,2.18,16.58857142857143,5,8ctTi3EML1eZRCsNzZUwntRyZCjaWxfea1iBskaHRoqX,7.4857044
8672,8672,Ape #3173,,Snow,Turtleneck,Confused,Chocolate,Winter Beanie,Cheeky,75.97,10.26,3.22,6.11,16.6,9.93,6.909999999999998,8673,1.746714610833167e-07,3.22,18.428571428571427,6,Foy6emprPiQk9E2y2X4B1in5WThZCVjskiCFK3GDhgHm,7.4856896
9416,9416,Ape #7477,,Rose,Overcoat,Blank Stare,Silverback,Beanie,Smile,75.97,10.1,3.04,6.04,12.62,10.66,13.8,9417,2.615590000783857e-07,3.04,18.89,6,Y9KWWz23YF7cHuHjft89y629ghdxVbhKcLUTHmw3onC,7.48545
1614,1614,Ape #1735,Bar,Violet,Overalls,Mmmmkay,Cream,Snapback,Unimpressed,3.5700000000000003,9.89,2.36,5.94,16.68,9.77,6.63,1615,5.34770071724174e-09,2.36,7.834285714285714,7,24fKyapQgcitWqcFSBnH7B84G5z2dZisG6zz5RKVs5PH,7.485436
9376,9376,Ape #4188,,Snow,Jacket,Side Glance,Cream,,Smile,75.97,10.26,2.83,6.19,16.68,8.01,13.8,9377,2.5175274842376103e-07,2.83,19.10571428571428,5,45c49YiwAL7Z7nM5o8AfqdGSWjd5hPGCb4L8wmPwcYnQ,7.48543
8615,8615,Ape #655,,Rose,Down Jacket,Worry,Cream,Beanie,Loathing,75.97,10.1,3.27,6.0600000000000005,16.68,10.66,6.3100000000000005,8616,1.7059507425991805e-07,3.27,18.43571428571429,6,HRvUpESYVtYMhH8qrHSdQKCsVs9VcRHrQHmMGuKoAEvJ,7.4854064
7926,7926,Ape #2888,,Forest,Down Jacket,Anger,Silverback,Beanie,Bewildered,75.97,9.62,3.27,6.17,12.62,10.66,6.78,7927,1.344919741954304e-07,3.27,17.87,6,5aZjQy6kvpQBRjVMv7wruwjLGetdEx5UfaVFvX5LMHzv,7.485346
8998,8998,Ape #8498,,Sky,Hoodie,Mischievous,Coffee,Headphones,Loathing,75.97,10.09,5.87,5.38,19.44,6.75,6.3100000000000005,8999,2.0043938531208503e-07,5.38,18.544285714285714,6,2SiJVPQX5no4zCzxyHwP8vPkmQwKbzobCZ2yGqGSAfNY,7.485294
5435,5435,Ape #9348,,Forest,Bomber,Bold,Coffee,Ivy Cap,Annoyed,75.97,9.62,2.04,5.89,19.44,5.7700000000000005,6.63,5436,6.530527503015242e-08,2.04,17.908571428571427,6,13aCAS2ySG81PKXPq3gd9YXP7hsGeUicPuja5FociTcA,7.4851503
3786,3786,Ape #3184,,Lime,Adventurer,Mmmmkay,Tamarin,Visor,Ponder,75.97,9.81,1.69,5.94,9.86,6.67,6.2799999999999985,3787,3.0899160197313283e-08,1.69,16.602857142857143,6,2rqAAot6VsBbkHq3PXekXbrpiFUCDESycNtk2aHrjzM1,7.485134
1325,1325,Ape #8644,Diamond Studs,Creamsicle,Overalls,Relaxed,Coffee,Backwards Flat Cap,Ponder,3.4799999999999995,10.41,2.36,5.81,19.44,6.81,6.2799999999999985,1326,4.1297249265677505e-09,2.36,7.798571428571429,7,3WjAfP8FpnD7FLL2TQf3hUyfykFfGZy3pLt5w9DEovsW,7.4851146
2734,2734,Ape #1596,,Scarlet,Short Sleeve Jacket,Zen,Synth,Backwards Flat Cap,Grin,75.97,9.87,2.34,5.37,3.49,6.81,6.78,2735,1.5182792439312527e-08,2.34,15.804285714285715,6,ynnmuh7Afxi4G3tgXqzou8Rs57kpnRgSJgeB3Kb3AK9,7.485103
9542,9542,Ape #8168,,Forest,Short Sleeve Buttondown,Relaxed,Coffee,Winter Beanie,Bewildered,75.97,9.62,5.18,5.81,19.44,9.93,6.78,9543,2.8787124995123274e-07,5.18,18.961428571428574,6,71kzmwZTF85D1jUeA2TuhmEZ2TK3pNbbX5PUpZXCyby4,7.484996
7236,7236,Ape #2940,,Snow,Turtleneck,Confused,Coffee,Western Hat,Cheeky,75.97,10.26,3.22,6.11,19.44,5.29,6.909999999999998,7237,1.0897240834214008e-07,3.22,18.17142857142857,6,BVFKH7cH3smnYEQzhH7gpJHATaAdohoyB1otCPJD6jAw,7.4849834
8487,8487,Ape #2377,,Rose,Down Jacket,Unimpressed,Cream,Winter Beanie,Grin,75.97,10.1,3.27,5.7700000000000005,16.68,9.93,6.78,8488,1.6257810407509264e-07,3.27,18.357142857142858,6,3W87hc9Ve76zF1xz9uMnjEE8L48SjUj9hYDDnaq7S4FZ,7.48495
1631,1631,Ape #7862,Studded,Scarlet,Shirt and Vest,Mmmmkay,Cream,Winter Beanie,Confused,2.35,9.87,3.47,5.94,16.68,9.93,6.88,1632,5.4479695024552545e-09,2.35,7.874285714285714,7,2chsDdvNL3g5cs84os5xoNicuuVRofyCNANVMHbytdTW,7.484836
7030,7030,Ape #1085,,Snow,Softball League,Mmmmkay,Silverback,Winter Beanie,Annoyed,75.97,10.26,2.69,5.94,12.62,9.93,6.63,7031,1.0347855225517344e-07,2.69,17.720000000000006,6,43xTyBbiyuZv7vXm8Gz6Y4Cp1FkdHbUK2AyTXgczUwWK,7.48483
8224,8224,Ape #6198,,Forest,Short Sleeve Buttondown,Anger,Cream,Ivy Cap,Annoyed,75.97,9.62,5.18,6.17,16.68,5.7700000000000005,6.63,8225,1.4904503387617073e-07,5.18,18.002857142857142,6,82RirRjuH2a34W68YcfpweQpAeNDkfRQQaB61du87KVX,7.484794
9675,9675,Ape #7584,,Wheat,Turtleneck,Neutral,Chocolate,Winter Beanie,Blep,75.97,9.67,3.22,11.98,16.6,9.93,6.93,9676,3.237217365188954e-07,3.22,19.185714285714287,6,5uThPJefCp884W9GAjTktLyUCodDJHpL2T2Agikp8Ecr,7.4847693
6351,6351,Ape #874,,Scarlet,Backpack and Shirt,Unimpressed,Silverback,Flat Cap,Smile,75.97,9.87,1.63,5.7700000000000005,12.62,7.06,13.8,6352,8.670933170443746e-08,1.63,18.102857142857143,6,2DcQGnPEzV9ohc1bdoaDD6CP2jpsUr7sUJ74YBHm7pfQ,7.484685
9274,9274,Ape #7576,,Mint,Down Jacket and Scarf,Relaxed,Chocolate,Flat Cap,Smile,75.97,10.28,3.17,5.81,16.6,7.06,13.8,9275,2.3262828082500701e-07,3.17,18.95571428571429,6,Fe8YLU2sj1W5d7uoUWtLX5cgpZLqfMpc2QUiFoeUzfhu,7.484678
3688,3688,Ape #9119,,Wheat,Softball League,Anger,Synth,Winter Beanie,Confused,75.97,9.67,2.69,6.17,3.49,9.93,6.88,3689,2.907161497600519e-08,2.69,16.4,6,Crzfov5c2PeDW6gJ8bhiDV6V5H4RqpZM3kf4fe1rS4Lb,7.4846716
7978,7978,Ape #5117,,Violet,Overcoat,Zen,Chocolate,Beanie,Ponder,75.97,9.89,3.04,5.37,16.6,10.66,6.2799999999999985,7979,1.3630482319662414e-07,3.04,18.25857142857143,6,Gdg596xeMEMpknZLRTx4gbH751XrpB5oBjDti6H7HvZe,7.4845986
9810,9810,Ape #2989,,Creamsicle,Short Sleeve Buttondown,Neutral,Cream,Headphones,Grin,75.97,10.41,5.18,11.98,16.68,6.75,6.78,9811,3.7463551596911576e-07,5.18,19.107142857142858,6,6o3kXUbp4VNjEHF9RXFuWZzhtKGD4jLaS87Ru8bcNTPw,7.4845886
9084,9084,Ape #2343,,Wheat,Hoodie,Anger,Chocolate,Backwards Ball Cap,Pout,75.97,9.67,5.87,6.17,16.6,7.4700000000000015,6.3100000000000005,9085,2.0818523011779975e-07,5.87,18.294285714285714,6,EHDFMdLbZe2xbNcKT3XdFHNLjunA6zrgVa4BPiWi82pM,7.484545
9507,9507,Ape #33,,Violet,Overcoat,Content,Coffee,Backwards Ball Cap,Smile,75.97,9.89,3.04,6.13,19.44,7.4700000000000015,13.8,9508,2.80587568072861e-07,3.04,19.39142857142857,6,5Bv1nVM9B6gQXNM2jBgqDxnDupVX6nMyhF4YoVQ6RnQE,7.484528
7377,7377,Ape #8964,,Lime,Tracksuit,Side Glance,Cream,Snapback,Bewildered,75.97,9.81,2.23,6.19,16.68,9.77,6.78,7378,1.136650506351536e-07,2.23,18.204285714285714,6,aGcwBWRJ9qYPtzZzVm1LG9iqVJhJRmRnjuynFk3uPSe,7.4844713
9937,9937,Ape #4418,,Forest,Short Sleeve Buttondown,Neutral,Cream,Snapback,Blep,75.97,9.62,5.18,11.98,16.68,9.77,6.93,9938,5.121859027100042e-07,5.18,19.447142857142858,6,8mQudwVBh5QFYpFeTC2JSrr9ZTpYPLWKT2FKiSyDpCL9,7.484423
8688,8688,Ape #7103,,Mint,Buttondown,Zen,Chocolate,Visor,Woah,75.97,10.28,5.510000000000002,5.37,16.6,6.67,6.8599999999999985,8689,1.755169903419618e-07,5.37,18.18,6,BGcNdMJHZ2QK7HG7CmenweP4FVc436MLNyy1pmdVgrHh,7.48422
8796,8796,Ape #3225,,Violet,Shirt and Vest,Confident,Coffee,Winter Beanie,Disgusted,75.97,9.89,3.47,5.48,19.44,9.93,6.64,8797,1.831310728744733e-07,3.47,18.68857142857143,6,4ahoP6UaThCeNR5KaYpS3j2VDKzk92f3e1AvW46EzCxZ,7.4841695
1878,1878,Ape #6155,Earring,Creamsicle,Bomber,Confident,Cream,Winter Beanie,Grin,5.1400000000000015,10.41,2.04,5.48,16.68,9.93,6.78,1879,6.717374527489914e-09,2.04,8.065714285714284,7,J4hRKbivRyJd8rYuwU66CmxWY9tsQre9Vdx2hMusPq94,7.48414
9249,9249,Ape #9055,,Snow,Crewneck,Bold,Cream,Backwards Ball Cap,Smile,75.97,10.26,2.89,5.89,16.68,7.4700000000000015,13.8,9250,2.2813838311232339e-07,2.89,18.994285714285713,6,EYtugZ3PfBHHgCA2BGCpUrQyUe5JZcCCWNQiL2FdKn3E,7.4841275
1794,1794,Ape #8479,Earring,Sky,Short Sleeve Jacket,Relaxed,Coffee,Visor,Woah,5.1400000000000015,10.09,2.34,5.81,19.44,6.67,6.8599999999999985,1795,6.2718041080857396e-09,2.34,8.049999999999999,7,w4aj4gz9p68JuU94eZVqbcWWDqKTp93BTLQ53NtxUEN,7.48411
7268,7268,Ape #1307,,Creamsicle,Cardigan,Mmmmkay,Coffee,Headphones,Confused,75.97,10.41,2.59,5.94,19.44,6.75,6.88,7269,1.0984177356345813e-07,2.59,18.282857142857143,6,7J8mBkiei87C3ZFrhwXMcjxMmtMNFe6JGEmu74skv672,7.4840484
9547,9547,Ape #3735,,Creamsicle,Cardigan,Neutral,Silverback,Headphones,Smile,75.97,10.41,2.59,11.98,12.62,6.75,13.8,9548,2.8846402046114147e-07,2.59,19.16,6,5CM4fuq5SnUnptcBxvV6g5KRgiVuVCLRv5jt5Ppwtbtj,7.483964
4536,4536,Ape #1792,,Mint,Tracksuit,Unimpressed,Silverback,Ivy Cap,Pout,75.97,10.28,2.23,5.7700000000000005,12.62,5.7700000000000005,6.3100000000000005,4537,4.6172186858346136e-08,2.23,16.99285714285714,6,7qUGbS9QsgNwaTBQ25xqrsBDe9PWNkrVh1QYs2VkR8oV,7.4838414
1486,1486,Ape #4878,Studded,Violet,Crewneck,Unimpressed,Chocolate,Beanie,Cheeky,2.35,9.89,2.89,5.7700000000000005,16.6,10.66,6.909999999999998,1487,4.738939342890123e-09,2.35,7.867142857142857,7,5YREPzTBRJV11vZ6GS2T8a8iFBZidfPbFSM5aYYx8tpA,7.4838233
8924,8924,Ape #5908,,Creamsicle,Hoodie,Relaxed,Coffee,Trilby,Cheeky,75.97,10.41,5.87,5.81,19.44,5.34,6.909999999999998,8925,1.9347401956851302e-07,5.34,18.535714285714285,6,9LHDrBeh7BE2XorNK2RKkxPDHdbAsATeD8ENF6qXvTCS,7.4837575
7129,7129,Ape #2154,,Sky,Overcoat,Anger,Cream,Flat Cap,Ecstatic,75.97,10.09,3.04,6.17,16.68,7.06,6.260000000000002,7130,1.0599054391604883e-07,3.04,17.89571428571429,6,4xBdjcsMu5M9e6Rrd6ic7XeQh3AsFo87uMjjaTcDJEhV,7.4836884
5096,5096,Ape #7396,,Forest,Tracksuit,Content,Silverback,Visor,Cheeky,75.97,9.62,2.23,6.13,12.62,6.67,6.909999999999998,5097,5.81093171752412e-08,2.23,17.164285714285715,6,BFRXB34mU7ejCNJPyA72wJMBvYY3Wf6rGNuo2LJtk4zC,7.483677
3769,3769,Ape #1196,,Violet,Jacket,Mischievous,Coffee,Beret,Loathing,75.97,9.89,2.83,5.38,19.44,2.18,6.3100000000000005,3770,3.0590687861569404e-08,2.18,17.428571428571427,6,4vSkSPV2BL3FY8BWtHeDTuAFhiKauBzWchHS9An1Qq5p,7.4836745
8508,8508,Ape #8743,,Wheat,Short Sleeve Buttondown,Worry,Coffee,Western Hat,Cheeky,75.97,9.67,5.18,6.0600000000000005,19.44,5.29,6.909999999999998,8509,1.6387057002060143e-07,5.18,18.360000000000007,6,8vXFE67J4TNwVe8WaRjqjG5euaXfNNXhUfnGfoTSXkMC,7.4836287
6682,6682,Ape #1771,,Rose,Dress Shirt,Side Glance,Cream,Visor,Blep,75.97,10.1,2.58,6.19,16.68,6.67,6.93,6683,9.447762557671008e-08,2.58,17.874285714285715,6,14f9MPSrruTMKvknpgfye6z7Uf5f1o8xR37sYj9i4o13,7.4835796
4475,4475,Ape #4595,,Sky,Down Vest,Zen,Chocolate,Snapback,Cheeky,75.97,10.09,0.97,5.37,16.6,9.77,6.909999999999998,4476,4.474659691080521e-08,0.97,17.954285714285714,6,4HZ9aFXS4jabXQPVrbdYYzvWZyM3FXUAdSQMprdQtJvP,7.4835286
8165,8165,Ape #1962,,Violet,Short Sleeve Buttondown,Side Glance,Cream,Trilby,Grin,75.97,9.89,5.18,6.19,16.68,5.34,6.78,8166,1.4548754782674403e-07,5.18,18.004285714285714,6,7NJapMA49dwH3qyBuU96kEUJhJxWjvdGTum3Fu33oCbr,7.483447
8721,8721,Ape #4791,,Rose,Short Sleeve Buttondown,Unimpressed,Chocolate,Flat Cap,Disgusted,75.97,10.1,5.18,5.7700000000000005,16.6,7.06,6.64,8722,1.7846372004951839e-07,5.18,18.18857142857143,6,81YQfeyfK8sTCkkPzt3qShi3UJjvQSm4Dj5c7NBryUnz,7.4833665
4907,4907,Ape #4944,,Violet,Flannel,Content,Silverback,Ivy Cap,Pout,75.97,9.89,2.5700000000000003,6.13,12.62,5.7700000000000005,6.3100000000000005,4908,5.4387180266299986e-08,2.5700000000000003,17.037142857142857,6,HRfZunhRNVWLEHZddY21sGPHkkhgzmGZ26sUKmLtfC3J,7.483357
9257,9257,Ape #989,,Sky,Jacket,Confused,Silverback,Winter Beanie,Smile,75.97,10.09,2.83,6.11,12.62,9.93,13.8,9258,2.292179521608364e-07,2.83,18.76428571428571,6,C7qReicfFyJ6gXgPAz1XP7vZQzC32BTiYuED6hSMdm8Q,7.483343
3969,3969,Ape #696,,Violet,Bomber,Confident,Cream,Headscarf,Confused,75.97,9.89,2.04,5.48,16.68,3.6,6.88,3970,3.4700531690682815e-08,2.04,17.22,6,CsVUS6HcDfs3P6vRmzjaNTw8PogKT4zVCPW9UZZnnigu,7.483333
750,750,Ape #3606,Studded,Rose,Jacket,Mmmmkay,Silverback,Flat Cap,Blep,2.35,10.1,2.83,5.94,12.62,7.06,6.93,751,2.4635388026006885e-09,2.35,6.832857142857144,7,8Zq6GduuJyWs9vDxXQBzsUHwZQaZJS88Ga4fHQM4JAxj,7.483315
9008,9008,Ape #2267,,Violet,Buttondown,Blank Stare,Chocolate,Flat Cap,Woah,75.97,9.89,5.510000000000002,6.04,16.6,7.06,6.8599999999999985,9009,2.0103138293904183e-07,5.510000000000002,18.27571428571429,6,8GyJUwCw7dHbJvN6ynBTnHPqu5jcDyA7mri9Tckyi4Nh,7.4832754
9349,9349,Ape #3845,,Creamsicle,Overcoat,Neutral,Chocolate,Backwards Ball Cap,Cheeky,75.97,10.41,3.04,11.98,16.6,7.4700000000000015,6.909999999999998,9350,2.467913847406643e-07,3.04,18.91142857142857,6,8U683MBocB82s6FKjzbvR2tC6em9iuH7sg9nV6g2L5q6,7.4832754
4075,4075,Ape #8934,,Wheat,Softball League,Blank Stare,Silverback,Headscarf,Bewildered,75.97,9.67,2.69,6.04,12.62,3.6,6.78,4076,3.6766252768491454e-08,2.69,16.767142857142858,6,855xzG5xf9Hv3Cf3mffUG9S8GYLwEmAdr15tMLMAbdFU,7.4831676
5973,5973,Ape #9326,,Creamsicle,Jacket,Side Glance,Cream,Trilby,Ecstatic,75.97,10.41,2.83,6.19,16.68,5.34,6.260000000000002,5974,7.724699200229711e-08,2.83,17.66857142857143,6,CxpMKs6vWhry2Xh8FN9d1jGvfjYXpkSaXpcj3uzjQdDm,7.483132
5708,5708,Ape #2504,,Sky,Backpack and Shirt,Bold,Coffee,Headscarf,Smile,75.97,10.09,1.63,5.89,19.44,3.6,13.8,5709,7.107453705542189e-08,1.63,18.631428571428565,6,Eq8nqimxnKdB9wmhz54kZUtTK4wVzkZZePmcYLNybK53,7.4831266
4564,4564,Ape #9371,,Violet,Adventurer,Worry,Cream,Western Hat,Confused,75.97,9.89,1.69,6.0600000000000005,16.68,5.29,6.88,4565,4.671301548136303e-08,1.69,17.494285714285713,6,HbXxwPEkwEEM3H1B4fAbe4He4z8HEK1ysVdy6ArSMpRw,7.4830117
9469,9469,Ape #4473,,Violet,Short Sleeve Buttondown,Relaxed,Chocolate,Beanie,Bewildered,75.97,9.89,5.18,5.81,16.6,10.66,6.78,9470,2.7129344267749357e-07,5.18,18.698571428571427,6,F1TJRtKNgJQ43CBT4ZzrEVTCz3RGmeU2sbejUogFGVvB,7.4829984
609,609,Ape #9728,Hoops,Wheat,Overcoat,Bold,Tattoo,Beanie,Woah,2.28,9.67,3.04,5.89,6.81,10.66,6.8599999999999985,610,1.9659779012125107e-09,2.28,6.458571428571429,7,Yno9bFS1M9D3wq5ZgGoJmrfpMhZpct3ziN3jPvshkJB,7.482935
9406,9406,Ape #2,,Rose,Shirt and Ascot,Paranoid,Coffee,Winter Beanie,Smile,75.97,10.1,2.1,6.03,19.44,9.93,13.8,9407,2.5883601361619984e-07,2.1,19.62428571428571,6,2PsqQJFzWvUTuup45eKsFMjHyam542zt8c8WVRznr5sF,7.4829216
5809,5809,Ape #7342,,Mint,Shirt and Ascot,Side Glance,Tamarin,Beanie,Confused,75.97,10.28,2.1,6.19,9.86,10.66,6.88,5810,7.341211608641927e-08,2.1,17.419999999999998,6,F7DJXkcG4f4XzVhnbCQDtr6BayjAn7mKCjqdUXJqLGHX,7.4828954
5883,5883,Ape #4694,,Violet,Backpack and Shirt,Bold,Chocolate,Winter Beanie,Pout,75.97,9.89,1.63,5.89,16.6,9.93,6.3100000000000005,5884,7.502880216137043e-08,1.63,18.031428571428574,6,DdYjVcGiKD2HZgQdiLhLbWBTXHXEARxS5H46kjMFCaLN,7.4828954
