,pred_SOL,price,name,rarity_rank,trait_n,extra.img,diff
375,108.46541,147.0,Okay Bear #4633,5690,6,https://bafybeie62as3r4qrcg2t7fdltofrqicq2stroquqqkz2tk2n3nd5itqlhu.ipfs.nftstorage.link/4632.png?ext=png,-38.534589999999994
265,111.22693,149.95,Okay Bear #2020,2340,7,https://bafybeiacexs5wxk7gqa3jgopbtf7zu24a566r36mfbj32ux2gqjiuakncq.ipfs.nftstorage.link/2019.png?ext=png,-38.72306999999999
261,111.00771,150.0,Okay Bear #150,1882,7,https://bafybeicnwmal4aiq6bxycr2gy6pt4dsmlqt4shu4hrccds2ycir6gvmzcu.ipfs.nftstorage.link/149.png?ext=png,-38.99229
155,100.97528,140.0,Okay Bear #2399,2313,7,https://bafybeic5rcpelhnvpj2qlkgzayxm2mtcaaa3nng4syjd74cmk2k4ez6d34.ipfs.nftstorage.link/2398.png?ext=png,-39.02472
101,144.96498,184.0,Okay Bear #8994,9889,4,https://bafybeicy7pvihtr32f5ju6mdvekpnft343rx26yn33a3anst7uvqg4q3di.ipfs.nftstorage.link/8993.png?ext=png,-39.03502
40,109.632675,149.0,Okay Bear #3933,454,7,https://bafybeieyniwpoksnqo4rmcaaptf65zfbly4m6ztsi3urfgjcj4okyevtru.ipfs.nftstorage.link/3932.png?ext=png,-39.367324999999994
59,99.946,140.0,Okay Bear #557,6927,6,https://bafybeidw6rt4cmdtqxycpayhu2z5zfs67gl3rtz7kifr6x42kqgx33vqq4.ipfs.nftstorage.link/556.png?ext=png,-40.054
557,98.65772,139.0,Okay Bear #2608,7385,6,https://bafybeih6vuqiv6ddbdpn4zvoin6lg4ljmtm2lp27j64mkuexwpjlseprhy.ipfs.nftstorage.link/2607.png?ext=png,-40.34228
285,98.526855,139.0,Okay Bear #2100,7064,5,https://bafybeif2cd5qd7ecgsdy64b67il2gd3r4c3wxoavhdnl2u2nos6pqltqhq.ipfs.nftstorage.link/2099.png?ext=png,-40.473145
277,97.18666,138.0,Okay Bear #3813,5560,6,https://bafybeieuev3fszbiflxojo4vcptsjvledluk34jzbtbyyelcvk3ljv43ju.ipfs.nftstorage.link/3812.png?ext=png,-40.81334
237,102.9951,144.0,Okay Bear #7690,6435,6,https://bafybeidcpvfs5tuwbjuwt3pxrllcs6f26noretixdaax65oaucelzfuwpu.ipfs.nftstorage.link/7689.png?ext=png,-41.004900000000006
