,signature,type,source,tokenMint,collection,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price
16,37GUGaQcZFZky5sbteXjJMhbeUjkZoLJc8Q4xy4pfNv8P76geYKdcbQaqtwbesGw1Rz4kF67wzcTd5CdxET9AFcy,buyNow,magiceden_v2,BJsUgqq6LUXjisRzTxyhzsGNPnRgoTtUcESQjsEncGHM,primates,137719752,1655354880,DjghRuNMGp74LxZJauVguWuPpvUYuZRZDi89PzkRSENP,,5kCv7JmLYgzVmk1VNFxvmAm4Vu9dLWm51J4SfXmP3wbY,,5.5
17,4P4DQ34s2eTzSftKPPhj8p4ho9soyJSD5nCM5ZpR4m5gFrnVxKBfH73xtCDkzp8Uzdgi43TKnuoSoxruukE5C5xi,buyNow,magiceden_v2,FH8XcPY8g5pRFSTxL7Nm9KSJGFwjmva6h1M4JcdPSCeb,primates,137719623,1655354794,3d5nnMvMjt3RUTtyJ9Qpjc6dw8KQTNnkEP7Zkknaqa7W,,8YY2dYVom44646rddM6PHcYqQqn2TGEGdJVGCEWA5gVv,,4.4
18,9KbVmHfEtNeXU4qB9k5dAYQHTpkzmaPH7sqfRjW5CWyCH94yX7mnFP868d75jtVCKAMusFGA22UcDGAwtqgafne,buyNow,magiceden_v2,8wjvvP8b2i3pkrFuhiMUcpdNQ2HNM36UK14CpsnVgUPV,primates,137719511,1655354724,32QTgEatnaYLh7JYapTeGyhogPSyXbqRYANC8HVBCWPU,,FBWH1cpedMoACMdEc5u4vhCn8Cb7yuyVGaDpg86ZiMYW,,4.44
19,9TKUjq2F7a3aUD2brQHEfpHMafv4eGVM35ij4qvyGJcgMwjcGxszDyBrwPikNuzq59rFdsgGaeN1QMyjZe9i3HP,buyNow,magiceden_v2,CdJhCai9kuTTMjELXeNyVdkhjZLbEs6SoCeGxbbkzNRy,primates,137719498,1655354715,ZkCapPfkSAFDQJrVaE3ig97ZoEJuEXukmVM5vm14NUD,,8ubbLTwRJbyLbUM3Xh3mcXrr4sLSEkJmVqmNTUtk5y8E,,15.0
20,SSAR4ARsFsDHSvnRJ7U9EjHDs7ym2n3kdyVgXL7wbqRxR5jUrPhGQiiB8CF9q644P5538fz1M6nLZWy8Nn3Hkik,buyNow,magiceden_v2,A1XQB8ns3jQNu6QnpocBswzEcHZunF9Lhpbq4s2rSLyA,primates,137719439,1655354674,98DiixuC3UeCHkhRxRbebucA16VDmQUr5J4DaqTWuwPr,,7MYzrEnB4ZEdAg6sF2CDPfPHhRw4XMfmcGw8YrLCisAo,,8.0
21,3F8pTH63QzJaUfKQq3qD7jAnyQo6d9HjB71BF8Fhvh7rcmz8kaAjQ1M44nfiCKuShKusaB9Xt3Ajrt8XCVRU6qQX,buyNow,magiceden_v2,4jAQT5yyNPkz2pVHX4BjoW3mKuZf6w3VWawNo8RHhEwu,primates,137719411,1655354656,kPP5Tfe9k8A5M5369WpmRsUoDpMMXU9S16YeE94XBhv,,7gD9wzuo3q92HCHPix5oQHuoxWYT21p7vZNkHzoX3dsu,,4.38
22,3EAZXBzURkBRwVv85tZUKNF5DQLY2tpZWq9PJqop3EyGaMkYBUcysQwu4bbzHRMrDXE9zC3oUoT33JyGygMCWEWh,buyNow,magiceden_v2,7USkifURrUXWFu8wcrCL1k8PeMAHB2ag91qfWVMfDA9Q,primates,137719390,1655354638,kPP5Tfe9k8A5M5369WpmRsUoDpMMXU9S16YeE94XBhv,,3ApbyaSjzu9ZDB54AgE1wLJgBYHSp7duYQonCv5sBz9b,,4.38
23,5aw8RFQMWTPe2tDvzaXioFbpxJZjgTKcqgVcogHXfQbS6N5mX6BXFA5ap2Zy7waAb2YT5BJMs6QzRGeWMYq6tJaT,buyNow,magiceden_v2,3p1dAhvvfZ64XD4APPYmBMpSq65TiA2f9dU5Vue1YTM9,primates,137719376,1655354628,YzuWBK2XpDeoVk9u1i2kfNJZqzAxccvs7x84xRrp1o4,,2Q6RDGsPYvhGkHDF1C1RnvQWwJ1BZEFqCeRr8Pas7am8,,6.3
24,sL17bZh4a6jee97cUHAw1ju2rz3imoEBnbiN1ZuKyfmvUg1DPz9wkMNShWVJs1RoBgJPFZZaESBFs5tQPXBRxrN,buyNow,magiceden_v2,HPEnyEXmZ1YEMcH7sDtjf1HSUyF2buByZf1rAQAuMnt1,primates,137719222,1655354519,CwzFMHDBzeGRHYrcqbKmAQ9eW4cP2A4VRh1U2pJnb1Gy,,CQqjbBTrA85d8C4DY3o3mJxB5w9179Qj6Kn2x1RZomVZ,,15.0
25,3bWD7vBTsdTaNjvyLPGXw831TjzRvWKHupxxUYXxJkDcfAiNWYFLwt2F2w3MFoFiDibePq6YVAEpdvhuiW1HCkxC,buyNow,magiceden_v2,HGqdcvACkxoQKGrzwY6bducmxrWYVDk7Cfczng7wQo4t,primates,137719181,1655354490,3cKg8qudpiU9VHhqFod85vUcYgNMwp36YkxjfELzTaae,,EfRkxnjzjJgkqWNxQyFBpJjNiCpuEVwiH5nKSciU4qZv,,5.1
26,hPm4b1H6AWoKgUAkfmH4wFsr87m4gdMSuv6HvP474iCuZQra7pd9Em36KYcs34DnQpnjMEwrSYhwpm7uc1Lk7Gb,buyNow,magiceden_v2,Cxc7PpMco4j81U5Wze55NNp4cTPyGJERChtV57zCfpYn,primates,137719125,1655354456,Fv9fG1ww19g8fDnVkqzGcikdpi7Fx4r6RiDNnbwPLW8B,,8bSBLrRJFzLz7Vjw8udw1uZFxhJuYWHxX7RXm1aH9p36,,4.5
27,3aM7aCNNY8vhKnNbg64h3rTCxdMQyZ2JC2ExNKMbsv7TodAUdiWHLkTqgbwp8zCZ6BoH7bebbb1a9SaNjeDeK8hY,buyNow,magiceden_v2,9g9Xi6jgGcoiKb7x8AVYPQqyFYTvBT5VKGEz2PPdoUGK,primates,137718887,1655354310,4JkrEz3eLsHcdWYD9YctC2ZZw4tSQh1ziNgAoSEWHz44,,YH6ZLFrF27a9Ue86AfNTisW2hvusqDPNckKndDkCckY,,5.0
28,4uPPYy38DxTK8ub1La2ZrJhLZLgqYhC6oxVc4FvEqkQWN8s2sbVj8z1VRt6LGPAAKzCvtmQktp4SLbaQQvgPvGrC,buyNow,magiceden_v2,2jQcCL666nRmYCdtNkqRhxvgRBUxrJmR17xNhXU9oJmj,primates,137718832,1655354270,8TmBca5trqtj3uc6JDo4aBBPfQE1AyE9zLWJCKin96qY,,B8aGaPLvgEgmNQtWoV9d7qDKRF4NMq18Dbuthkk2H6mX,,4.5
29,5YtcUDX7XhndpFiNpdY3Y4ZbrDGkUc96cGPNeUPsTMC2AodJhULjU69CgYDmkEAa82gKHPXtSuRCzMU55znWs2bm,buyNow,magiceden_v2,Frz22YyT49n15GayxF7pMwnuSFy4LzFvKrCpg2A4N8rk,primates,137718491,1655354037,48qeCZAG1M9qv2HkeX6DM1cn9rLc5bSKr9HjV9PKsHF4,,4jioN1wAQjPuY1qfp1Ehf7u2PPgYyA8s1MgVXHJ9isVv,,4.8
30,rRUocZsmCAkypWeEF6YT8KVAxFHwXb35PgLxFesZ7AVZDizoDJ3FHwHWjQwiHKyu7rUvFcLBDweYR8Do1vizSNh,buyNow,magiceden_v2,AJeWwVYPuQUQNgDWFzRwtuwnNH5wkkqWwWH7cjL29HuJ,primates,137718491,1655354037,5ChH9xyr1zeZkSzPMuf1SXeNi2b6PpyktxuY5eURKe8f,,6XnyCwbGYqF5XfYVLe4oiEFcQxJgu5ooLXqvvAp4CbiB,,5.0
31,4kZ7XF5ZfF6JSxP6QHV6D3jabeXKfyGSAL5wCC2Gw2775mVUpwdMjZ26c8XAmqUHg1WMLwtfrToxVnsSWxXnQPCD,buyNow,magiceden_v2,48p124S1ksqNHwkqEnLtpzXocGBWdwHJE6jv5gyZvY5z,primates,137718410,1655353985,MintZUFBHbydVmoRZjbC8sYxjYAUktyxupv2Lv5b5Jo,,5ukVxHZST9JToPNUVfJWRZYwZRssTQ1pDSohTksdvyE8,,5.0
32,3nVcjYqkMEQrSo2FofP7dK4DSc46XGNVimszU7FgtMapbEnZojbhNZPxzhPZFuYY3ePEsAKW6f192f2mg1BKv7vC,buyNow,magiceden_v2,Az8ZwxQqYWsnmbkWNF4wECN11B6mEfrv5acJKqEFkcVy,primates,137718409,1655353982,7B4qYwRgfZivYfuFErVoFRqqw5K1NvfPJcx2cX9QxUym,,BvF9M3fMWJ9JJK9TwBCTx7VT2Kq7FL5p7TqrmguL6zHe,,4.5
