,Unnamed: 0,name,Background,Body,Clothing,Eyes,Head,Mouth,trait_5_rarity,trait_3_rarity,trait_0_rarity,trait_2_rarity,trait_4_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
7348,7348,Primate #4342,Yellow,Naked,Formal Collared Shirt,Stitched,P-Cap,Content,9.83,19.21,1.41,1.92,1.7399999999999998,18.05,7349,1.6055642098062715e-08,1.41,8.693333333333333,6,F6RSdxnEiq9iHdHZr25ytnsxVPc9jM3H5VzunahUjnMk,12.808181
9702,9702,Primate #360,White,Stone,Tri-Color Zip-Up,Undercover Glasses,,Content,10.19,7.79,1.6,2.73,19.05,18.05,9703,1.1922476020837202e-07,1.6,9.901666666666667,5,GvJs3ZJYL59Xx5LUmaTzaC61TnTv3avW15PWxWNE8j2z,12.806169
7887,7887,Primate #1832,Green,Stone,Striped Polo,Slashed,Camo Cap,Content,9.64,7.79,2.13,3.19,2.29,18.05,7888,2.1091014324645538e-08,2.13,7.181666666666667,6,Hok7gmBr6puoxwcZwdAGCxuzKjahFYNhVQ11ibmzMgZj,12.805417
6402,6402,Primate #1242,Purple,Skeleton,Sliced Cutoff,Vr Headset,,Banana,9.66,6.3100000000000005,1.55,2.09,19.05,2.82,6403,1.0607879024750699e-08,1.55,6.913333333333334,5,CL54RvteWFX6ARk9gwumG9VfhPExm1QqZPxFuA83USSZ,12.805383
4652,4652,Primate #7925,Pink,Tiger,Royal Coat,Wide Eyed,Crew Cut,Content,9.83,6.63,1.44,4.7,0.77,18.05,4653,6.1304919667991984e-09,0.77,6.903333333333335,6,8nHv7vTFR3nhMJGCUfVVY6FjkTJ9XpXPm6rj1J5FPaBW,12.80514
9708,9708,Primate #4822,Yellow,Tiger,Knitted Tee,Flip-Up Glasses,,Content,9.83,6.63,1.95,2.78,19.05,18.05,9709,1.2148387598169223e-07,1.95,9.715,5,4WcC7GMDUfL5EvsvKF5YEFVJwMqjNYexZdMFR7vAmRWA,12.803557
5608,5608,Primate #700,Orange,Tribesman,Prisoner Uniform,Superstar Glasses,Brains,Content,9.85,6.68,1.89,1.88,1.92,18.05,5609,8.1023459279616e-09,1.88,6.711666666666668,6,2VeuMXv1YWFXwTZEnDbZJhnPvZeayY5EozqWBf9CHog1,12.797765
5401,5401,Primate #200,Lilac,Tribesman,Casual Denim Jacket,Censored,Cowboy Hat,Content,10.0,6.68,1.95,1.94,1.67,18.05,5402,7.6173950814e-09,1.67,6.715,6,41RRwfUYykwRDHHJmMkWQxQA4oT9SkAH85u9xDzmojuf,12.796415
6271,6271,Primate #6366,Yellow,Scarred,Pullover,Jngl Intestines,Newsboy Hat,Content,9.83,9.13,2.13,1.82,1.61,18.05,6272,1.0110633525962969e-08,1.61,7.095,6,HAZxxy7scQU1fwKEJ68ESAqzxrxo4BjiRd6toRuZvgGb,12.788701
9689,9689,Primate #3597,Mint,Caution Tape,Sleeveless Hoodie,Camcorder,,Content,10.15,8.89,1.95,1.92,19.05,18.05,9690,1.1616514250796001e-07,1.92,10.001666666666667,5,5Hxx7BU9TJty65pKRHaLiuswndrxqRBkUy6DUGb7YPkm,12.788374
9490,9490,Primate #5273,Purple,Robot,Straight Jacket,Bone Mask,,Content,9.66,8.790000000000001,1.54,1.96,19.05,18.05,9491,8.812821625340041e-08,1.54,9.841666666666667,5,BEoeFLi2EBu1yS9HwTnmuZMArTAAtTQ9mBHpp9Vqkid2,12.787615
6258,6258,Primate #4451,Pink,Tribesman,Army Jacket,Baller Shades,Brains,Content,9.83,6.68,1.5,2.95,1.92,18.05,6259,1.0069819600319997e-08,1.5,6.821666666666666,6,DWSghPrGGA3oRLNWWkfiKFWYYp2EAMfHZZ6AxkQtmHeH,12.786092
9030,9030,Primate #7236,Purple,Stone,Mob Boss Jacket,Bone Mask,,Content,9.66,7.79,1.02,1.96,19.05,18.05,9031,5.1730063731385214e-08,1.02,9.588333333333333,5,DHMAUAU9oTMPhQbfSDQA8uH6gpj59riFniGCDpgN5RPC,12.785863
7120,7120,Primate #7379,Red,Scarred,Casual Denim Jacket,Superstar Glasses,Camo Cap,Content,10.48,9.13,1.95,1.88,2.29,18.05,7121,1.44989719408248e-08,1.88,7.296666666666668,6,D5zgPhcuhSwYghx29ctp3q7ukmLzGkTpmAzjpui4edij,12.785416
4062,4062,Primate #6168,Mint,Stone,Motorcycle Jacket,Baller Shades,Thin Mohawk,Sassy,10.15,7.79,1.91,2.95,2.0,5.86,4063,5.22139434929e-09,1.91,5.1099999999999985,6,CCbjifkMftA7xVQGoFmXH8jjcjX6o9X2454iaHbDpTvR,12.782143
8134,8134,Primate #2137,Orange,Naked,Formal Collared Shirt,Eyeball,Pom Beanie,Content,9.85,19.21,1.41,2.85,1.83,18.05,8135,2.511631169233087e-08,1.41,8.866666666666667,6,BtwiA5wQcqnhBuEb8cFnwqkUwC8Kf9W1vXF7HVaYRuGm,12.776063
7983,7983,Primate #4892,Lilac,Naked,Casual Denim Jacket,Censored,Reggae Braids,Content,10.0,19.21,1.95,1.94,1.72,18.05,7984,2.2561572157799998e-08,1.72,8.811666666666666,6,Ai439QaAXmcwNHDzQez4nAz2JpuNBWd75tBnqiJUnyaS,12.775421
7986,7986,Primate #8077,Purple,Robot,Striped Polo,Flip-Up Glasses,Medic Cap,Content,9.66,8.790000000000001,2.13,2.78,2.49,18.05,7987,2.2597841291000218e-08,2.13,7.316666666666666,6,CtMq8i2PAF4nbLY4aeZDqukpgQJCiy1HD7427PGkK3GB,12.770827
6043,6043,Primate #194,White,Caution Tape,Striped Tee,Camcorder,Thin Mohawk,Content,10.19,8.89,1.48,1.92,2.0,18.05,6044,9.292789314815999e-09,1.48,7.088333333333334,6,9JuPAcV2QxkaQdE9jLktd3nDrkUkYrxyGX8RkYtLierM,12.770207
6421,6421,Primate #1830,Green,Stone,Prisoner Uniform,Jngl Intestines,Camo Cap,Content,9.64,7.79,1.89,1.82,2.29,18.05,6422,1.067727362119236e-08,1.82,6.913333333333332,6,GWbjcwWQ9anapxknPVeGGNXK9h5a4xt5Wf8KsnNaobEF,12.767225
9887,9887,Primate #6745,Purple,Caution Tape,Fur Coat,Polarized Sunglasses,,Content,9.66,8.89,2.25,2.82,19.05,18.05,9888,1.873625118468075e-07,2.25,10.12,5,5mcpLdMnc6XHXyMZavXXsYH4DJdNWdLHJNHhUHa48KW,12.765669
6391,6391,Primate #7536,Blue,Stone,Wifebeater,Hockey Mask,Headset,Content,10.37,7.79,1.4200000000000002,2.11,2.42,18.05,6392,1.0572546062644064e-08,1.4200000000000002,7.026666666666667,6,8h4i1Kx26jfrvqjQQiEBo7DSbThFf8X5B4SsdWRimdxz,12.765384
7984,7984,Primate #121,Purple,Stone,Casual Denim Jacket,Parallelogram Glasses,Outdoor Hat,Content,9.66,7.79,1.95,3.0,2.8400000000000003,18.05,7985,2.2566593010780002e-08,1.95,7.215,6,2JwwT7Qwav9BhM2YV2fbbnTHvAYjAJWantCcyoZFQxWs,12.764082
7214,7214,Primate #3112,Green,Stone,Prisoner Uniform,Striped,Arrow,Content,9.64,7.79,1.89,2.87,2.0500000000000003,18.05,7215,1.50726376866177e-08,1.89,7.048333333333333,6,3rzfcjmFcUbvoapoYe9TTmYBEyY8XZNH7GutwUd19pWV,12.763871
6751,6751,Primate #5193,Yellow,Naked,Turtleneck,Bone Mask,Outdoor Hat,Tnt,9.83,19.21,1.48,1.96,2.8400000000000003,7.88,6752,1.2258666411477252e-08,1.48,7.2,6,8DUWfKEg1ybP4efdJgvqBtjQ5wdPUgNsiKw7Dftzi8ww,12.757109
5779,5779,Primate #625,Pink,Caution Tape,Mob Boss Jacket,Striped,Professor,Content,9.83,8.89,1.02,2.87,1.85,18.05,5780,8.54252546208915e-09,1.02,7.085000000000001,6,GhwHrExMhS1JYDmdjwphs3ooEAExwwi6F4KtYYVp5Vst,12.755603
6376,6376,Primate #2840,Yellow,Tribesman,Layered Jacket,Cyber Gas Mask,Thin Mohawk,Content,9.83,6.68,2.2,2.02,2.0,18.05,6377,1.053443462896e-08,2.0,6.796666666666666,6,GtLzfhPZ7KnnVX86mGhi6zpVJ13rCYZq7UtkxCitpe7w,12.751251
5539,5539,Primate #9427,Green,Caution Tape,Anorak,Squinted,Standing Dreads,Content,9.64,8.89,1.62,3.85,0.8200000000000001,18.05,5540,7.9112589053652e-09,0.8200000000000001,7.1450000000000005,6,GY1haiJGNTnmFwhQ5tHpDadFHzmT2Boc4A12BwVCwL74,12.750332
7038,7038,Primate #8657,Purple,Stone,Exoskeleton,Bandages,Horned Cap,Content,9.66,7.79,1.44,3.01,2.3800000000000003,18.05,7039,1.4011922774485439e-08,1.44,7.0550000000000015,6,CpsdpseqWE58L2g8LK53nnfuc992S4u9sFBk9NaRLyud,12.749595
6969,6969,Primate #775,Orange,Tribesman,Hype Fanny Jacket,Aviator Goggles,Horned Cap,Content,9.85,6.68,2.43,1.97,2.3800000000000003,18.05,6970,1.35312948035622e-08,1.97,6.8933333333333335,6,BHyocLq1cS7tAWYjH6qnNuXSTGgc61mMsiZE7CjYLcNo,12.746946
7105,7105,Primate #7302,Mint,Scarred,Sliced Cutoff,Parallelogram Glasses,Professor,Content,10.15,9.13,1.55,3.0,1.85,18.05,7106,1.43892681961875e-08,1.55,7.288333333333334,6,866Jc1Bsu72TK2NwurKXsgTMiPC3YtzNi6XiPUnFtAfM,12.74293
9630,9630,Primate #6643,Red,Mutated Zombie,Windbreaker,Camcorder,,Content,10.48,7.57,2.03,1.92,19.05,18.05,9631,1.063228513705344e-07,1.92,9.85,5,EdkEZKZkfiE74TvfGaPT4bLvooEdSj5YfUhs3UMD7qyz,12.741667
9378,9378,Primate #9223,Pink,Mutated Zombie,Exoskeleton,Snow Goggles,,Content,9.83,7.57,1.44,2.0500000000000003,19.05,18.05,9379,7.553320914079801e-08,1.44,9.665,5,HawkaWGFLs4shcyGYbgmforJUFX9FJ5edrz9S8TCBd5T,12.74049
8705,8705,Primate #2328,Pink,Naked,Blingin Polo,Flip-Up Glasses,Outdoor Hat,Content,9.83,19.21,1.47,2.78,2.8400000000000003,18.05,8706,3.955838561497955e-08,1.47,9.03,6,CwAhVT6r6EGVJNJFu8NGAfwdLhiprCyaNWfNSXSKm9ee,12.73719
7849,7849,Primate #1132,Blue,Stone,Hype Fanny Jacket,Vr Headset,Pink Bandana,Content,10.37,7.79,2.43,2.09,2.78,18.05,7850,2.0586891513494788e-08,2.09,7.251666666666666,6,A7KFy3pXbqJneDinNvvm5CnaJHwM69wNeWqHSH3FpnFe,12.736848
8399,8399,Primate #3649,Blue,Naked,Bib,Undercover Glasses,Antlers,Content,10.37,19.21,1.98,2.73,1.5699999999999998,18.05,8400,3.0514820330824826e-08,1.5699999999999998,8.985000000000003,6,3keikogZ8ggtpSfyqLbfiNfLvAHzS88yix4VHVFz2F96,12.734046
9652,9652,Primate #9102,Green,Robot,Motorcycle Jacket,Thief,,Content,9.64,8.790000000000001,1.91,1.97,19.05,18.05,9653,1.0963208877956732e-07,1.91,9.901666666666667,5,8gM2wqvMGSpn6jLHJ55GRirtt6eLqeqm3kWUTigDWm9e,12.73234
8302,8302,Primate #8423,Purple,Robot,Varsity Jacket,Undercover Glasses,Pink Bandana,Content,9.66,8.790000000000001,2.43,2.73,2.78,18.05,8303,2.826551640182634e-08,2.43,7.406666666666667,6,E9pp7rKK2Bdm18DmUhrvegdWxYRpd9Ffwux1GauSsSa9,12.731776
6962,6962,Primate #3074,Purple,Tiger,Football Pads,Aviator Goggles,Headset,Content,9.66,6.63,2.45,1.97,2.42,18.05,6963,1.35025420226697e-08,1.97,6.863333333333332,6,F6uJgACTc1GnX97o6QYwHEMNEGZQc3ic4ArsM5rqD7gQ,12.730604
7121,7121,Primate #1770,Green,Caution Tape,Army Jacket,Cougar Glasses,Cig Hat,Content,9.64,8.89,1.5,3.08,2.03,18.05,7122,1.4507547947508002e-08,1.5,7.198333333333332,6,GpXE5w7D7uMdjiyuYtdiKeEz5Pcaa2S8B1Qn5cj7uNap,12.7304945
7245,7245,Primate #1687,Purple,Stone,Sleeveless Hoodie,Bandages,Brains,Content,9.66,7.79,1.95,3.01,1.92,18.05,7246,1.5307142526748798e-08,1.92,7.0633333333333335,6,pKcqh65ubqCLEj5G6ttTKaBC7J7RmXjVyv5WgjP3bY2,12.730477
8106,8106,Primate #1173,Pink,Scarred,Sleeveless Hoodie,Jngl Intestines,,Skelly,9.83,9.13,1.95,1.82,19.05,4.05,8107,2.4574251459507757e-08,1.82,7.638333333333333,5,BAP6tV49KhjoZV4bsPv2tS7FTiHsgqv4YJaA8JemSMjM,12.728822
9554,9554,Primate #7147,Pink,Tribesman,Striped Tee,Eyeball,,Content,9.83,6.68,1.48,2.85,19.05,18.05,9555,9.523766565001802e-08,1.48,9.656666666666668,5,7TLgVsSm8o1XKWKitXuBUzLarkXeHNx9GmPue9vArjJ9,12.728572
7184,7184,Primate #9341,Yellow,Caution Tape,Color Block Zip-Up Jacket,Striped,Professor,Content,9.83,8.89,1.78,2.87,1.85,18.05,7185,1.4907544433841852e-08,1.78,7.211666666666666,6,6dLtBHbgQJUmTVuEimn2t8aBYZGH2bMbMrPSB7Rfiv2b,12.72675
9914,9914,Primate #6911,Purple,Naked,Bouncer,Camcorder,,Content,9.66,19.21,1.69,1.92,19.05,18.05,9915,2.0704493507181112e-07,1.69,11.59666666666667,5,FiojufTKhsU1mJvDXziUG6h2D8QEi3MFsZu8Gk8RzR3u,12.724915
4854,4854,Primate #3169,Blue,Caution Tape,Color Block Zip-Up Jacket,Eyeball,Crew Cut,Content,10.37,8.89,1.78,2.85,0.77,18.05,4855,6.4999993182316506e-09,0.77,7.118333333333332,6,DCLqvx9R3qWqg4f5U1FGcv914dkUuQrGYHgUACNr8muf,12.720445
9793,9793,Primate #2717,Green,Stone,Casual Denim Jacket,Polarized Sunglasses,,Content,9.64,7.79,1.95,2.82,19.05,18.05,9794,1.41994132084701e-07,1.95,9.883333333333336,5,GiqqEnktjFF68hBbZELS78D4uBV51roKqYeWEfyDry7P,12.719026
9744,9744,Primate #1898,White,Stone,Varsity Jacket,Censored,,Content,10.19,7.79,2.43,1.94,19.05,18.05,9745,1.2867430507653557e-07,1.94,9.908333333333333,5,3jmoFfZbdUErTGCs6LwtKYcRA4hFGm4agdtNJhvbRMeQ,12.717319
9826,9826,Primate #5699,Orange,Mutated Zombie,Half Zip Pullover,Wide Eyed,,Content,9.85,7.57,1.29,4.7,19.05,18.05,9827,1.5545040737088378e-07,1.29,10.085,5,AruErpMag1N8QTZJVtufmSE6TZyaAj4tkb67pVd9vKCR,12.717193
6650,6650,Primate #1807,Orange,Scarred,Straight Jacket,Snow Goggles,Camo Cap,Content,9.85,9.13,1.54,2.0500000000000003,2.29,18.05,6651,1.1735302220353251e-08,1.54,7.151666666666667,6,5Svp7W76smrYui2hbBCL9eNstT2PqKptaX9kamB1DCPW,12.715466
6165,6165,Primate #9225,Red,Stone,Vest N Tie,Aviator Goggles,Pom Beanie,Content,10.48,7.79,1.83,1.97,1.83,18.05,6166,9.72174783797748e-09,1.83,6.991666666666666,6,3FqdH71fwrjkF8NmbiWUhNssPYdHYe1AgAHwhcks2KVF,12.713948
8590,8590,Primate #4791,Green,Naked,Casual Zip-Up,Superstar Glasses,Pink Bandana,Content,9.64,19.21,2.02,1.88,2.78,18.05,8591,3.5288696745661746e-08,1.88,8.930000000000003,6,AXSMojLb76ihqvw4s6T1U8VLLYKjDh276zMbZFWXR1k2,12.712051
5999,5999,Primate #4114,Lilac,Tiger,Windbreaker,Cyber Gas Mask,Beanie,Content,10.0,6.63,2.03,2.02,1.87,18.05,6000,9.176556619230001e-09,1.87,6.7666666666666675,6,F5VqwYbAbBcKtB3Sqei7AkhwWXgSS5XSE4CjeTp1zhTN,12.708363
5205,5205,Primate #1294,Orange,Caution Tape,Tri-Color Zip-Up,Censored,Camo Bandana,Content,9.85,8.89,1.6,1.94,1.46,18.05,5206,7.162914480848002e-09,1.46,6.965,6,CrrY2A3hu8NcmGGqNsSJwLrpuCjuqtXZUwhRwAuaBAKP,12.707829
7722,7722,Primate #7715,Lilac,Robot,Cardigan Sweater,Reading Glasses,Arrow,Content,10.0,8.790000000000001,2.03,2.95,2.0500000000000003,18.05,7723,1.9477714522875e-08,2.03,7.311666666666666,6,DxYMYTebDbLXZhoWyKZugKcV86eWbMUS6cy9JjUabjuj,12.70768
5744,5744,Primate #4026,Orange,Pill,Iridescent Windbreaker,Thief,Pink Bandana,Content,9.85,4.15,2.09,1.97,2.78,18.05,5745,8.44537312010425e-09,1.97,6.4816666666666665,6,DvQvzVSgujCWpuo4C5X1CPdCmhyeYBxPxRBD1b8EoVga,12.704887
8553,8553,Primate #3429,Yellow,Naked,Fur Robe,Undercover Glasses,Braids,Content,9.83,19.21,1.87,2.73,1.97,18.05,8554,3.4279033517133406e-08,1.87,8.943333333333333,6,3y1ioUHVYPEjkNojyHhAXEGQyiipCnHnjZc2jGcsT4Ge,12.704505
9186,9186,Primate #3789,Mint,Robot,Mob Boss Jacket,Bone Mask,,Content,10.15,8.790000000000001,1.02,1.96,19.05,18.05,9187,6.1331466139083e-08,1.02,9.836666666666668,5,FPvPeuypd9hGhrmJrDszMvUQFvwCefkThryELxQFMbjL,12.703472
8193,8193,Primate #5230,Orange,Naked,Prisoner Uniform,Thief,Arrow,Content,9.85,19.21,1.89,1.97,2.0500000000000003,18.05,8194,2.6068899211952632e-08,1.89,8.836666666666668,6,1471Q79pC3KqMtjnTJz6F3hem9MPrHSUA7fMo4yzd25P,12.702299
7186,7186,Primate #5467,Lilac,Robot,Studded Punk Jacket,Snow Goggles,Pink Bandana,Content,10.0,8.790000000000001,1.65,2.0500000000000003,2.78,18.05,7187,1.4919308093249998e-08,1.65,7.22,6,5ENqc1xzuKUAq79Q9EKPuJ6ASCMj82Yjv3amb8G1RUC5,12.701564
7045,7045,Primate #2047,Yellow,Scarred,Straight Jacket,Bandages,Beanie,Content,9.83,9.13,1.54,3.01,1.87,18.05,7046,1.4042043839479814e-08,1.54,7.238333333333332,6,6Cgrmp8cm4uu5DrZjCVL3YQakL2NhiWAE5CcNFZdRd87,12.701426
6428,6428,Primate #9913,Red,Caution Tape,Aviator Jacket,Bandages,Captain Cap,Dumbfounded,10.48,8.89,2.03,3.01,2.07,9.1,6429,1.0723518735667918e-08,2.03,5.93,6,7r7UcmPNbHkQncdCbDjy9uzhXU8XiyDL3k2RPiST1kKX,12.699711
6873,6873,Primate #2014,White,Stone,Hype Fanny Jacket,Meth Scientist,Cig Hat,Content,10.19,7.79,2.43,1.83,2.03,18.05,6874,1.2934279728571632e-08,1.83,7.053333333333334,6,4jBjfBgUu9t5dn61j2SdRagETyuAgvqDUeqk5F8uLbF1,12.698283
9660,9660,Primate #8383,Red,Stone,Fur Robe,Hockey Mask,,Content,10.48,7.79,1.87,2.11,19.05,18.05,9661,1.1076307099612262e-07,1.87,9.891666666666667,5,AhpJXoVmPKXY8RJvKuREnQxrnFAEnF9tHaMAedziqcc4,12.697678
5584,5584,Primate #1973,Mint,Stone,Sliced Cutoff,Hockey Mask,Reggae Braids,Content,10.15,7.79,1.55,2.11,1.72,18.05,5585,8.0282947090955e-09,1.55,6.895,6,EemqNtDSW4tJBbtV2z3X47665q8bruAZuTk9XvPrJWRW,12.692491
9933,9933,Primate #7953,Lilac,Robot,Hype Fanny Jacket,Pritv,,Content,10.0,8.790000000000001,2.43,3.17,19.05,18.05,9934,2.32823383942725e-07,2.43,10.248333333333333,5,EjRoj2kV4yMrwuPknnqfjGbfjqyqEK4o78HXsG7n2Zeb,12.685973
6349,6349,Primate #4040,White,Scarred,Fur Coat,Aviator Goggles,Pink Bandana,Dumbfounded,10.19,9.13,2.25,1.97,2.78,9.1,6350,1.0432295833459499e-08,1.97,5.903333333333332,6,3eBs767mUm6k1tsPFzSy82HWdXPt8P14ufeb6zPyvjaH,12.685791
6387,6387,Primate #6298,Green,Stone,Straight Jacket,Jngl Intestines,Pink Bandana,Content,9.64,7.79,1.54,1.82,2.78,18.05,6388,1.0561572936634718e-08,1.54,6.9366666666666665,6,6RsipjqVRh2BNnRtPd1k4QCixX5yvnEkacwh8yQXufgv,12.685602
7025,7025,Primate #8075,Pink,Tiger,Sleeveless Hoodie,Cougar Glasses,Braids,Content,9.83,6.63,1.95,3.08,1.97,18.05,7026,1.3918608091287897e-08,1.95,6.918333333333332,6,8hscH2nDBkTcqYmDFuAYEE8PrDpuXpj6tTcFLY9Qy2k4,12.684479
5854,5854,Primate #9356,Purple,Stone,Knitted Tee,Aviator Goggles,Cowboy Hat,Content,9.66,7.79,1.95,1.97,1.67,18.05,5855,8.713830322319851e-09,1.67,6.848333333333333,6,JCRRgGmwDwt7wGbVMcqxAWnwtn13cGfSeJwA83xWZf4a,12.68044
5221,5221,Primate #2622,Green,Tribesman,Sliced Cutoff,Thief,Cig Hat,Content,9.64,6.68,1.55,1.97,2.03,18.05,5222,7.204845376962798e-09,1.55,6.653333333333332,6,BDPbtc1M3eyeyYAqnS7Jhtjns8fHbF28csu7KHbEGT5P,12.677936
9420,9420,Primate #6378,Orange,Stone,Straight Jacket,Bone Mask,,Content,9.85,7.79,1.54,1.96,19.05,18.05,9421,7.963842576435898e-08,1.54,9.706666666666667,5,9edtX4KrxprN7FkPvobKGNwsKZvutPyQZkGJQ42j3cop,12.676815
9845,9845,Primate #2981,White,Robot,Cardigan Sweater,Thinking,,Excited,10.19,8.790000000000001,2.03,4.32,19.05,10.79,9846,1.6145788846175356e-07,2.03,9.195,5,GmBfXHmmjRmu8TChVe6yboMEM91Y82gLrrPmUUvCF9Ew,12.676652
7244,7244,Primate #5846,Yellow,Stone,Motorcycle Jacket,Monocle,Captain Cap,Content,9.83,7.79,1.91,2.8000000000000003,2.07,18.05,7245,1.5301356220848598e-08,1.91,7.074999999999998,6,8wjvvP8b2i3pkrFuhiMUcpdNQ2HNM36UK14CpsnVgUPV,12.674691
8231,8231,Primate #7595,White,Naked,Baseball Jersey,Jngl Intestines,Cig Hat,Content,10.19,19.21,2.06,1.82,2.03,18.05,8232,2.6891399297218816e-08,1.82,8.893333333333334,6,4WzukZwYMvZBpVwnbb2P7ou7k6V1Bo62U6sjjCtVvns3,12.671782
8322,8322,Primate #5106,Mint,Naked,Mechanic Jacket,Stitched,Captain Cap,Content,10.15,19.21,2.0500000000000003,1.92,2.07,18.05,8323,2.8674512859384e-08,1.92,8.908333333333333,6,BbE1W5xekvkXhjh7gFxbp2buWzh6u9whohVAaD9e3ZeD,12.670219
9111,9111,Primate #4191,White,Robot,Aviator Jacket,Flip-Up Glasses,,Sassy,10.19,8.790000000000001,2.03,2.78,19.05,5.86,9112,5.642823793792122e-08,2.03,8.116666666666667,5,A8UBgLgabfVZLCALzdWuDAtj6poGGuSufAwcy8SwDgKS,12.665689
6499,6499,Primate #4213,Lilac,Tribesman,Sleeveless Hoodie,Undercover Glasses,Reggae Braids,Content,10.0,6.68,1.95,2.73,1.72,18.05,6500,1.10402618508e-08,1.72,6.855,6,47g87aWfVpCXCRR5uMiiNqPjVVyih3rjEfaZeaYBbsSe,12.661073
6529,6529,Primate #4655,Purple,Tiger,Casual Denim Jacket,Cougar Glasses,Newsboy Hat,Content,9.66,6.63,1.95,3.08,1.61,18.05,6530,1.11783850432254e-08,1.61,6.830000000000001,6,DVF9SuMuMSyFMsTKKiinortqZtY6wSoX2dcprhBwuhRa,12.6545925
9904,9904,Primate #9827,Lilac,Robot,Button-Up Shirt,Pritv,,Content,10.0,8.790000000000001,2.09,3.17,19.05,18.05,9905,2.00247272609175e-07,2.09,10.191666666666666,5,EBNEif3mVcREANZPzDrCKJxUmNAxDEQokrkc1BNTrFSf,12.641579
9443,9443,Primate #9025,Green,Robot,Royal Coat,Aviator Goggles,,Content,9.64,8.790000000000001,1.44,1.97,19.05,18.05,9444,8.265455907988317e-08,1.44,9.823333333333334,5,Ft151D6FFQwGBNwAueNiiaX79uMmtyssLMeLxmrG3QQr,12.639757
8178,8178,Primate #9286,Red,Naked,Diving Jacket,Meth Scientist,Headset,Content,10.48,19.21,1.6,1.83,2.42,18.05,8179,2.5748521236134403e-08,1.6,8.931666666666667,6,DkYV7TPrnf2LUeqSthDiNsPfSscCc2EG6umq9YCwjo26,12.638099
7703,7703,Primate #7277,Blue,Naked,Wifebeater,Superstar Glasses,Thin Mohawk,Content,10.37,19.21,1.4200000000000002,1.88,2.0,18.05,7704,1.9198156020712e-08,1.4200000000000002,8.821666666666667,6,8pPFQu58aAkwqZY7nwL1TyUan16KBaBZ73TDcUjTeuBi,12.62934
6079,6079,Primate #1567,Mint,Mutated Zombie,Casual Denim Jacket,Superstar Glasses,Professor,Content,10.15,7.57,1.95,1.88,1.85,18.05,6080,9.405964104127499e-09,1.85,6.908333333333334,6,5qzBApXBSt9TycfaEZ3bBaTZDRiJ1X1Zjgr8YYWfzZsc,12.626711
8141,8141,Primate #2492,Purple,Naked,Hype Fanny Jacket,Aviator Goggles,Antlers,Content,9.66,19.21,2.43,1.97,1.5699999999999998,18.05,8142,2.5174094009832806e-08,1.5699999999999998,8.815,6,Hm4VcoPGn3xZjqKMMAD1d59TLxnji2qh3SsT8Z38u7JD,12.623878
9558,9558,Primate #6367,Lilac,Caution Tape,Turtleneck,Hockey Mask,,Content,10.0,8.89,1.48,2.11,19.05,18.05,9559,9.545927198430002e-08,1.48,9.93,5,EAJtAFcxZdGqectshSuhdvQ272M7SqYtBfa9brdqRnxU,12.623185
9479,9479,Primate #6900,Mint,Caution Tape,Straight Jacket,Jngl Intestines,,Content,10.15,8.89,1.54,1.82,19.05,18.05,9480,8.696251640526452e-08,1.54,9.916666666666666,5,HvpVusZFPa3nsMcfXzYMStbQDoQxb4x9FeTQJ6hDE9R4,12.619374
9658,9658,Primate #1510,Red,Stone,Racing Jacket,Censored,,Content,10.48,7.79,2.02,1.94,19.05,18.05,9659,1.100079384189384e-07,1.94,9.888333333333334,5,6rnQh9rTTx2mpFwjKVfas8xxs6mhLcxuj8MHp3usL2wC,12.616515
9712,9712,Primate #7682,Mint,Caution Tape,Prisoner Uniform,Vr Headset,,Content,10.15,8.89,1.89,2.09,19.05,18.05,9713,1.2255981020851842e-07,1.89,10.02,5,AqFN2DNahDLqW43jkJEyLQBRE5obYxhjRH8WvEyP2pLe,12.615446
9875,9875,Primate #7628,White,Naked,Striped Tee,Jngl Intestines,,Content,10.19,19.21,1.48,1.82,19.05,18.05,9876,1.8130377153039068e-07,1.48,11.633333333333335,5,ETinGicSLboAiCJ2RskVZkDvUUBtF9ZJkpFfK29gXMNP,12.614737
5143,5143,Primate #9888,Orange,Tiger,Suspenders,Censored,Camo Bandana,Content,9.85,6.63,2.11,1.94,1.46,18.05,5144,7.044724377596101e-09,1.46,6.673333333333333,6,DYZQXniwKt6NKZeKuq6uQg28JLqxHrgscbhKEtwo3Qrx,12.603847
5870,5870,Primate #6155,White,Caution Tape,Formal Collared Shirt,Snow Goggles,Professor,Content,10.19,8.89,1.41,2.0500000000000003,1.85,18.05,5871,8.743752446118376e-09,1.41,7.073333333333334,6,CAS4kNbER7rzS7FWaP69c4sWWTGBnT6T8xiHzNHvaq1g,12.603145
9299,9299,Primate #8333,Blue,Stone,Half Zip Pullover,Camcorder,,Content,10.37,7.79,1.29,1.92,19.05,18.05,9300,6.879855858406558e-08,1.29,9.745,5,3gQJru6Y81HRyxbzZLKg8oiV5F183RoH3stiHmCyRWTG,12.5998
