,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
5235,Okay Bear #8601,Grey,Sleeveless Tee,Sad,Wayfarer Sunglasses,Grizzly,Pom Pom Beanie,Proud,0.1261,0.144,0.0528,0.0507,0.0286,0.0438,0.0256,0.0256,0.144,0.06737142857142858,150.396503570677,5236,8601,8EWtsc5Fd6Ca4pMY6Efw3zyBrDSEps795LMxSpwZKHBD,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiasr454jpha75rcjfqtvlctbaszxivpk37q2z3hho3ubqavo37gqi.ipfs.nftstorage.link/8600.png?ext=png,SOL
5236,Okay Bear #1759,Warm Grey,Leather Jacket,Spirited,,Tan,,Oou,0.1227,0.1413,0.0271,0.062,0.013,0.6672,0.2698,0.013,0.6672,0.18615714285714288,150.38482845101612,5237,1759,2eEzVEwT5B7sPsU833KbJdzg2n6vRaVXhRtSC2YhtywB,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeief4bxroxutbgffw2vfclrxv4kstomfxccyzpc2vi723ql23s36be.ipfs.nftstorage.link/1758.png?ext=png,SOL
5237,Okay Bear #2508,Grey,Pullover Windbreaker,Interested,,Tan,,Ugh,0.1261,0.1413,0.0151,0.0671,0.0204,0.6672,0.2698,0.0151,0.6672,0.1867142857142857,150.36050819504123,5238,2508,D5SHPgmdooUft9oPUiwrs8WM2A3JgVo9TcN7mp78Yx6q,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeickme6bmkora47xisln47mz5wckpcx7pjvotouo37dpkdyzcznxvm.ipfs.nftstorage.link/2507.png?ext=png,SOL
5238,Okay Bear #3335,Warm Grey,Formal Vest,Closed,,Grizzly,Classic Cap,Pouting,0.1227,0.144,0.1231,0.031,0.0157,0.6672,0.0337,0.0157,0.6672,0.1624857142857143,150.34260403847543,5239,3335,Ake74rfJCkSDksCdrxUN5zmVxGjHXkjJk8L7SqSZPFdR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig7qjrpvzs6j3wewujr5srt426z5f7lcpd3pzc2hfrcw5tfb23alu.ipfs.nftstorage.link/3334.png?ext=png,SOL
5239,Okay Bear #6269,Blue,Leather Jacket,Sarcastic,,Grizzly,,Beaming Smile,0.1252,0.144,0.0233,0.0965,0.013,0.6672,0.2698,0.013,0.6672,0.19128571428571428,150.34114123182445,5240,6269,D3omaGNSkFJsLdQkFUPVtqJjTFJZXDbJtaHjHwwCypwR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieozvb7so7mz2736alqegxrxurk7mpp3op237a6dl3mdim2zcymrq.ipfs.nftstorage.link/6268.png?ext=png,SOL
5240,Okay Bear #7127,Green,Autumn Sweater,Tired,Round Glasses,Dark Brown,Black Bucket Hat,Okay,0.126,0.1268,0.2305,0.0454,0.0175,0.0374,0.0412,0.0175,0.2305,0.08925714285714285,150.34043949721595,5241,7127,2EPiAJMGmZKGvscPoXpqwwgzwUjr8rSEq6mV8P6D5M27,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid2kbozasiq5qoq52vqporne27waicsbu74eevz7mz4pbzarytfne.ipfs.nftstorage.link/7126.png?ext=png,SOL
5241,Okay Bear #2456,Cream,Suede Jacket,Okay,,Albino,Worn Out Cap,Huh,0.1326,0.0456,0.0344,0.2023,0.0202,0.6672,0.0279,0.0202,0.6672,0.16145714285714288,150.33026922615062,5242,2456,3rtDDuYtTrpUGBnY9ptpJqWKtb4aBt1zWL3z9ZgrWMAQ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibn3yeghfcbc7qwpjblsx32uv6so2f4ivvccuobvo5sv66kavrfny.ipfs.nftstorage.link/2455.png?ext=png,SOL
5242,Okay Bear #1135,Grey,Summer Shirt,Wide Eyed,,Albino,Black Bucket Hat,Clean Smile,0.1261,0.0456,0.0797,0.026,0.0229,0.6672,0.0412,0.0229,0.6672,0.14409999999999998,150.30739647180314,5243,1135,FZMp2zWy1zY9egSSZAirgcBBbZVCyBxaf3RhSM9yyTQu,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihtqlozhmpihmh7ldowdkgb6saiczoj3itanhsj2352bl6kyujovq.ipfs.nftstorage.link/1134.png?ext=png,SOL
5243,Okay Bear #2293,White,Loose Overalls,Annoyed,,Polar,Beret,Wheat,0.1265,0.0641,0.0217,0.1309,0.0268,0.6672,0.0292,0.0217,0.6672,0.1523428571428571,150.28694021528227,5244,2293,32dF8RziVbtigrbJbJxwocwWLQmBZdzhNnPYyzK2rHrs,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibzvvi45cj45aphera6hqzcidvln56grdbpoti52hmcrzsqxm6blm.ipfs.nftstorage.link/2292.png?ext=png,SOL
5244,Okay Bear #5567,White,,Sad,Aviator Sunglasses,Ginger,Sticky Note,Hmm,0.1265,0.0606,0.0302,0.0507,0.1965,0.0409,0.023,0.023,0.1965,0.0754857142857143,150.26043430845593,5245,5567,F4KtLxQEnXQa8wQsyVmcDf4EjdRzvsECf1qMb5xA6MZn,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiflpier7pstzo64owrz3e6eiznwd22gaxlx6wa3bldflgndmo7ucm.ipfs.nftstorage.link/5566.png?ext=png,SOL
5245,Okay Bear #3148,Green,Golf Polo,Okay,,Tan,Army Hat,Oou,0.126,0.1413,0.0271,0.2023,0.02,0.6672,0.0239,0.02,0.6672,0.17254285714285714,150.19697665071467,5246,3148,GAaBpib38pK1LZFYsFVkGjQwW33TJuEHkht2vgbwbmy7,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibc33epkejoeqgspgz6um6awqpb2r2lpsjm5s76pmvizbcbaxw2ju.ipfs.nftstorage.link/3147.png?ext=png,SOL
5246,Okay Bear #5822,Grey,Hawaiian Shirt,Tired,,Green,,Oou,0.1261,0.0456,0.0271,0.0454,0.0178,0.6672,0.2698,0.0178,0.6672,0.1712857142857143,150.17186486071353,5247,5822,EgNB5N97Ap7jKWe3vjVDAPKLYbMN7C6HoDBiS1RvQRoy,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib6xilv34hxps4foewwkd3fripgnc4jitzul54uvflzmtmagm6rgu.ipfs.nftstorage.link/5821.png?ext=png,SOL
5247,Okay Bear #2957,Green,Loose Overalls,Wide Eyed,Round Glasses,Grizzly,,Huh,0.126,0.144,0.0344,0.026,0.0268,0.0374,0.2698,0.026,0.2698,0.09491428571428571,150.17010825625638,5248,2957,4HB4boq2Y2kBcCxcxKQXWmarrZKduZn5i934zUAiyqf7,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeia7zri3wu4ppc2zabc32ooss3iad2mxzmr4ju4s3zopgbv7cty5si.ipfs.nftstorage.link/2956.png?ext=png,SOL
5248,Okay Bear #7779,Yellow,Sling Pack,Okay,,Andean,Flat Hat,Huh,0.1222,0.0377,0.0344,0.2023,0.022,0.6672,0.029,0.022,0.6672,0.15925714285714282,150.15753120304777,5249,7779,8na2ovc6GsWBdDrdpSgcTb2wWUJr6qP2hMaQHqiKv4ha,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihnixzb265oqd33oj5og3knlxln3226cur22kq45bcob4sfgofwf4.ipfs.nftstorage.link/7778.png?ext=png,SOL
5249,Okay Bear #5287,Blue,Golf Polo,Spirited,,Pink,Baker Boy Hat,Okay,0.1252,0.0426,0.2305,0.062,0.02,0.6672,0.0214,0.02,0.6672,0.1669857142857143,150.1565988248804,5250,5287,31jFWVzitgoLzLv2akLitidPNVm4Q4iedcWtDzFowXck,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibbrudy3iqxkryvmhv5y2rudqbzosgtgpnop4frzo3kkvmts34mw4.ipfs.nftstorage.link/5286.png?ext=png,SOL
5250,Okay Bear #5443,Yellow,Vintage Windbreaker,Okay,Flying Goggles,Dark Brown,,Proud,0.1222,0.1268,0.0528,0.2023,0.0193,0.0183,0.2698,0.0183,0.2698,0.11592857142857141,150.11701852575752,5251,5443,Ed3CNi545F6mHGbee3uaRmBTQJXh41yWmfLrg8ADjG1F,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiepzr26xoukrfv2pqfkpc4fnsk7umnwfcpzs6zfkyeszmn6qje35i.ipfs.nftstorage.link/5442.png?ext=png,SOL
5251,Okay Bear #8086,Grey,Olive Windbreaker,Sad,,Sand,Bandana,Wheat,0.1261,0.0818,0.0217,0.0507,0.0256,0.6672,0.0424,0.0217,0.6672,0.14507142857142857,150.1081747971645,5252,8086,HvUFXCVGMVFQhgmB1x27UBoYvF1MvaBgb9R2EM4gRbFU,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiby5vawtedmpufcnwrc5yfozjsfndl5kytfoyuebatbwiclboz6oy.ipfs.nftstorage.link/8085.png?ext=png,SOL
5252,Okay Bear #2207,Blue,Utility Vest,Sarcastic,,Andean,Runner Cap,Gah,0.1252,0.0377,0.0426,0.0965,0.0197,0.6672,0.0339,0.0197,0.6672,0.1461142857142857,150.10803944332628,5253,2207,DViHyuXcWa1RceJn1gStQkC6vhxmqXinAdPeyztpikkc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid5z5eiyzy5hivaeuybbp2n42vqpl34nrhl6zbqgs63fbrj2lgxhm.ipfs.nftstorage.link/2206.png?ext=png,SOL
5253,Okay Bear #7506,Yellow,Vintage Windbreaker,Sad,,Grizzly,Worn Out Beanie,Gah,0.1222,0.144,0.0426,0.0507,0.0193,0.6672,0.026,0.0193,0.6672,0.15314285714285716,150.09960570492058,5254,7506,Fo9Q5nYL6eLDtRDm2PRySSpWEiiJg82N1YYY1aBinUeu,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiclnridjpablpz2xdvtpw3la7akagpnrz5i2m7c3vs7vytlzwxvtq.ipfs.nftstorage.link/7505.png?ext=png,SOL
5254,Okay Bear #3002,Cream,Polo with Headphones,Annoyed,,Tan,Beret,Okay,0.1326,0.1413,0.2305,0.1309,0.0114,0.6672,0.0292,0.0114,0.6672,0.19187142857142855,150.06110771017998,5255,3002,F2y2yo9DwdCWukkHy3tkfXETobt5V6dNmEL3Pp8GeffQ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig2mbanjzwdfztqeurvy5pjoysw2ryjzgokdzvipglhgaelej3er4.ipfs.nftstorage.link/3001.png?ext=png,SOL
5255,Okay Bear #1876,Cream,Formal Vest,White Glow,,Polar,Black Bucket Hat,Pouting,0.1326,0.0641,0.1231,0.0341,0.0157,0.6672,0.0412,0.0157,0.6672,0.15399999999999997,150.05600533459668,5256,1876,3yZ8ktwNZkwygBBHvAZmiCKAuqVixQAwHvEDA6bZJtCp,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiabjv2lnw6xcy74khiekqr3uw3scysy74kqr3xg532zfgmgbxwg5q.ipfs.nftstorage.link/1875.png?ext=png,SOL
5256,Okay Bear #4818,Yellow,Tech Jacket,Happy,,Pink,,Okay,0.1222,0.0426,0.2305,0.0788,0.0104,0.6672,0.2698,0.0104,0.6672,0.20307142857142857,150.0453309180023,5257,4818,AZUUH2sK8DBvDhP6siLsGnihp7FA4tAUfTxrmRHTjSX4,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiggshd2xhquqmy4rixuodmicjeebfs4ilj7kgh2m7px2g3lmkmh2y.ipfs.nftstorage.link/4817.png?ext=png,SOL
5257,Okay Bear #8792,Green,Olive Windbreaker,Sarcastic,Clear Glasses,Albino,Army Hat,Okay,0.126,0.0456,0.2305,0.0965,0.0256,0.0407,0.0239,0.0239,0.2305,0.08411428571428571,150.04095034648083,5258,8792,26CBhRAPgHdVsFhYSZuZqDHLPYWXwx6oeFMC4pSCazar,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiae7anbmkfdk75kmqmbfrtblcjuocan3l56fdcl67cq7m7jvhkh3m.ipfs.nftstorage.link/8791.png?ext=png,SOL
5258,Okay Bear #2381,Green,Autumn Sweater,Interested,,Tan,Mumford Hat,Okay,0.126,0.1413,0.2305,0.0671,0.0175,0.6672,0.0175,0.0175,0.6672,0.18101428571428574,150.0396884677117,5259,2381,HUxorKUALditSoH6fN1bnnusCzzsLCVR7BQEb5bE9bNj,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeic5rcpelhnvpj2qlkgzayxm2mtcaaa3nng4syjd74cmk2k4ez6d34.ipfs.nftstorage.link/2380.png?ext=png,SOL
5259,Okay Bear #6355,Grey,,Okay,Pixel Glasses,Black,Okay Beanie,Sneer,0.1261,0.0495,0.0211,0.2023,0.1965,0.032,0.0301,0.0211,0.2023,0.09394285714285715,150.03040286509162,5260,6355,AHai9MRDG7x1moP9LyjoFCFD6ydr8HCib8gfs2ErPCfK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihylx5bttm6qt3chsqj65vd2jbsrls3qrw5w3t7lhrlokleokx7zu.ipfs.nftstorage.link/6354.png?ext=png,SOL
5260,Okay Bear #8880,White,Black Tee,Wide Eyed,Barrel Sunglasses,Polar,,Wry,0.1265,0.0641,0.0922,0.026,0.0383,0.0211,0.2698,0.0211,0.2698,0.09114285714285715,150.02276253620417,5261,8880,7rQCwVPxfu7L1Sy62TtUYM1CTwqhr4nKtYSGDcbZFvTH,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieuni5kmlg2uxohwxhf3wujjv2c3qfc5dyvo2rtal2igvdnfycoeq.ipfs.nftstorage.link/8879.png?ext=png,SOL
5261,Okay Bear #1295,Green,,Interested,Punk Sunglasses,Panda,Baker Boy Hat,Clean Smile,0.126,0.039,0.0797,0.0671,0.1965,0.0269,0.0214,0.0214,0.1965,0.07951428571428572,150.02046635405344,5262,1295,7riCED8dzuEfE9JY3aMAPxs3Bc2w4rJKeoTnjCeiLBbB,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid3paocghycbgtni2xpdhyao5vasx2ru5esw4vaz57q5lgybcvlh4.ipfs.nftstorage.link/1294.png?ext=png,SOL
5262,Okay Bear #4185,Grey,Suede Jacket,Sad,Round Glasses,Pink,,Proud,0.1261,0.0426,0.0528,0.0507,0.0202,0.0374,0.2698,0.0202,0.2698,0.08565714285714285,150.01701996777663,5263,4185,G6T2z8AFeRpzcM92Rky4c8ahzKKrJ22KXcrpnmEkSyQ6,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidi7i64re36bsxxb3t6bpgow65dfnanv7ffddig5g5sucz4oge2aa.ipfs.nftstorage.link/4184.png?ext=png,SOL
5263,Okay Bear #6271,Green,Summer Shirt,Disappointed,Round Glasses,Dark Brown,Classic Cap,Gah,0.126,0.1268,0.0426,0.094,0.0229,0.0374,0.0337,0.0229,0.1268,0.06905714285714284,150.0151002334664,5264,6271,J3MY5MmzQEVHN8yrZGLj32yf5DDsJ56zHP4gCGiqmP9p,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig4azogznn2j2or6ucugpvexnyrtpzpoyzqsklagfgvf4wpwz274u.ipfs.nftstorage.link/6270.png?ext=png,SOL
5264,Okay Bear #4853,Blue,,Sad,Snow Goggles,Andean,,Okay,0.1252,0.0377,0.2305,0.0507,0.1965,0.0121,0.2698,0.0121,0.2698,0.1317857142857143,150.01481590290692,5265,4853,4L2UAAH4WGPgE7r3zZGpbh1ytNAh2iciiKAzE4Fu2kGU,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib27qbsb4sig2oy6ongel2yqbd44pzmo6rmpulpl67msqngokypii.ipfs.nftstorage.link/4852.png?ext=png,SOL
5265,Okay Bear #5423,White,Vintage Windbreaker,Spirited,,Pink,,Haa,0.1265,0.0426,0.022,0.062,0.0193,0.6672,0.2698,0.0193,0.6672,0.17277142857142858,149.98161613975577,5266,5423,4KJNep7M4mJKYQo6QTp1reFGUfKf83mnmKVZGhuh5mGJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifrj7aw2ldi6uccqcjmogwl3q3ruq35hjhsb7e4fxzx5dhusfwwjm.ipfs.nftstorage.link/5422.png?ext=png,SOL
5266,Okay Bear #5683,Grey,Torn Sleeveless Tee,Tired,,Tan,Beret,Haa,0.1261,0.1413,0.022,0.0454,0.0315,0.6672,0.0292,0.022,0.6672,0.1518142857142857,149.97974017122098,5267,5683,GPRmY9HBB8QqddVZEwFzfKet9Q2VYmjbm93FyVRLfbE2,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibrumzlxuai3rs6sdafq24faaggprot5e7sdluolefveb576lnpnq.ipfs.nftstorage.link/5682.png?ext=png,SOL
5267,Okay Bear #554,White,Striped Tee,Interested,Holographic,Dark Brown,,Huh,0.1265,0.1268,0.0344,0.0671,0.0357,0.0171,0.2698,0.0171,0.2698,0.09677142857142858,149.9616566374208,5268,554,HvLuYUwD43ceFCHfsyGQCGSVuDr3z7aiLnSSGsKJwGq2,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidw6rt4cmdtqxycpayhu2z5zfs67gl3rtz7kifr6x42kqgx33vqq4.ipfs.nftstorage.link/553.png?ext=png,SOL
5268,Okay Bear #2097,Cream,Black Tee,Interested,Barrel Sunglasses,Grizzly,Bandana,Gah,0.1326,0.144,0.0426,0.0671,0.0383,0.0211,0.0424,0.0211,0.144,0.06972857142857142,149.9511617988416,5269,2097,gjh7AosB4GWqQ8Th5EskjUhCeRCzdszmZQuzW8ekgJF,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeif2cd5qd7ecgsdy64b67il2gd3r4c3wxoavhdnl2u2nos6pqltqhq.ipfs.nftstorage.link/2096.png?ext=png,SOL
5269,Okay Bear #3898,White,Woven Sweater,Spirited,,Andean,,Wheat,0.1265,0.0377,0.0217,0.062,0.0208,0.6672,0.2698,0.0208,0.6672,0.17224285714285714,149.92449210353465,5270,3898,HNSFFah7DiBgecvpHf2osAii21mjypwdWrxCp27AYrdq,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifo5lpswyc5zr6zx2ampy2ztg6c7izaiju3a7p2dtkjmg7jezjuma.ipfs.nftstorage.link/3897.png?ext=png,SOL
5270,Okay Bear #7821,White,Suede Jacket,Annoyed,,Albino,Visor,Huh,0.1265,0.0456,0.0344,0.1309,0.0202,0.6672,0.0309,0.0202,0.6672,0.1508142857142857,149.9103607485179,5271,7821,4CmPpC45EWardxMjsY85yA6yzPXMn7VDnLkek2exvEV7,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeif4xr7nifkqohvyl6lscemnp4ukinexbmpmzzv2bmvrgnv7lkzyry.ipfs.nftstorage.link/7820.png?ext=png,SOL
5271,Okay Bear #6595,Cream,Formal Vest,Disappointed,,Sun,Bandana,Okay,0.1326,0.0259,0.2305,0.094,0.0157,0.6672,0.0424,0.0157,0.6672,0.1726142857142857,149.90618354155225,5272,6595,D6GYhBG9TuvpA8L4mZdMjEYbRgx9p6LVYNNXnrovhAfy,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicdvultga7mkx2hinrtd7wrvvligc6blo4t2um4pordqbazz74ije.ipfs.nftstorage.link/6594.png?ext=png,SOL
5272,Okay Bear #2610,Blue,Overalls,Disappointed,Wayfarer Sunglasses,Dark Brown,Black Bucket Hat,Okay,0.1252,0.1268,0.2305,0.094,0.0139,0.0438,0.0412,0.0139,0.2305,0.09648571428571429,149.89568937645146,5273,2610,D5gDWtFWaihqDqcaS8WN2VkechSxQUhmWhiWy23wMFJt,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeih6vuqiv6ddbdpn4zvoin6lg4ljmtm2lp27j64mkuexwpjlseprhy.ipfs.nftstorage.link/2609.png?ext=png,SOL
5273,Okay Bear #7206,Purple,Vintage Shirt,Disappointed,Punk Sunglasses,Tan,Earrings,Clean Smile,0.1187,0.1413,0.0797,0.094,0.0275,0.0269,0.0266,0.0266,0.1413,0.07352857142857142,149.81943249749543,5274,7206,4xu52eJYWMRu7DZ46GDc4VUP6YsMhFPnAza5Gq7HaxsY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidyl2strbzvh6y6m6uqetappblqnb52vdgrxjki3xvq4wmzpzbcl4.ipfs.nftstorage.link/7205.png?ext=png,SOL
5274,Okay Bear #7356,Warm Grey,Golf Polo,Annoyed,,Grizzly,Runner Cap,Wheat,0.1227,0.144,0.0217,0.1309,0.02,0.6672,0.0339,0.02,0.6672,0.16291428571428573,149.81409844050816,5275,7356,79YwS1jQ6KcFvCXoarKAzXoN9pDC1KaD2XLV29xRRksi,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidbmr2lgmuicuqnm24aqaif3rwvrb4cd6l7ev4jj34cjrbjj75deq.ipfs.nftstorage.link/7355.png?ext=png,SOL
5275,Okay Bear #5511,Cream,Vintage Shirt,Happy,Wayfarer Sunglasses,Green,Runner Cap,Proud,0.1326,0.0456,0.0528,0.0788,0.0275,0.0438,0.0339,0.0275,0.1326,0.05928571428571428,149.79426362615328,5276,5511,BMsGQGTXiLcSgdNTcd3q5LAULWFPfBUVKbsoNV7Wg5fK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifm3gff6y4njfcaoeylnhny2ncv24wz5ukt7r2472vxfwxeysftoi.ipfs.nftstorage.link/5510.png?ext=png,SOL
5276,Okay Bear #6637,Grey,Olive Windbreaker,Annoyed,,Sun,Skate Cap,Oou,0.1261,0.0259,0.0271,0.1309,0.0256,0.6672,0.0551,0.0256,0.6672,0.15112857142857142,149.79016241954645,5277,6637,GaiMKNMJpu7nwNn7ZfG4B1DmgmBTMuJMqaswoWvxqA7E,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiev44sczxuj64au2iqmlahp4bx6ian72uvg4lb7spjq6tbg7nhha4.ipfs.nftstorage.link/6636.png?ext=png,SOL
5277,Okay Bear #6307,Blue,Autumn Sweater,Happy,Round Glasses,Dark Brown,Backwards Flat Cap,Okay,0.1252,0.1268,0.2305,0.0788,0.0175,0.0374,0.0303,0.0175,0.2305,0.09235714285714285,149.78653128971877,5278,6307,4pCGfyah8724GQcqSKctLjZUChkWEk6JkKCrcHLE21qT,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieulwzq24dq4muf4vle6coeiaxnrovcyeesjyxrpzdcxrnhrb732y.ipfs.nftstorage.link/6306.png?ext=png,SOL
5278,Okay Bear #2439,Grey,Puffer Jacket,Closed,,Polar,Runner Cap,Proud,0.1261,0.0641,0.0528,0.031,0.0227,0.6672,0.0339,0.0227,0.6672,0.14254285714285714,149.77848606536736,5279,2439,FHSddbaH8k5c1t4tZyWKS6qu9cnoxFCERrzWdNrZhbTY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibn3yeghfcbc7qwpjblsx32uv6so2f4ivvccuobvo5sv66kavrfny.ipfs.nftstorage.link/2438.png?ext=png,SOL
5279,Okay Bear #3114,Blue,Black Tee,Happy,,Panda,Baker Boy Hat,Huh,0.1252,0.039,0.0344,0.0788,0.0383,0.6672,0.0214,0.0214,0.6672,0.14347142857142856,149.72580235638165,5280,3114,45aHzZN3YCrgtv5GzTfafWLzC6Ro5MstPTnWt2JcszfJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeid6krsh4dhd2czttm4dqvzwyv5dmyhglgnxas6v6uh5s2en3mry64.ipfs.nftstorage.link/3113.png?ext=png,SOL
5280,Okay Bear #2348,Yellow,Okay Tee,Disappointed,Clear Glasses,Tan,Runner Cap,Hmm,0.1222,0.1413,0.0302,0.094,0.0273,0.0407,0.0339,0.0273,0.1413,0.06994285714285715,149.70991381835398,5281,2348,vCNvuc6RU99s4jwFxNh2ZDewRy9t5WDcR3vyFhSneSw,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicqznud66ydw2yhpszwz36vbmayn5bfqufizi3sg2jexwcnrid3me.ipfs.nftstorage.link/2347.png?ext=png,SOL
5281,Okay Bear #6757,Blue,Polo with Headphones,Disappointed,Clear Glasses,Grizzly,,Pouting,0.1252,0.144,0.1231,0.094,0.0114,0.0407,0.2698,0.0114,0.2698,0.11545714285714286,149.68921164944447,5282,6757,9QinQZ2VPov6rxM74k9p6pLffjV9yaJyDcxiWBQYAi8o,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifkbof7edswdfjwxgnnwuaw7tjzktjw35utt223ochwtc2z2rhcfy.ipfs.nftstorage.link/6756.png?ext=png,SOL
5282,Okay Bear #5592,Grey,Camel Coat,Interested,,Ginger,,Proud,0.1261,0.0606,0.0528,0.0671,0.0116,0.6672,0.2698,0.0116,0.6672,0.17931428571428573,149.68653461002202,5283,5592,f1MK7riaETXJNKiUTKjeCQ2rEZAqViHhV4oMdyjtGHJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig5ughgl4ejoaocotjd5ucjzczx2bg66klhc3sdl7kfrbpw7syy3e.ipfs.nftstorage.link/5591.png?ext=png,SOL
