,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
2904,Okay Bear #5597,White,,Tired,Circle Sunglasses,Dark Brown,Head Cam,Beaming Smile,0.1265,0.1268,0.0233,0.0454,0.1965,0.0282,0.0146,0.0146,0.1965,0.08018571428571428,189.77966244174115,2905,5597,H4Cu7jeGiGVD42t9ioMWNxFffhDBuov4aSfBRtRXSk6A,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeig5ughgl4ejoaocotjd5ucjzczx2bg66klhc3sdl7kfrbpw7syy3e.ipfs.nftstorage.link/5596.png?ext=png,SOL
2905,Okay Bear #9449,Warm Grey,Urban Hoodie,Happy,Round Glasses,Sand,,Beaming Smile,0.1227,0.0818,0.0233,0.0788,0.012,0.0374,0.2698,0.012,0.2698,0.0894,189.76145886049844,2906,9449,62ZdeC71U6gDoPvtE6yD7D6LwY8raXdc7S1s8SGJcJjY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifykysj4snt6grazpemjvzzp3ejnrn6r3hudfnhnjsv3eikcvznzi.ipfs.nftstorage.link/9448.png?ext=png,SOL
2906,Okay Bear #5552,Green,,Sad,Clear Glasses,Panda,,Drool,0.126,0.039,0.0097,0.0507,0.1965,0.0407,0.2698,0.0097,0.2698,0.10462857142857143,189.75971527624353,2907,5552,ByML9wPgD47kthENUsG5phtoaZCb7TT1ZTcqq3VaxUEs,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiflpier7pstzo64owrz3e6eiznwd22gaxlx6wa3bldflgndmo7ucm.ipfs.nftstorage.link/5551.png?ext=png,SOL
2907,Okay Bear #9305,Cream,Golf Polo,Okay,Wayfarer Sunglasses,Sand,,Ahh,0.1326,0.0818,0.0113,0.2023,0.02,0.0438,0.2698,0.0113,0.2698,0.10880000000000001,189.74264540829526,2908,9305,3qnsGtdHybyq8JSEo7SqNg2enH4xnqm9pN69mLs7dGH1,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidgop5bxjjqbgnxyrtcghctyxi3dkemxtk6c4gas3phwsil7yfaae.ipfs.nftstorage.link/9304.png?ext=png,SOL
2908,Okay Bear #904,Warm Grey,Urban Hoodie,Golden Glow,,Dark Brown,Beret,Okay,0.1227,0.1268,0.2305,0.0199,0.012,0.6672,0.0292,0.012,0.6672,0.1726142857142857,189.704755291799,2909,904,21NnMCYTMW6fYGifZdzEGTX6x8TpmD9pDGerbcChxYaS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifvfzzk32h4xfsy67fuasesiozkdawbjluk6hcmiwf6z7tctydr5y.ipfs.nftstorage.link/903.png?ext=png,SOL
2909,Okay Bear #5994,Warm Grey,Leather Jacket,Sad,,Sand,Beret,Oou,0.1227,0.0818,0.0271,0.0507,0.013,0.6672,0.0292,0.013,0.6672,0.1416714285714286,189.66758623168673,2910,5994,BhYJVNZ7vZcbXafznbDAmuU4kY9D2ydMQwMSGQi9Kjfo,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiattngzarm3ukxxbxfv26a7rd5kfsy5rewbpl4ctdvyk6fwh2axaq.ipfs.nftstorage.link/5993.png?ext=png,SOL
2910,Okay Bear #7517,Cream,Striped Tee,Interested,Round Glasses,Red Panda,Backwards Skate Cap,Huh,0.1326,0.0276,0.0344,0.0671,0.0357,0.0374,0.0212,0.0212,0.1326,0.05085714285714286,189.66524300375886,2911,7517,9PR2osHkFG7mkpPdg2HH8Jwq2t2R6kCAbQdKnCkVhYcs,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiclnridjpablpz2xdvtpw3la7akagpnrz5i2m7c3vs7vytlzwxvtq.ipfs.nftstorage.link/7516.png?ext=png,SOL
2911,Okay Bear #8366,Warm Grey,,Disappointed,,Red Panda,Flat Cap,Wheat,0.1227,0.0276,0.0217,0.094,0.1965,0.6672,0.0122,0.0122,0.6672,0.16312857142857146,189.6581630874307,2912,8366,Cu1o5m4y89FoqDUNuo4A9EagEN8vdTm2XuerJnQsEGKk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigsq353ysiqkiutuyt6vpyyq5bnljd25ool3757ex5mrqaybcmvhq.ipfs.nftstorage.link/8365.png?ext=png,SOL
2912,Okay Bear #4605,Green,Sleeveless Tee,Okay,,Panda,Sweatband,Toothpick,0.126,0.039,0.0116,0.2023,0.0286,0.6672,0.0352,0.0116,0.6672,0.15855714285714284,189.60051069469728,2913,4605,FHjLycetgTPZ9w5DaUH2x1WNVUey9iLtEqBV2MdpXxhH,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiftdsew6qc3cswplkocczi2tz5vhstcb76gblrfydvaoap65pz44y.ipfs.nftstorage.link/4604.png?ext=png,SOL
2913,Okay Bear #5691,Blue,Black Tee,Okay,Aviator Sunglasses,Grizzly,Skate Cap,Grimace,0.1252,0.144,0.0099,0.2023,0.0383,0.0409,0.0551,0.0099,0.2023,0.08795714285714287,189.5932782856134,2914,5691,GGUmPivzkNsZsH2qfko2xCzepYqom86T3MH7n4V9sPXs,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibrumzlxuai3rs6sdafq24faaggprot5e7sdluolefveb576lnpnq.ipfs.nftstorage.link/5690.png?ext=png,SOL
2914,Okay Bear #7929,Grey,Hoodie with Headphones,White Glow,,Pink,Surf Bucket Hat,Pouting,0.1261,0.0426,0.1231,0.0341,0.0227,0.6672,0.0133,0.0133,0.6672,0.14701428571428574,189.59301688427692,2915,7929,6C1FCYyg7ofzymRgeA3XESCnAAdsdxkhVghfmCmA8DAH,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiey7bbgoqrir3sq2fiqjltlrrrm35r24752fthcz2nrubjh2wcnzm.ipfs.nftstorage.link/7928.png?ext=png,SOL
2915,Okay Bear #9819,Purple,Urban Hoodie,Happy,Round Glasses,Sand,Army Hat,Okay,0.1187,0.0818,0.2305,0.0788,0.012,0.0374,0.0239,0.012,0.2305,0.08330000000000001,189.59059426256135,2916,9819,CwRtXbiwHYsE5JBR9HoN6dWb6CZpwwuzNVs86LFPAvcm,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihs27vxji4cs5wjquzl5ybmfbmnt6amazwspns3gcht6nyorpzh34.ipfs.nftstorage.link/9818.png?ext=png,SOL
2916,Okay Bear #2726,White,Legacy Windbreaker,Wide Eyed,,Grizzly,Sticky Note,Okay,0.1265,0.144,0.2305,0.026,0.0115,0.6672,0.023,0.0115,0.6672,0.17552857142857142,189.58309960775838,2917,2726,FeahZVwrxVgh2FVVU9spgUByH1PCGQKLrumQiavKJypp,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiaqmsdlddev7gnsjldzmarpqen6l2hgdg4krxveb2vfpif6kwacle.ipfs.nftstorage.link/2725.png?ext=png,SOL
2917,Okay Bear #9404,Purple,Black Tee,Annoyed,Clear Glasses,Grizzly,Head Cam,Sneer,0.1187,0.144,0.0211,0.1309,0.0383,0.0407,0.0146,0.0146,0.144,0.07261428571428571,189.5746644383563,2918,9404,GjobDXPHRoTkj2SMrWoJywK8wiNnbjvZXXdEePrPDe1L,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib2ggvpvwlsn3bdquf44lv5r7lztsg6kxsretpsstlqglb3yzbjse.ipfs.nftstorage.link/9403.png?ext=png,SOL
2918,Okay Bear #5162,Green,Black Tee,Disappointed,,Dark Brown,Flat Hat,Grimace,0.126,0.1268,0.0099,0.094,0.0383,0.6672,0.029,0.0099,0.6672,0.15588571428571427,189.56256230451447,2919,5162,9DkrUbegMh1a3V2mF4ihjDwamy9MVXdntJEFRN2B6HS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiagyjfchncgmvgb4giq3jhoobxq76fpmpklbip4vvlgna7qcoiqnu.ipfs.nftstorage.link/5161.png?ext=png,SOL
2919,Okay Bear #2462,Grey,Leather Jacket,Annoyed,,Black,Worn Out Beanie,Oou,0.1261,0.0495,0.0271,0.1309,0.013,0.6672,0.026,0.013,0.6672,0.14854285714285714,189.55543906946465,2920,2462,DxBEz1UG4B7BndBP5vG3MMAvsvg8CXk5J7W72NJhhLBP,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeidcpoju6k6qgxea2zqqmv7xhw4t3kayhz75vdftqpbd7k3ocgggrq.ipfs.nftstorage.link/2461.png?ext=png,SOL
2920,Okay Bear #623,Warm Grey,Formal Vest,Happy,,Andean,Worn Out Cap,Ohh,0.1227,0.0377,0.0243,0.0788,0.0157,0.6672,0.0279,0.0157,0.6672,0.13918571428571427,189.55313927559686,2921,623,A6J71FPZLzgDuyRRG2vqi9CDipxf1fUED7LRc3Vobtb2,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib7a7tbordgtmtnqhctbrf6fvwooawnjwsz64eldym7rhps5e5qqa.ipfs.nftstorage.link/622.png?ext=png,SOL
2921,Okay Bear #5405,Blue,Tech Jacket,Interested,Round Glasses,Grizzly,,Hmm,0.1252,0.144,0.0302,0.0671,0.0104,0.0374,0.2698,0.0104,0.2698,0.09772857142857141,189.54564062034407,2922,5405,HGeFTyTcPQJ9updSvGFfGeGzXiEJqair4HDCRgdsPfg7,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifrj7aw2ldi6uccqcjmogwl3q3ruq35hjhsb7e4fxzx5dhusfwwjm.ipfs.nftstorage.link/5404.png?ext=png,SOL
2922,Okay Bear #8468,White,Double Jacket,Tired,Barrel Sunglasses,Grizzly,Black Bucket Hat,Ohh,0.1265,0.144,0.0243,0.0454,0.0251,0.0211,0.0412,0.0211,0.144,0.061085714285714285,189.534124916216,2923,8468,4qU8Wo9R1Q2LrGVj6n6BpTNeDMFeykhbWaneoR9v6cpc,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibhvvxd23d5zrir7wqx34z3x7wvwzwnc4t7yuhzuoyxfvddpo3nem.ipfs.nftstorage.link/8467.png?ext=png,SOL
2923,Okay Bear #1530,Cream,Woven Sweater,Happy,,Grizzly,Black Bucket Hat,Ahh,0.1326,0.144,0.0113,0.0788,0.0208,0.6672,0.0412,0.0113,0.6672,0.15655714285714284,189.51942182169594,2924,1530,7ithHc4ZiMUzrbNhRRtK6niuf6BBUkHWf6wCs86n4txg,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifhz6o5erb2ns2h4qo34n7kvm7373zbssj3sbogb6tjzhcm5nn6ua.ipfs.nftstorage.link/1529.png?ext=png,SOL
2924,Okay Bear #9818,Grey,Black Tee,Tired,Snow Goggles,Red Panda,,Wry,0.1261,0.0276,0.0922,0.0454,0.0383,0.0121,0.2698,0.0121,0.2698,0.08735714285714284,189.49525477186117,2925,9818,J6Esfy7znL5GppV53GmhEQLD6cQRtdoELTCUaJWREPfr,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihs27vxji4cs5wjquzl5ybmfbmnt6amazwspns3gcht6nyorpzh34.ipfs.nftstorage.link/9817.png?ext=png,SOL
2925,Okay Bear #8305,Purple,Denim Jacket,Spirited,,Grizzly,Worn Out Beanie,Pouting,0.1187,0.144,0.1231,0.062,0.0091,0.6672,0.026,0.0091,0.6672,0.16429999999999997,189.47200269298892,2926,8305,EHo5UEX9Ef49yyQ26PzaEgwDMVyMLmKzQZuffSzjaiRt,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiehctqg7mdgq7v4tvdymatuytd2h25w2xmdetym4xrwk6eolixr5m.ipfs.nftstorage.link/8304.png?ext=png,SOL
2926,Okay Bear #9467,Green,Coat with Headphones,Sad,,Andean,,Proud,0.126,0.0377,0.0528,0.0507,0.009,0.6672,0.2698,0.009,0.6672,0.17331428571428573,189.44132798459538,2927,9467,4WvATSp7qfHLszPBrL4Ubwx1seQecwqh8p3pMahbTLzT,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieqnkkgjbz4n4npvw6blwwl3ahmzcd3ithsgbyy7jm57cuqkfnoom.ipfs.nftstorage.link/9466.png?ext=png,SOL
2927,Okay Bear #7679,Blue,Tweed Suit,Okay,,Polar,Okay Beanie,Clean Smile,0.1252,0.0641,0.0797,0.2023,0.0088,0.6672,0.0301,0.0088,0.6672,0.1682,189.43580560495982,2928,7679,3ke7ySVTbsikoM8XpC7TQBWmhUBy4MzkGKHdgxiEnmjD,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeienoi47lwkv4blphuoj6yj52xp6fujgc2l7dlxsyxluyz6kcirqp4.ipfs.nftstorage.link/7678.png?ext=png,SOL
2928,Okay Bear #9689,Warm Grey,Polo with Headphones,Annoyed,Holographic,Polar,,Pouting,0.1227,0.0641,0.1231,0.1309,0.0114,0.0171,0.2698,0.0114,0.2698,0.10558571428571428,189.41875915838338,2929,9689,J4Xc9KnrG6LXf9vVVe1XyfzXm4QDjVpRbgEJpXUJ9KVH,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifths76zoadhkmzhpxq4unhprahky3tamcrubwrvunqv27eut736u.ipfs.nftstorage.link/9688.png?ext=png,SOL
2929,Okay Bear #3588,Grey,Sleeveless Tee,Tired,,Tan,Classic Cap,Forced Smile,0.1261,0.1413,0.0116,0.0454,0.0286,0.6672,0.0337,0.0116,0.6672,0.15055714285714286,189.37810964938816,2930,3588,iGcQhqEi9Ps8oDJLNZZk3iNPX41nGGhozUBEDmLPGn5,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiavtgc3udpdx7vxoakjy32tz57iy5shfeu54lxzy7shcn2ya4jkou.ipfs.nftstorage.link/3587.png?ext=png,SOL
2930,Okay Bear #1689,Yellow,Vintage Shirt,Sarcastic,Round Glasses,Lofi,Okay Beanie,Gah,0.1222,0.0196,0.0426,0.0965,0.0275,0.0374,0.0301,0.0196,0.1222,0.05370000000000001,189.36478256338688,2931,1689,Bo6JhDsf9LvDhW8FZhemP5SDh5x7457Q7Hk2Fj6xLR6t,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifq6cosa3nf7ixn3bnip6f6gykwljwwdeoxvtligk5r6owpsaldve.ipfs.nftstorage.link/1688.png?ext=png,SOL
2931,Okay Bear #4484,Green,Torn Tee,Okay,,Dark Brown,Army Hat,Huh,0.126,0.1268,0.0344,0.2023,0.0104,0.6672,0.0239,0.0104,0.6672,0.17014285714285715,189.32951573885896,2932,4484,AKDKPp9ErqRVtgdkgW2YVohJitfDnwLkqe17DWtjttFk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihfxg23r2riyywc7t5uxst7wwzx3ql4ul7snatwzxz34geqv3drly.ipfs.nftstorage.link/4483.png?ext=png,SOL
2932,Okay Bear #3703,Blue,Loose Overalls,Okay,,Dark Brown,Sticky Note,Toothpick,0.1252,0.1268,0.0116,0.2023,0.0268,0.6672,0.023,0.0116,0.6672,0.16898571428571427,189.3142007269386,2933,3703,DFd7VRn7Swh32qRG2pzGpHxv8mkPPaWhad9YaVSa6yPJ,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibdktefbadhcttkm3cqp5ghb26utngxpolkvfgu3nmcfpgk4d2fem.ipfs.nftstorage.link/3702.png?ext=png,SOL
2933,Okay Bear #4166,Green,Sling Pack,Sad,,Dark Brown,,Drool,0.126,0.1268,0.0097,0.0507,0.022,0.6672,0.2698,0.0097,0.6672,0.18174285714285718,189.29938828602866,2934,4166,4hVeRApme5zY99hnJtk82hLjrn4Ro4u8v1d5CRUtL2p8,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeieidboq6gekyykmfwlewz3urrvmurwai75oxe5223tcidytwlh5fm.ipfs.nftstorage.link/4165.png?ext=png,SOL
2934,Okay Bear #2336,Blue,Urban Hoodie,Disappointed,,Tan,Army Hat,Oou,0.1252,0.1413,0.0271,0.094,0.012,0.6672,0.0239,0.012,0.6672,0.15581428571428574,189.27616663508377,2935,2336,BRUxJV4XNyGjVvdp1MT7W6BtrRZpSTX1t3tE5BQzB5G6,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiatt4tknzckozra7f46ouwvcoig66fhmti6ueknpmnijda2vwt3mm.ipfs.nftstorage.link/2335.png?ext=png,SOL
2935,Okay Bear #5261,Grey,Loose Overalls,White Glow,Snow Goggles,Black,,Pouting,0.1261,0.0495,0.1231,0.0341,0.0268,0.0121,0.2698,0.0121,0.2698,0.09164285714285714,189.24573451901338,2936,5261,7n75FzBvJ1V8JFvR98sCos4nfiaEEm5ECjbrVNGnhYnD,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifomfjtv4nkiddyv5lzl4l6nxjsmxkezhfkr2hlh5xamwnuyxozee.ipfs.nftstorage.link/5260.png?ext=png,SOL
2936,Okay Bear #2432,Blue,Travel Coat,Tired,,Ginger,Classic Cap,Clean Smile,0.1252,0.0606,0.0797,0.0454,0.0101,0.6672,0.0337,0.0101,0.6672,0.1459857142857143,189.24464622705608,2937,2432,5WHrAxwKiTxHqBsYxZiBZ42Tp7t9hrxdvPj4fNnBeZLS,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibn3yeghfcbc7qwpjblsx32uv6so2f4ivvccuobvo5sv66kavrfny.ipfs.nftstorage.link/2431.png?ext=png,SOL
2937,Okay Bear #8105,Green,Leather Jacket,Sarcastic,,Pink,Worn Out Cap,Hmm,0.126,0.0426,0.0302,0.0965,0.013,0.6672,0.0279,0.013,0.6672,0.14334285714285716,189.15013521135845,2938,8105,Hw7oK8JDfGm7rtGNhtocdAUZoVsC2FtE88A8RSfoodyR,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiflois4wmt4sz6ivbhg53lpp27mb3ou72o2swzgg4evqkdg7pska4.ipfs.nftstorage.link/8104.png?ext=png,SOL
2938,Okay Bear #9794,Purple,Hoodie with Headphones,Defeated,Wayfarer Sunglasses,Grizzly,Baker Boy Hat,Ohh,0.1187,0.144,0.0243,0.0526,0.0227,0.0438,0.0214,0.0214,0.144,0.06107142857142856,189.14560012159518,2939,9794,9UJGtLez34vS2VTXsGxfLKggGRoze4UN9fmQget61kWV,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeibegquqqwogxgzxie3rsvwv3lm4y27cfhxsv5v22roe7w3wvqqpfu.ipfs.nftstorage.link/9793.png?ext=png,SOL
2939,Okay Bear #5992,Purple,Hawaiian Shirt,Wide Eyed,Barrel Sunglasses,Grizzly,Bandana,Pouting,0.1187,0.144,0.1231,0.026,0.0178,0.0211,0.0424,0.0178,0.144,0.07044285714285714,189.11210545576807,2940,5992,5J2wDawZSPqpFT7ngfy51C3Zk5Mm3HxqmVsoqzsGKudd,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiattngzarm3ukxxbxfv26a7rd5kfsy5rewbpl4ctdvyk6fwh2axaq.ipfs.nftstorage.link/5991.png?ext=png,SOL
2940,Okay Bear #6158,Grey,Faded Denim Jacket,Sarcastic,Punk Sunglasses,Red Panda,Backwards Flat Cap,Clean Smile,0.1261,0.0276,0.0797,0.0965,0.0193,0.0269,0.0303,0.0193,0.1261,0.05805714285714285,189.06333693939592,2941,6158,St6LMsg6CWWay4w4ARx4JKEe7dEhtUYhXiX3MekQgtK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeifcdpufpkqowoj2hhw5pzy423qfrvdmsgb35hpchnvf5na57urm4q.ipfs.nftstorage.link/6157.png?ext=png,SOL
2941,Okay Bear #1213,Cream,Overalls,Sad,Punk Sunglasses,Albino,Pencil,Okay,0.1326,0.0456,0.2305,0.0507,0.0139,0.0269,0.0379,0.0139,0.2305,0.07687142857142859,189.0359548699181,2942,1213,BZYugDMNsrVCPpACsJnzHQZubrmBpSLzsqPHm4i8Lqt5,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeib7p54gpzzdejgconzqyjtulh2vi7utocsdd7wra3i7fcraa2ky3u.ipfs.nftstorage.link/1212.png?ext=png,SOL
2942,Okay Bear #418,Blue,Lumber Jacket,Tired,,Red Panda,,Oou,0.1252,0.0276,0.0271,0.0454,0.0124,0.6672,0.2698,0.0124,0.6672,0.16781428571428572,188.99631669820792,2943,418,H6dvFvCbjybUsBGe21Qv1nvGwd6p2CcfZiELptRcPYJ7,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihftztmphjx3tf6ah6uysdasuz5j7f54wbg5skzxs2xa27y24xl34.ipfs.nftstorage.link/417.png?ext=png,SOL
2943,Okay Bear #1545,Blue,Okay Tee,Happy,Flying Goggles,Tan,,Ugh,0.1252,0.1413,0.0151,0.0788,0.0273,0.0183,0.2698,0.0151,0.2698,0.09654285714285714,188.9611767701018,2944,1545,3CqnfQbFuhFtyvYSkzVEXyNzBTcHBRTK1k7849XQphwK,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeie76clfcfh66hcgbcbjs2irasxah3txpv2vb6tl6joa37vzbdrbuu.ipfs.nftstorage.link/1544.png?ext=png,SOL
2944,Okay Bear #437,White,Sleeveless Tee,Okay,,Black,Okay Beanie,Toothpick,0.1265,0.0495,0.0116,0.2023,0.0286,0.6672,0.0301,0.0116,0.6672,0.15940000000000001,188.9436361121402,2945,437,7wbWZCTfKLnLn96PRAtCSqRf9BmGyoBjHxQWy2X1zdRY,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeia3cyxzvt7ykap5wk6oajlx6goh4tajtevvjlwp66vsutg46mc62q.ipfs.nftstorage.link/436.png?ext=png,SOL
2945,Okay Bear #2814,Yellow,Tech Jacket,Tired,Aviator Sunglasses,Polar,Skate Cap,Okay,0.1222,0.0641,0.2305,0.0454,0.0104,0.0409,0.0551,0.0104,0.2305,0.08122857142857144,188.90130082373156,2946,2814,83XtSmMrQE1R9zSsmwyB4RjexhskN5nkdCvXFvvwKjPg,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeicz2m436seirnc4nhnid3lntncb4dhnjxrv5xozgphcsdfj7y4wmu.ipfs.nftstorage.link/2813.png?ext=png,SOL
2946,Okay Bear #8164,Green,Hooded Cardigan,Defeated,Clear Glasses,Albino,Black Bucket Hat,Huh,0.126,0.0456,0.0344,0.0526,0.0161,0.0407,0.0412,0.0161,0.126,0.050942857142857144,188.90117725633314,2947,8164,5wUzwjWVY19MauTBEWGvCrWznuMTsHV1rXxh9gkmE1nk,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeia6n2enemoehtuykfuvofpglcdh6kxlccsudtaaelpxcefhdyqcqa.ipfs.nftstorage.link/8163.png?ext=png,SOL
2947,Okay Bear #4077,Green,Olive Windbreaker,Annoyed,,Polar,Skate Cap,Bubble Gum,0.126,0.0641,0.0101,0.1309,0.0256,0.6672,0.0551,0.0101,0.6672,0.15414285714285714,188.89657364160462,2948,4077,2kXgvbMJGsCmCJBp6sfDqxELBbWzHGStmFeuYZ19fMmf,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeigcznmv2vdyisftaxpohpmouve5nklntrm7ibe4qg2cy45cnmkv54.ipfs.nftstorage.link/4076.png?ext=png,SOL
2948,Okay Bear #3802,Grey,Striped Tee,Okay,,Dark Brown,Earrings,Grimace,0.1261,0.1268,0.0099,0.2023,0.0357,0.6672,0.0266,0.0099,0.6672,0.17065714285714287,188.87389459262482,2949,3802,DjjvKEbeoDZXhifgDCyPyH3NnKrmgNcj4VGBKNPW64yE,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiamdlcbd3efau24hmnonk46x7tt7srxlvmz6e3t2aggho2bnjeziu.ipfs.nftstorage.link/3801.png?ext=png,SOL
2949,Okay Bear #2669,White,Loose Overalls,White Glow,,Tan,,Yum,0.1265,0.1413,0.0098,0.0341,0.0268,0.6672,0.2698,0.0098,0.6672,0.18221428571428572,188.8672917147343,2950,2669,4TcEvysvhyyqRAVmN2G64Tzk2RUXFKNhtgqNFvNBwurr,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeida6ibn5gda4v4ramj7aeksdcoghblggyasp473nzgdow64a2mtoi.ipfs.nftstorage.link/2668.png?ext=png,SOL
2950,Okay Bear #4518,Green,Black Tee,Sarcastic,,Dark Brown,Backwards Flat Cap,Yum,0.126,0.1268,0.0098,0.0965,0.0383,0.6672,0.0303,0.0098,0.6672,0.1564142857142857,188.83821575846514,2951,4518,HbEJvrFQ5rN3DJhLqTMzn5g42Zm1trqq8huqnonEce3x,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeihakns6mpurtif4ajkg4u7ug32mvanugmu2elnompu2ogkkkoq5w4.ipfs.nftstorage.link/4517.png?ext=png,SOL
2951,Okay Bear #3382,Grey,Scarf,Okay,Round Glasses,Polar,Ear Tag,Okay,0.1261,0.0641,0.2305,0.2023,0.013,0.0374,0.0191,0.013,0.2305,0.09892857142857144,188.82945244667323,2952,3382,2yLo7iPVSgiqoJjp6EDe2f5oLaibE9vtvUthtmNwrigq,7ttWYWpc9H9NUQnEaH64qWLwXcHMYwFBu1WrtwjyAHC3,Okay Bears,https://bafybeiaf3xea5l4zyknck43h4fznaxfzysxvbh66dwwknhtjdxcu64hmqa.ipfs.nftstorage.link/3381.png?ext=png,SOL
