name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #1147,0.1222,0.1268,0.2305,0.0965,0.0286,0.6672,0.0146,0.0146,0.6672,0.18377142857142856,135.72781709052023,6298
Okay Bear #9977,0.1326,0.1413,0.022,0.2023,0.0286,0.6672,0.0292,0.022,0.6672,0.17474285714285712,135.72672941817592,6299
Okay Bear #118,0.1222,0.1413,0.0302,0.1309,0.0275,0.6672,0.0239,0.0239,0.6672,0.16331428571428572,135.71589058330073,6300
Okay Bear #1946,0.1252,0.0818,0.1231,0.2023,0.015,0.6672,0.0292,0.015,0.6672,0.17768571428571425,135.69083287112704,6301
Okay Bear #5746,0.1227,0.0606,0.2305,0.0965,0.0275,0.0374,0.0301,0.0275,0.2305,0.08647142857142857,135.67689414986575,6302
Okay Bear #712,0.1187,0.1413,0.0797,0.2023,0.0161,0.6672,0.0256,0.0161,0.6672,0.17870000000000003,135.66504804307124,6303
Okay Bear #8169,0.1227,0.144,0.1231,0.2023,0.022,0.0409,0.0266,0.022,0.2023,0.09737142857142857,135.65944244238298,6304
Okay Bear #3952,0.126,0.1268,0.0426,0.2023,0.0208,0.6672,0.0239,0.0208,0.6672,0.17280000000000004,135.65700362383126,6305
Okay Bear #4206,0.1252,0.0495,0.0922,0.1309,0.0204,0.6672,0.026,0.0204,0.6672,0.15877142857142856,135.65459430215378,6306
Okay Bear #5233,0.1261,0.0818,0.0302,0.062,0.0315,0.6672,0.0303,0.0302,0.6672,0.14701428571428574,135.64490106590557,6307
Okay Bear #6902,0.1261,0.1268,0.022,0.0341,0.0251,0.6672,0.2698,0.022,0.6672,0.1815857142857143,135.6425957291153,6308
Okay Bear #438,0.1265,0.144,0.2305,0.0526,0.0273,0.032,0.0339,0.0273,0.2305,0.09240000000000001,135.57794612618105,6309
Okay Bear #878,0.1227,0.0606,0.0426,0.1309,0.0227,0.6672,0.0292,0.0227,0.6672,0.15369999999999998,135.56344696092313,6310
Okay Bear #6147,0.1222,0.0818,0.2305,0.031,0.0227,0.6672,0.0303,0.0227,0.6672,0.16938571428571428,135.55966896639634,6311
Okay Bear #4433,0.1222,0.1268,0.0426,0.0454,0.0273,0.6672,0.0279,0.0273,0.6672,0.15134285714285714,135.54148300477357,6312
Okay Bear #7181,0.1252,0.039,0.1231,0.0526,0.0383,0.6672,0.0212,0.0212,0.6672,0.15237142857142857,135.54140263490729,6313
Okay Bear #2650,0.1222,0.144,0.2305,0.1309,0.012,0.6672,0.0424,0.012,0.6672,0.19274285714285713,135.52260465108577,6314
Okay Bear #2758,0.1252,0.144,0.2305,0.0454,0.0273,0.0407,0.0303,0.0273,0.2305,0.09191428571428571,135.49985293381093,6315
Okay Bear #133,0.1326,0.144,0.2305,0.0671,0.0273,0.0282,0.0337,0.0273,0.2305,0.09477142857142858,135.4920670676012,6316
Okay Bear #5183,0.1227,0.0377,0.2305,0.0507,0.1965,0.0211,0.0412,0.0211,0.2305,0.10005714285714287,135.49168697411122,6317
Okay Bear #8324,0.1222,0.0426,0.0233,0.2023,0.0197,0.6672,0.2698,0.0197,0.6672,0.19244285714285714,135.48576462778098,6318
Okay Bear #4970,0.1261,0.0495,0.2305,0.094,0.0204,0.6672,0.0239,0.0204,0.6672,0.1730857142857143,135.46833997053827,6319
Okay Bear #9234,0.1252,0.0259,0.0302,0.0671,0.1965,0.6672,0.0292,0.0259,0.6672,0.16304285714285713,135.44740632187933,6320
Okay Bear #843,0.1222,0.144,0.0344,0.0788,0.0227,0.6672,0.0303,0.0227,0.6672,0.15708571428571427,135.4428379972896,6321
Okay Bear #57,0.1227,0.1413,0.0344,0.0965,0.1965,0.0269,0.026,0.026,0.1965,0.09204285714285716,135.38488000298753,6322
Okay Bear #6356,0.1261,0.144,0.2305,0.1309,0.0124,0.6672,0.0379,0.0124,0.6672,0.19271428571428575,135.38165928223862,6323
Okay Bear #5816,0.1227,0.1413,0.0302,0.0507,0.0161,0.6672,0.2698,0.0161,0.6672,0.18542857142857144,135.38060016758968,6324
Okay Bear #8450,0.1187,0.1413,0.0797,0.0671,0.0383,0.0409,0.0239,0.0239,0.1413,0.07284285714285714,135.35246427587373,6325
Okay Bear #3993,0.1265,0.1413,0.0344,0.2023,0.015,0.6672,0.0551,0.015,0.6672,0.1774,135.30948830154315,6326
Okay Bear #7094,0.1261,0.144,0.0302,0.0526,0.0268,0.6672,0.0339,0.0268,0.6672,0.1544,135.3094070545888,6327
Okay Bear #5982,0.1252,0.0818,0.0253,0.094,0.0251,0.6672,0.0424,0.0251,0.6672,0.1515714285714286,135.3004929643443,6328
Okay Bear #2044,0.1227,0.0456,0.2305,0.1309,0.1965,0.0171,0.0337,0.0171,0.2305,0.111,135.29977920202555,6329
Okay Bear #8763,0.1326,0.0641,0.1231,0.1309,0.0227,0.0438,0.0339,0.0227,0.1326,0.07872857142857144,135.28743714507084,6330
Okay Bear #5489,0.1222,0.1413,0.0344,0.0507,0.022,0.6672,0.0412,0.022,0.6672,0.15414285714285714,135.27927128429383,6331
Okay Bear #7117,0.1252,0.0495,0.0922,0.0526,0.0383,0.0211,0.2698,0.0211,0.2698,0.09267142857142859,135.25610920319477,6332
Okay Bear #3179,0.126,0.1268,0.0797,0.094,0.0315,0.032,0.0301,0.0301,0.1268,0.0743,135.22691569114755,6333
Okay Bear #7961,0.126,0.0158,0.2305,0.2023,0.0202,0.6672,0.2698,0.0158,0.6672,0.21882857142857143,135.21939637894937,6334
Okay Bear #6885,0.1252,0.1268,0.0302,0.0965,0.0286,0.0269,0.2698,0.0269,0.2698,0.10057142857142856,135.19513823676144,6335
Okay Bear #4861,0.1265,0.0606,0.2305,0.1309,0.0178,0.0409,0.0551,0.0178,0.2305,0.09461428571428573,135.1630760611779,6336
Okay Bear #3419,0.1261,0.0495,0.0922,0.1309,0.012,0.6672,0.2698,0.012,0.6672,0.19252857142857144,135.15622422095385,6337
Okay Bear #3786,0.126,0.1413,0.0302,0.0788,0.0383,0.6672,0.0214,0.0214,0.6672,0.1576,135.15402037927873,6338
Okay Bear #2742,0.1265,0.0456,0.0426,0.2023,0.0193,0.6672,0.0424,0.0193,0.6672,0.16369999999999998,135.14947315936203,6339
Okay Bear #4475,0.1326,0.0818,0.0797,0.0526,0.0208,0.6672,0.0292,0.0208,0.6672,0.15198571428571425,135.14717467065788,6340
Okay Bear #5661,0.1261,0.1268,0.0426,0.2023,0.0193,0.6672,0.0266,0.0193,0.6672,0.17298571428571427,135.14023900707764,6341
Okay Bear #4589,0.126,0.0377,0.2305,0.1309,0.1965,0.032,0.0191,0.0191,0.2305,0.1103857142857143,135.1346005401329,6342
Okay Bear #4935,0.1261,0.0495,0.0344,0.1309,0.1965,0.0374,0.026,0.026,0.1965,0.08582857142857143,135.12998606393705,6343
Okay Bear #4721,0.126,0.0456,0.0217,0.2023,0.0204,0.6672,0.2698,0.0204,0.6672,0.1932857142857143,135.11729356276382,6344
Okay Bear #349,0.1222,0.1413,0.0528,0.0199,0.022,0.6672,0.2698,0.0199,0.6672,0.18502857142857146,135.11089274697383,6345
Okay Bear #5112,0.126,0.0259,0.2305,0.2023,0.0208,0.6672,0.0337,0.0208,0.6672,0.18662857142857142,135.0774096131606,6346
Okay Bear #7244,0.1187,0.1413,0.0426,0.2023,0.0227,0.0438,0.0412,0.0227,0.2023,0.08751428571428573,135.07483112707556,6347
Okay Bear #7751,0.1261,0.144,0.1231,0.1309,0.0178,0.6672,0.0214,0.0178,0.6672,0.1757857142857143,135.04510301519016,6348
Okay Bear #7076,0.1252,0.0641,0.1231,0.2023,0.0155,0.6672,0.0309,0.0155,0.6672,0.17547142857142856,135.03186459083364,6349
Okay Bear #5588,0.1227,0.0456,0.2305,0.0671,0.0193,0.6672,0.0309,0.0193,0.6672,0.16904285714285713,134.99604027151037,6350
Okay Bear #8655,0.1252,0.0641,0.0922,0.0965,0.0357,0.0171,0.2698,0.0171,0.2698,0.10008571428571429,134.99371162476015,6351
Okay Bear #7227,0.1326,0.039,0.0922,0.0526,0.0227,0.6672,0.0379,0.0227,0.6672,0.14917142857142857,134.97678626942343,6352
Okay Bear #9858,0.1261,0.0495,0.0302,0.094,0.0268,0.6672,0.0412,0.0268,0.6672,0.14785714285714285,134.96719342684636,6353
Okay Bear #9786,0.1326,0.1413,0.0922,0.2023,0.0286,0.0438,0.0214,0.0214,0.2023,0.09459999999999999,134.93281683767503,6354
Okay Bear #4568,0.1222,0.1268,0.1231,0.094,0.0139,0.0409,0.2698,0.0139,0.2698,0.11295714285714285,134.93028912273056,6355
Okay Bear #322,0.126,0.0377,0.0797,0.0526,0.0157,0.6672,0.2698,0.0157,0.6672,0.1783857142857143,134.9196828593192,6356
Okay Bear #4918,0.1252,0.0606,0.0922,0.2023,0.0229,0.0407,0.0379,0.0229,0.2023,0.08311428571428572,134.9013824443708,6357
Okay Bear #6114,0.1227,0.0818,0.0797,0.0454,0.0286,0.6672,0.023,0.023,0.6672,0.14977142857142858,134.89047808031478,6358
Okay Bear #1239,0.1326,0.0818,0.2305,0.1309,0.0139,0.6672,0.0337,0.0139,0.6672,0.18437142857142857,134.8590687099197,6359
Okay Bear #4742,0.1265,0.144,0.0797,0.0454,0.0175,0.0407,0.2698,0.0175,0.2698,0.10337142857142857,134.84239687986536,6360
Okay Bear #3820,0.1187,0.1268,0.2305,0.0454,0.0115,0.6672,0.2698,0.0115,0.6672,0.20998571428571428,134.83763359473494,6361
Okay Bear #6663,0.1265,0.1268,0.2305,0.0507,0.0273,0.0183,0.2698,0.0183,0.2698,0.1214142857142857,134.8351289376412,6362
Okay Bear #7823,0.126,0.1413,0.0797,0.0199,0.0193,0.6672,0.2698,0.0193,0.6672,0.1890285714285714,134.83067817939747,6363
Okay Bear #5517,0.1222,0.0456,0.1231,0.2023,0.0175,0.6672,0.0303,0.0175,0.6672,0.1726,134.82471962934477,6364
Okay Bear #7022,0.126,0.0456,0.2305,0.0526,0.0273,0.6672,0.023,0.023,0.6672,0.16745714285714283,134.82323259477863,6365
Okay Bear #773,0.1326,0.0456,0.2305,0.0788,0.0175,0.6672,0.0337,0.0175,0.6672,0.1722714285714286,134.8153014215332,6366
Okay Bear #651,0.1222,0.1268,0.1231,0.062,0.0202,0.6672,0.023,0.0202,0.6672,0.16349999999999998,134.8042628168796,6367
Okay Bear #8907,0.1326,0.0456,0.1231,0.094,0.0193,0.6672,0.0301,0.0193,0.6672,0.15884285714285712,134.76794123549786,6368
Okay Bear #8531,0.1326,0.0606,0.2305,0.0507,0.0227,0.0409,0.0551,0.0227,0.2305,0.08472857142857144,134.75695047978155,6369
Okay Bear #4178,0.1227,0.0606,0.0922,0.0671,0.0178,0.0409,0.2698,0.0178,0.2698,0.09587142857142858,134.73682831041967,6370
Okay Bear #1144,0.1252,0.0495,0.2305,0.094,0.0256,0.0438,0.0337,0.0256,0.2305,0.08604285714285712,134.73307404833275,6371
Okay Bear #1140,0.1261,0.144,0.022,0.0671,0.0251,0.6672,0.0551,0.022,0.6672,0.1580857142857143,134.72059240810964,6372
Okay Bear #2832,0.1222,0.0495,0.2305,0.062,0.0383,0.0374,0.0303,0.0303,0.2305,0.08145714285714285,134.70368212854146,6373
Okay Bear #8834,0.1326,0.0606,0.0797,0.0965,0.0256,0.6672,0.0212,0.0212,0.6672,0.1547714285714286,134.6839863181463,6374
Okay Bear #2460,0.1261,0.0641,0.2305,0.0788,0.022,0.6672,0.0212,0.0212,0.6672,0.17284285714285713,134.6827459991504,6375
Okay Bear #9026,0.1187,0.0456,0.0922,0.0788,0.1965,0.0269,0.026,0.026,0.1965,0.08352857142857144,134.61608488297892,6376
Okay Bear #761,0.126,0.0276,0.022,0.2023,0.1965,0.032,0.2698,0.022,0.2698,0.12517142857142857,134.6115989269242,6377
Okay Bear #7628,0.1252,0.1268,0.2305,0.0671,0.1965,0.0269,0.0175,0.0175,0.2305,0.11292857142857145,134.52181708629013,6378
Okay Bear #1068,0.1222,0.0456,0.0528,0.094,0.0256,0.6672,0.0292,0.0256,0.6672,0.1480857142857143,134.49869873048272,6379
Okay Bear #3758,0.1252,0.1413,0.2305,0.0788,0.0227,0.0183,0.2698,0.0183,0.2698,0.12665714285714286,134.49723280720087,6380
Okay Bear #4069,0.1252,0.0201,0.2305,0.062,0.0273,0.6672,0.0551,0.0201,0.6672,0.16962857142857143,134.48354919631765,6381
Okay Bear #8732,0.1222,0.0641,0.0302,0.094,0.0256,0.6672,0.0379,0.0256,0.6672,0.14874285714285715,134.4813359680438,6382
Okay Bear #9937,0.126,0.0259,0.2305,0.2023,0.0197,0.6672,0.0379,0.0197,0.6672,0.18707142857142858,134.47354162598975,6383
Okay Bear #4831,0.126,0.0641,0.1231,0.094,0.0115,0.6672,0.2698,0.0115,0.6672,0.19367142857142858,134.46067860190908,6384
Okay Bear #3808,0.126,0.144,0.0797,0.0965,0.0251,0.0409,0.0309,0.0251,0.144,0.0775857142857143,134.44367287211747,6385
Okay Bear #9478,0.1326,0.144,0.0302,0.0671,0.0227,0.6672,0.0379,0.0227,0.6672,0.1573857142857143,134.4385236826051,6386
Okay Bear #4913,0.1187,0.0377,0.0344,0.2023,0.0268,0.0409,0.2698,0.0268,0.2698,0.10437142857142856,134.43247975251938,6387
Okay Bear #8396,0.1187,0.1413,0.0233,0.0507,0.0273,0.6672,0.0551,0.0233,0.6672,0.1548,134.42171939589298,6388
Okay Bear #326,0.1326,0.0818,0.0302,0.031,0.0227,0.6672,0.2698,0.0227,0.6672,0.17647142857142858,134.39517791960668,6389
Okay Bear #7378,0.1252,0.039,0.0528,0.0788,0.0227,0.6672,0.0424,0.0227,0.6672,0.14687142857142857,134.3945654133865,6390
Okay Bear #1237,0.1252,0.144,0.0922,0.0341,0.0357,0.0438,0.0352,0.0341,0.144,0.07288571428571429,134.3545106922195,6391
Okay Bear #6890,0.1227,0.1413,0.2305,0.0507,0.0227,0.0374,0.0412,0.0227,0.2305,0.09235714285714287,134.35203676770067,6392
Okay Bear #1470,0.1252,0.0201,0.2305,0.2023,0.0161,0.6672,0.2698,0.0161,0.6672,0.21874285714285716,134.3370641775005,6393
Okay Bear #9155,0.1222,0.0818,0.0922,0.2023,0.0227,0.0407,0.0339,0.0227,0.2023,0.08511428571428573,134.31879872774303,6394
Okay Bear #9364,0.1252,0.1413,0.0271,0.094,0.0315,0.6672,0.026,0.026,0.6672,0.1589,134.30939932522026,6395
Okay Bear #3972,0.1187,0.1268,0.0528,0.1309,0.0116,0.6672,0.2698,0.0116,0.6672,0.19682857142857144,134.30199523885994,6396
Okay Bear #3460,0.1265,0.0495,0.2305,0.0788,0.0193,0.6672,0.0279,0.0193,0.6672,0.17138571428571428,134.29047503444997,6397
Okay Bear #4222,0.1265,0.0818,0.1231,0.062,0.0204,0.0269,0.2698,0.0204,0.2698,0.10149999999999999,134.28336457575605,6398
Okay Bear #4686,0.126,0.0818,0.0243,0.2023,0.1965,0.0409,0.026,0.0243,0.2023,0.0996857142857143,134.25733865470298,6399
Okay Bear #6371,0.1227,0.1268,0.1231,0.0454,0.0251,0.6672,0.0214,0.0214,0.6672,0.1616714285714286,134.25471351963532,6400
Okay Bear #176,0.1326,0.1268,0.1231,0.0788,0.0227,0.0409,0.0339,0.0227,0.1326,0.07982857142857143,134.24301189946485,6401
Okay Bear #4174,0.1326,0.1413,0.0797,0.0671,0.0115,0.6672,0.2698,0.0115,0.6672,0.19560000000000002,134.23057198496372,6402
Okay Bear #8096,0.1252,0.0641,0.2305,0.2023,0.0104,0.6672,0.2698,0.0104,0.6672,0.22421428571428573,134.22848933297712,6403
Okay Bear #9650,0.1265,0.1268,0.1231,0.1309,0.1965,0.0171,0.0256,0.0171,0.1965,0.10664285714285714,134.18556061128322,6404
Okay Bear #5370,0.1187,0.1413,0.0922,0.0671,0.0114,0.6672,0.2698,0.0114,0.6672,0.1953857142857143,134.17540573514657,6405
Okay Bear #7587,0.1265,0.0426,0.1231,0.094,0.1965,0.0282,0.023,0.023,0.1965,0.09055714285714286,134.16940376564787,6406
Okay Bear #1582,0.126,0.0641,0.2305,0.0788,0.0157,0.6672,0.0352,0.0157,0.6672,0.17392857142857143,134.16804146959151,6407
Okay Bear #6688,0.1252,0.0259,0.2305,0.0671,0.0268,0.6672,0.0339,0.0259,0.6672,0.1680857142857143,134.14954237727704,6408
Okay Bear #6584,0.1187,0.0456,0.1231,0.094,0.0175,0.6672,0.0379,0.0175,0.6672,0.15771428571428572,134.143081489839,6409
Okay Bear #7771,0.1222,0.1413,0.1231,0.0526,0.0197,0.0438,0.0551,0.0197,0.1413,0.07968571428571428,134.13662245773278,6410
Okay Bear #182,0.1265,0.1413,0.2305,0.2023,0.012,0.0438,0.2698,0.012,0.2698,0.1466,134.1346604843204,6411
Okay Bear #2853,0.1227,0.1268,0.0271,0.1309,0.1965,0.0282,0.0303,0.0271,0.1965,0.09464285714285714,134.1295347512568,6412
Okay Bear #7480,0.1187,0.0495,0.0922,0.1309,0.0229,0.6672,0.0239,0.0229,0.6672,0.15789999999999998,134.11995383654448,6413
Okay Bear #8018,0.1261,0.1413,0.2305,0.0526,0.0155,0.6672,0.0337,0.0155,0.6672,0.1809857142857143,134.04567708485817,6414
Okay Bear #4625,0.1261,0.144,0.1231,0.0341,0.0193,0.6672,0.0352,0.0193,0.6672,0.16414285714285712,134.0450119757117,6415
Okay Bear #192,0.1222,0.1268,0.1231,0.0965,0.0155,0.032,0.2698,0.0155,0.2698,0.11227142857142858,134.02849078938962,6416
Okay Bear #1341,0.1252,0.0196,0.0302,0.2023,0.0315,0.6672,0.2698,0.0196,0.6672,0.19225714285714288,134.01464705099772,6417
Okay Bear #7208,0.1187,0.144,0.2305,0.1309,0.0139,0.6672,0.0301,0.0139,0.6672,0.19075714285714288,134.0106968385283,6418
Okay Bear #4719,0.1326,0.039,0.0271,0.1309,0.0357,0.0407,0.2698,0.0271,0.2698,0.09654285714285714,134.00997045201737,6419
Okay Bear #960,0.1326,0.039,0.2305,0.094,0.0124,0.6672,0.2698,0.0124,0.6672,0.2065,134.00960790820662,6420
Okay Bear #8904,0.1227,0.144,0.2305,0.062,0.0157,0.6672,0.0301,0.0157,0.6672,0.18174285714285715,133.9774905839214,6421
Okay Bear #9041,0.1326,0.0426,0.0797,0.1309,0.0229,0.6672,0.0266,0.0229,0.6672,0.1575,133.9630355728865,6422
Okay Bear #2901,0.1326,0.1413,0.0302,0.0965,0.0197,0.6672,0.0424,0.0197,0.6672,0.16141428571428573,133.93902398619804,6423
Okay Bear #7894,0.1265,0.0606,0.2305,0.0341,0.0197,0.6672,0.0424,0.0197,0.6672,0.16871428571428573,133.91582443475158,6424
Okay Bear #6172,0.1326,0.0426,0.2305,0.2023,0.0157,0.6672,0.0352,0.0157,0.6672,0.18944285714285716,133.8993644437237,6425
Okay Bear #7921,0.1261,0.0456,0.0344,0.0671,0.0286,0.6672,0.0424,0.0286,0.6672,0.1444857142857143,133.88167736091805,6426
Okay Bear #1268,0.1261,0.1413,0.0922,0.0671,0.0175,0.6672,0.029,0.0175,0.6672,0.1629142857142857,133.88088831570678,6427
Okay Bear #7824,0.1326,0.0606,0.0922,0.0526,0.0273,0.6672,0.0239,0.0239,0.6672,0.15091428571428572,133.87036389702166,6428
Okay Bear #1724,0.1265,0.039,0.0243,0.0671,0.0256,0.6672,0.2698,0.0243,0.6672,0.1742142857142857,133.8693071935385,6429
Okay Bear #3027,0.1187,0.0426,0.0797,0.1309,0.1965,0.6672,0.0133,0.0133,0.6672,0.17841428571428572,133.86107849051774,6430
Okay Bear #8517,0.1252,0.0456,0.2305,0.031,0.0161,0.6672,0.2698,0.0161,0.6672,0.19791428571428574,133.83055574185744,6431
Okay Bear #2299,0.1222,0.039,0.2305,0.094,0.0175,0.6672,0.0379,0.0175,0.6672,0.1726142857142857,133.82790673943487,6432
Okay Bear #6733,0.1326,0.1413,0.1231,0.0788,0.0155,0.6672,0.0309,0.0155,0.6672,0.1699142857142857,133.8098406812725,6433
Okay Bear #3422,0.1222,0.0641,0.022,0.0454,0.0268,0.6672,0.2698,0.022,0.6672,0.17392857142857143,133.7835902699138,6434
Okay Bear #1883,0.126,0.0606,0.2305,0.2023,0.0193,0.6672,0.0214,0.0193,0.6672,0.18961428571428574,133.76095105197186,6435
Okay Bear #8939,0.1261,0.0456,0.2305,0.1309,0.0175,0.6672,0.0301,0.0175,0.6672,0.17827142857142858,133.70210233945215,6436
Okay Bear #8424,0.1252,0.1413,0.1231,0.1309,0.0204,0.6672,0.0191,0.0191,0.6672,0.1753142857142857,133.70168727938147,6437
Okay Bear #7965,0.1261,0.0276,0.1231,0.1309,0.1965,0.0282,0.0301,0.0276,0.1965,0.09464285714285714,133.6976372200691,6438
Okay Bear #2871,0.1261,0.039,0.0922,0.031,0.0193,0.6672,0.2698,0.0193,0.6672,0.17779999999999999,133.69401294122036,6439
Okay Bear #1038,0.1227,0.144,0.022,0.1309,0.1965,0.0407,0.0279,0.022,0.1965,0.09781428571428571,133.68974555432658,6440
Okay Bear #7129,0.1265,0.0456,0.2305,0.0199,0.0227,0.6672,0.2698,0.0199,0.6672,0.19745714285714286,133.68272759365937,6441
Okay Bear #122,0.1187,0.144,0.0426,0.1309,0.0178,0.6672,0.0339,0.0178,0.6672,0.16501428571428572,133.6597433977114,6442
Okay Bear #2296,0.1265,0.1268,0.0426,0.094,0.0204,0.6672,0.0301,0.0204,0.6672,0.1582285714285714,133.64505011174361,6443
Okay Bear #9489,0.1187,0.144,0.0426,0.062,0.0197,0.6672,0.0379,0.0197,0.6672,0.15601428571428572,133.61770149120872,6444
Okay Bear #6372,0.1252,0.0276,0.0271,0.094,0.0273,0.6672,0.2698,0.0271,0.6672,0.17688571428571429,133.59305819220074,6445
Okay Bear #8014,0.1227,0.0456,0.0243,0.1309,0.0202,0.6672,0.2698,0.0202,0.6672,0.18295714285714285,133.58166726614596,6446
Okay Bear #1480,0.1222,0.039,0.2305,0.0671,0.0202,0.6672,0.0339,0.0202,0.6672,0.1685857142857143,133.56813267585483,6447
Okay Bear #8011,0.1261,0.0495,0.1231,0.0507,0.0193,0.6672,0.0412,0.0193,0.6672,0.15387142857142858,133.5636941656218,6448
Okay Bear #4251,0.126,0.0818,0.1231,0.2023,0.1965,0.0374,0.0146,0.0146,0.2023,0.11167142857142856,133.54825451552864,6449
Okay Bear #3222,0.1187,0.144,0.0922,0.1309,0.0157,0.6672,0.029,0.0157,0.6672,0.1711,133.53027776073918,6450
Okay Bear #1592,0.1222,0.0495,0.0426,0.062,0.1965,0.0407,0.0279,0.0279,0.1965,0.07734285714285714,133.4899139204947,6451
Okay Bear #1402,0.1187,0.0606,0.0528,0.1309,0.0178,0.6672,0.0412,0.0178,0.6672,0.1556,133.45548424036937,6452
Okay Bear #3511,0.1252,0.1413,0.0217,0.2023,0.0256,0.0407,0.2698,0.0217,0.2698,0.11808571428571428,133.42943811489403,6453
Okay Bear #9504,0.1265,0.0818,0.0302,0.0671,0.0383,0.0282,0.2698,0.0282,0.2698,0.09169999999999999,133.42289235777116,6454
Okay Bear #4541,0.1222,0.1413,0.2305,0.0965,0.013,0.0438,0.2698,0.013,0.2698,0.13101428571428572,133.42211235822657,6455
Okay Bear #58,0.1252,0.039,0.2305,0.0526,0.0383,0.0374,0.0424,0.0374,0.2305,0.08077142857142858,133.4105818755711,6456
Okay Bear #8594,0.1326,0.0456,0.0922,0.2023,0.0175,0.6672,0.0339,0.0175,0.6672,0.1701857142857143,133.4006265838497,6457
Okay Bear #5997,0.1326,0.1268,0.0528,0.0526,0.0204,0.6672,0.0339,0.0204,0.6672,0.1551857142857143,133.39564812056028,6458
Okay Bear #4669,0.1227,0.1413,0.0922,0.094,0.0251,0.0409,0.0309,0.0251,0.1413,0.07815714285714288,133.36435969019843,6459
Okay Bear #4780,0.1252,0.0259,0.0922,0.0507,0.1965,0.0211,0.2698,0.0211,0.2698,0.11162857142857144,133.35598459457924,6460
Okay Bear #1377,0.1227,0.1268,0.0797,0.2023,0.0139,0.6672,0.0379,0.0139,0.6672,0.17864285714285716,133.35307103323044,6461
Okay Bear #4164,0.1326,0.0818,0.1231,0.0507,0.0197,0.032,0.2698,0.0197,0.2698,0.10138571428571429,133.33163027226468,6462
Okay Bear #7207,0.1252,0.0456,0.2305,0.026,0.1965,0.032,0.0412,0.026,0.2305,0.09957142857142857,133.32788144851975,6463
Okay Bear #7197,0.1252,0.144,0.2305,0.1309,0.0124,0.6672,0.0412,0.0124,0.6672,0.19305714285714284,133.32528599952968,6464
Okay Bear #5975,0.1187,0.1413,0.2305,0.2023,0.0124,0.6672,0.0379,0.0124,0.6672,0.20147142857142858,133.31247571657946,6465
Okay Bear #7089,0.1227,0.0259,0.2305,0.1309,0.0251,0.6672,0.0301,0.0251,0.6672,0.17605714285714288,133.29984182985194,6466
Okay Bear #9726,0.1261,0.039,0.0344,0.0965,0.1965,0.0438,0.0309,0.0309,0.1965,0.08102857142857144,133.28626979859445,6467
Okay Bear #5600,0.1265,0.0377,0.2305,0.0507,0.0204,0.6672,0.0412,0.0204,0.6672,0.16774285714285714,133.2828514131153,6468
Okay Bear #7533,0.1252,0.0818,0.1231,0.0965,0.0383,0.0282,0.0303,0.0282,0.1252,0.07477142857142857,133.27228428344603,6469
Okay Bear #9712,0.126,0.0158,0.0922,0.0965,0.1965,0.6672,0.0292,0.0158,0.6672,0.17477142857142855,133.2707632882194,6470
Okay Bear #8050,0.1222,0.1268,0.0922,0.0671,0.1965,0.0121,0.2698,0.0121,0.2698,0.12667142857142857,133.25899387391266,6471
Okay Bear #7512,0.1265,0.0196,0.2305,0.2023,0.1965,0.0374,0.0301,0.0196,0.2305,0.12041428571428572,133.25671282993133,6472
Okay Bear #5048,0.1222,0.0201,0.0922,0.1309,0.0315,0.6672,0.0424,0.0201,0.6672,0.15807142857142858,133.24969459132365,6473
Okay Bear #3925,0.1326,0.144,0.0922,0.1309,0.0155,0.6672,0.0292,0.0155,0.6672,0.17308571428571426,133.2328342970552,6474
Okay Bear #2772,0.1252,0.0641,0.1231,0.2023,0.015,0.6672,0.0352,0.015,0.6672,0.1760142857142857,133.22903358740757,6475
Okay Bear #5580,0.1326,0.0495,0.2305,0.0526,0.013,0.6672,0.2698,0.013,0.6672,0.20217142857142859,133.22162707372155,6476
Okay Bear #6664,0.1252,0.0818,0.0922,0.0965,0.015,0.6672,0.0424,0.015,0.6672,0.16004285714285715,133.17121389420038,6477
Okay Bear #1844,0.1187,0.0641,0.2305,0.0454,0.0275,0.0438,0.0424,0.0275,0.2305,0.08177142857142858,133.16964262078113,6478
Okay Bear #7137,0.1265,0.0641,0.0528,0.0341,0.0178,0.6672,0.2698,0.0178,0.6672,0.17604285714285714,133.155694962534,6479
