name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #386,0.1222,0.0426,0.0922,0.2023,0.0193,0.6672,0.0266,0.0193,0.6672,0.16748571428571427,138.35288260052835,6109
Okay Bear #2710,0.1261,0.144,0.0528,0.026,0.1965,0.0374,0.0292,0.026,0.1965,0.08742857142857144,138.34919274223526,6110
Okay Bear #6207,0.1222,0.039,0.0302,0.1309,0.0357,0.6672,0.0292,0.0292,0.6672,0.15062857142857142,138.33291466574545,6111
Okay Bear #4209,0.1252,0.1268,0.0271,0.1309,0.1965,0.0183,0.0551,0.0183,0.1965,0.09712857142857144,138.29613178035115,6112
Okay Bear #8878,0.1227,0.0606,0.0797,0.0965,0.0197,0.6672,0.026,0.0197,0.6672,0.1532,138.28311589921734,6113
Okay Bear #3115,0.126,0.0606,0.0211,0.2023,0.0286,0.0438,0.2698,0.0211,0.2698,0.10745714285714285,138.2772111775066,6114
Okay Bear #7958,0.1252,0.0377,0.2305,0.0526,0.0251,0.6672,0.0256,0.0251,0.6672,0.1662714285714286,138.26415943374093,6115
Okay Bear #3223,0.1326,0.0377,0.0797,0.0965,0.0178,0.6672,0.0424,0.0178,0.6672,0.15341428571428573,138.23990471264335,6116
Okay Bear #2241,0.1326,0.0377,0.1231,0.0671,0.0315,0.032,0.0551,0.0315,0.1326,0.06844285714285715,138.23813564673497,6117
Okay Bear #9622,0.1265,0.0276,0.0233,0.0671,0.1965,0.6672,0.0337,0.0233,0.6672,0.16312857142857146,138.22005697859896,6118
Okay Bear #23,0.1187,0.1413,0.0922,0.1309,0.0101,0.6672,0.2698,0.0101,0.6672,0.20431428571428573,138.20229822652882,6119
Okay Bear #607,0.1326,0.0377,0.1231,0.0788,0.1965,0.0183,0.0424,0.0183,0.1965,0.08991428571428571,138.19928217446548,6120
Okay Bear #9111,0.126,0.144,0.0922,0.062,0.0383,0.0374,0.023,0.023,0.144,0.0747,138.18186098224876,6121
Okay Bear #2327,0.1261,0.039,0.0302,0.2023,0.0273,0.6672,0.0352,0.0273,0.6672,0.16104285714285713,138.16490476870493,6122
Okay Bear #4672,0.1326,0.0259,0.0528,0.2023,0.1965,0.0407,0.026,0.0259,0.2023,0.09668571428571428,138.15468596696311,6123
Okay Bear #1518,0.126,0.1413,0.0302,0.0454,0.0357,0.6672,0.026,0.026,0.6672,0.15311428571428573,138.12420717369295,6124
Okay Bear #9181,0.126,0.144,0.1231,0.094,0.0155,0.6672,0.026,0.0155,0.6672,0.1708285714285714,138.11919555441293,6125
Okay Bear #5337,0.126,0.144,0.0253,0.1309,0.1965,0.0211,0.0424,0.0211,0.1965,0.09802857142857144,138.11339259814275,6126
Okay Bear #3723,0.1326,0.0276,0.0797,0.0526,0.0357,0.6672,0.0301,0.0276,0.6672,0.14650000000000002,138.06441727785338,6127
Okay Bear #8163,0.1252,0.0641,0.2305,0.062,0.0204,0.6672,0.023,0.0204,0.6672,0.17034285714285713,138.05194119617119,6128
Okay Bear #2446,0.1252,0.0426,0.0211,0.0671,0.0256,0.6672,0.2698,0.0211,0.6672,0.17408571428571432,138.02564361805648,6129
Okay Bear #1898,0.1222,0.0818,0.1231,0.062,0.0197,0.0409,0.0551,0.0197,0.1231,0.07211428571428571,138.02087343419458,6130
Okay Bear #1242,0.1326,0.0426,0.0217,0.1309,0.0208,0.6672,0.2698,0.0208,0.6672,0.18365714285714288,138.02019850415172,6131
Okay Bear #9899,0.1326,0.1413,0.0271,0.031,0.0204,0.6672,0.2698,0.0204,0.6672,0.1842,138.00191050865067,6132
Okay Bear #267,0.1187,0.039,0.1231,0.0454,0.0256,0.6672,0.0301,0.0256,0.6672,0.1498714285714286,137.99942636004516,6133
Okay Bear #8465,0.126,0.1413,0.0243,0.0507,0.0383,0.6672,0.029,0.0243,0.6672,0.15382857142857143,137.98099817814298,6134
Okay Bear #3718,0.1252,0.1413,0.0271,0.031,0.1965,0.6672,0.0212,0.0212,0.6672,0.1727857142857143,137.9804656063664,6135
Okay Bear #9261,0.1326,0.1413,0.0426,0.0788,0.0161,0.6672,0.0424,0.0161,0.6672,0.16014285714285714,137.97866056036713,6136
Okay Bear #8523,0.1326,0.0426,0.0922,0.0965,0.02,0.6672,0.0292,0.02,0.6672,0.1543285714285714,137.9697141205014,6137
Okay Bear #1641,0.1227,0.1413,0.0243,0.0199,0.0383,0.6672,0.2698,0.0199,0.6672,0.18335714285714286,137.94553049648982,6138
Okay Bear #2699,0.1265,0.0377,0.2305,0.0454,0.0139,0.6672,0.2698,0.0139,0.6672,0.1987142857142857,137.9428600149447,6139
Okay Bear #389,0.1265,0.0377,0.0797,0.031,0.1965,0.0282,0.0551,0.0282,0.1965,0.07924285714285716,137.93432499660616,6140
Okay Bear #9186,0.1187,0.0201,0.1231,0.0788,0.1965,0.6672,0.0191,0.0191,0.6672,0.1747857142857143,137.9335562164568,6141
Okay Bear #3724,0.1222,0.0456,0.0797,0.094,0.0197,0.6672,0.0309,0.0197,0.6672,0.15132857142857142,137.92116175825646,6142
Okay Bear #7609,0.1265,0.144,0.0271,0.0454,0.1965,0.0407,0.029,0.0271,0.1965,0.08702857142857143,137.91822522100435,6143
Okay Bear #4592,0.1261,0.0495,0.2305,0.0788,0.02,0.0407,0.0551,0.02,0.2305,0.08581428571428572,137.87982933838015,6144
Okay Bear #2890,0.1187,0.0158,0.1231,0.2023,0.0357,0.6672,0.0424,0.0158,0.6672,0.1721714285714286,137.87728075358908,6145
Okay Bear #6867,0.1265,0.1268,0.2305,0.2023,0.0114,0.6672,0.0424,0.0114,0.6672,0.20101428571428573,137.87612706238252,6146
Okay Bear #840,0.1326,0.1268,0.0211,0.0526,0.0275,0.6672,0.0551,0.0211,0.6672,0.1547,137.84394288350788,6147
Okay Bear #1236,0.1326,0.0456,0.1231,0.094,0.0273,0.0407,0.0352,0.0273,0.1326,0.07121428571428572,137.84222952070044,6148
Okay Bear #7077,0.1265,0.1268,0.0922,0.0454,0.0193,0.6672,0.0279,0.0193,0.6672,0.15789999999999998,137.81855874266185,6149
Okay Bear #7588,0.1227,0.0495,0.0797,0.0507,0.0251,0.6672,0.0279,0.0251,0.6672,0.14611428571428572,137.80462908908876,6150
Okay Bear #3697,0.126,0.0495,0.1231,0.2023,0.013,0.6672,0.0551,0.013,0.6672,0.1766,137.7758569276885,6151
Okay Bear #1207,0.1222,0.0606,0.2305,0.094,0.0161,0.6672,0.029,0.0161,0.6672,0.1742285714285714,137.75500970908794,6152
Okay Bear #8336,0.1227,0.0818,0.022,0.0671,0.0193,0.6672,0.2698,0.0193,0.6672,0.17855714285714286,137.75129492075183,6153
Okay Bear #3606,0.1222,0.0456,0.2305,0.0965,0.0114,0.6672,0.2698,0.0114,0.6672,0.2061714285714286,137.7387681379867,6154
Okay Bear #2302,0.1326,0.1268,0.0797,0.0454,0.1965,0.0282,0.0212,0.0212,0.1965,0.09005714285714285,137.72125937464546,6155
Okay Bear #3025,0.1326,0.1268,0.2305,0.2023,0.0357,0.0211,0.0266,0.0211,0.2305,0.1108,137.7080163600597,6156
Okay Bear #2224,0.1326,0.1413,0.2305,0.1309,0.0124,0.0374,0.2698,0.0124,0.2698,0.13641428571428574,137.68601158927433,6157
Okay Bear #4102,0.1261,0.0456,0.1231,0.0507,0.0193,0.0409,0.2698,0.0193,0.2698,0.0965,137.67717987783524,6158
Okay Bear #5636,0.1326,0.144,0.2305,0.2023,0.0357,0.0211,0.026,0.0211,0.2305,0.11317142857142858,137.6335789724063,6159
Okay Bear #7507,0.1227,0.039,0.2305,0.1309,0.0175,0.6672,0.0301,0.0175,0.6672,0.17684285714285713,137.6330485534969,6160
Okay Bear #7560,0.1227,0.1268,0.1231,0.031,0.022,0.6672,0.0292,0.022,0.6672,0.16028571428571428,137.61785770189786,6161
Okay Bear #4272,0.1261,0.1413,0.1231,0.031,0.0175,0.6672,0.0424,0.0175,0.6672,0.1640857142857143,137.61546007757084,6162
Okay Bear #8038,0.1326,0.0818,0.0797,0.0671,0.0161,0.0407,0.2698,0.0161,0.2698,0.09825714285714285,137.60487313906424,6163
Okay Bear #4295,0.126,0.0456,0.0528,0.2023,0.0357,0.0438,0.0303,0.0303,0.2023,0.07664285714285714,137.59443520952266,6164
Okay Bear #5451,0.1227,0.1413,0.2305,0.0671,0.0139,0.6672,0.0337,0.0139,0.6672,0.18234285714285717,137.58346204330977,6165
Okay Bear #8713,0.1265,0.039,0.2305,0.0507,0.0383,0.6672,0.0191,0.0191,0.6672,0.16732857142857144,137.5729071286384,6166
Okay Bear #8269,0.1326,0.0606,0.0271,0.0671,0.0273,0.6672,0.0424,0.0271,0.6672,0.14632857142857142,137.5603702052946,6167
Okay Bear #3396,0.1326,0.144,0.0797,0.0341,0.022,0.6672,0.0292,0.022,0.6672,0.1584,137.55840896979356,6168
Okay Bear #2706,0.1227,0.1413,0.0243,0.0671,0.0275,0.6672,0.0352,0.0243,0.6672,0.15504285714285712,137.55402134897986,6169
Okay Bear #7407,0.1261,0.0818,0.0211,0.1309,0.0175,0.6672,0.2698,0.0175,0.6672,0.18777142857142856,137.5360446478574,6170
Okay Bear #9580,0.1227,0.0456,0.0922,0.2023,0.0175,0.6672,0.0303,0.0175,0.6672,0.16825714285714286,137.5138829606267,6171
Okay Bear #5385,0.1252,0.0259,0.0426,0.0507,0.1965,0.0409,0.0551,0.0259,0.1965,0.0767,137.4830599402539,6172
Okay Bear #2234,0.1187,0.039,0.0253,0.2023,0.1965,0.6672,0.0191,0.0191,0.6672,0.18115714285714285,137.4783513300335,6173
Okay Bear #8488,0.1252,0.1268,0.0528,0.1309,0.0227,0.0407,0.0379,0.0227,0.1309,0.07671428571428572,137.4605814025881,6174
Okay Bear #6225,0.1227,0.1413,0.0528,0.1309,0.0197,0.0374,0.0551,0.0197,0.1413,0.0799857142857143,137.45412298973983,6175
Okay Bear #5825,0.1265,0.0426,0.0922,0.0965,0.0273,0.6672,0.0214,0.0214,0.6672,0.1533857142857143,137.44580758089663,6176
Okay Bear #3968,0.1227,0.1413,0.022,0.0507,0.0193,0.6672,0.2698,0.0193,0.6672,0.18471428571428575,137.42423310103283,6177
Okay Bear #1396,0.1187,0.0641,0.0797,0.1309,0.015,0.0438,0.2698,0.015,0.2698,0.10314285714285713,137.41586082012802,6178
Okay Bear #4376,0.1187,0.144,0.0211,0.2023,0.0286,0.6672,0.0301,0.0211,0.6672,0.17314285714285713,137.39199022333727,6179
Okay Bear #3385,0.1252,0.0606,0.2305,0.0965,0.0202,0.6672,0.0212,0.0202,0.6672,0.17448571428571433,137.36352248178207,6180
Okay Bear #1248,0.1222,0.144,0.2305,0.0199,0.0273,0.6672,0.0339,0.0199,0.6672,0.17785714285714288,137.34476423843975,6181
Okay Bear #3811,0.1227,0.0456,0.0271,0.2023,0.0286,0.0374,0.2698,0.0271,0.2698,0.10478571428571429,137.3327586484975,6182
Okay Bear #1443,0.1222,0.0641,0.0302,0.0965,0.0256,0.6672,0.0339,0.0256,0.6672,0.14852857142857143,137.31903319556147,6183
Okay Bear #1457,0.1265,0.144,0.0116,0.2023,0.0383,0.6672,0.2698,0.0116,0.6672,0.20852857142857142,137.31454382346143,6184
Okay Bear #7195,0.1252,0.0495,0.2305,0.2023,0.0139,0.6672,0.0379,0.0139,0.6672,0.18950000000000003,137.29726045211626,6185
Okay Bear #4898,0.1265,0.0456,0.0528,0.094,0.1965,0.0183,0.0551,0.0183,0.1965,0.08411428571428571,137.29534230708,6186
Okay Bear #9123,0.126,0.0606,0.0922,0.0454,0.0193,0.0409,0.2698,0.0193,0.2698,0.09345714285714284,137.2803752792493,6187
Okay Bear #6288,0.1187,0.144,0.0797,0.1309,0.0197,0.0407,0.0379,0.0197,0.144,0.08165714285714286,137.27218528721653,6188
Okay Bear #4982,0.1326,0.0456,0.0797,0.0526,0.0357,0.6672,0.0214,0.0214,0.6672,0.14782857142857145,137.26873838177647,6189
Okay Bear #6654,0.1252,0.0818,0.0426,0.2023,0.0208,0.6672,0.0256,0.0208,0.6672,0.1665,137.2677154945826,6190
Okay Bear #8416,0.1252,0.144,0.0243,0.2023,0.0208,0.0409,0.2698,0.0208,0.2698,0.11818571428571431,137.26033204747546,6191
Okay Bear #2606,0.1252,0.0818,0.2305,0.0507,0.0357,0.0282,0.0339,0.0282,0.2305,0.08371428571428573,137.2451424575687,6192
Okay Bear #6528,0.1326,0.144,0.0151,0.1309,0.0229,0.6672,0.2698,0.0151,0.6672,0.1975,137.22387999281773,6193
Okay Bear #1901,0.126,0.1413,0.0797,0.2023,0.0161,0.0409,0.0551,0.0161,0.2023,0.0944857142857143,137.21435326612857,6194
Okay Bear #2651,0.1222,0.0456,0.0151,0.1309,0.0357,0.6672,0.2698,0.0151,0.6672,0.18378571428571427,137.1941702467602,6195
Okay Bear #8022,0.1326,0.0259,0.2305,0.2023,0.0197,0.6672,0.0339,0.0197,0.6672,0.18744285714285716,137.19181261853524,6196
Okay Bear #4673,0.1252,0.1413,0.0344,0.1309,0.0208,0.6672,0.0279,0.0208,0.6672,0.16395714285714286,137.19156607133843,6197
Okay Bear #520,0.1222,0.1413,0.0426,0.2023,0.0357,0.032,0.0292,0.0292,0.2023,0.08647142857142857,137.1855588508445,6198
Okay Bear #5357,0.1326,0.039,0.0271,0.0454,0.1965,0.6672,0.026,0.026,0.6672,0.1619714285714286,137.15870243743487,6199
Okay Bear #8146,0.1222,0.039,0.0922,0.0671,0.0193,0.6672,0.0412,0.0193,0.6672,0.14974285714285715,137.1575654607332,6200
Okay Bear #8694,0.1187,0.1268,0.2305,0.094,0.0116,0.6672,0.0551,0.0116,0.6672,0.18627142857142856,137.1422456666405,6201
Okay Bear #8119,0.1261,0.1413,0.0797,0.2023,0.0357,0.0171,0.0551,0.0171,0.2023,0.0939,137.1371170980899,6202
Okay Bear #2021,0.1261,0.0818,0.0211,0.094,0.1965,0.6672,0.0191,0.0191,0.6672,0.17225714285714286,137.13069621815114,6203
Okay Bear #3196,0.1222,0.1268,0.022,0.0788,0.0275,0.0438,0.2698,0.022,0.2698,0.09870000000000001,137.115777984964,6204
Okay Bear #1703,0.1187,0.0818,0.2305,0.2023,0.0124,0.0438,0.2698,0.0124,0.2698,0.13704285714285716,137.1137479730997,6205
Okay Bear #6392,0.1227,0.144,0.0426,0.0788,0.0124,0.6672,0.2698,0.0124,0.6672,0.1910714285714286,137.10934889955416,6206
Okay Bear #30,0.1261,0.1413,0.2305,0.2023,0.0114,0.6672,0.0424,0.0114,0.6672,0.20302857142857142,137.09190834211506,6207
Okay Bear #9047,0.126,0.0201,0.2305,0.0788,0.0175,0.6672,0.2698,0.0175,0.6672,0.20141428571428574,137.06460916521337,6208
Okay Bear #3959,0.1261,0.0158,0.1231,0.1309,0.1965,0.6672,0.023,0.0158,0.6672,0.18322857142857144,137.0503699614746,6209
Okay Bear #2416,0.1265,0.0456,0.0922,0.2023,0.0116,0.6672,0.2698,0.0116,0.6672,0.20217142857142859,137.03625035082356,6210
Okay Bear #7201,0.1265,0.0606,0.2305,0.062,0.0115,0.6672,0.2698,0.0115,0.6672,0.20401428571428573,137.03598747693695,6211
Okay Bear #9122,0.1227,0.0818,0.0797,0.0788,0.0116,0.6672,0.2698,0.0116,0.6672,0.18737142857142858,137.02445163097195,6212
Okay Bear #9331,0.1261,0.0276,0.2305,0.094,0.02,0.6672,0.0379,0.02,0.6672,0.1719,137.02281607365776,6213
Okay Bear #1780,0.1222,0.1268,0.2305,0.0965,0.0251,0.0407,0.0239,0.0239,0.2305,0.0951,137.02249668564534,6214
Okay Bear #9339,0.1227,0.0606,0.0243,0.031,0.1965,0.6672,0.0309,0.0243,0.6672,0.16188571428571427,137.01225633616608,6215
Okay Bear #6326,0.1222,0.0456,0.0797,0.062,0.0256,0.6672,0.0266,0.0256,0.6672,0.14698571428571428,136.94450023966405,6216
Okay Bear #6583,0.1187,0.039,0.0528,0.094,0.0268,0.6672,0.029,0.0268,0.6672,0.14678571428571427,136.9383097000112,6217
Okay Bear #7540,0.1326,0.0606,0.1231,0.2023,0.0139,0.6672,0.0379,0.0139,0.6672,0.1768,136.93623015170638,6218
Okay Bear #1502,0.126,0.0259,0.1231,0.0671,0.0275,0.6672,0.0339,0.0259,0.6672,0.15295714285714285,136.93411544848084,6219
Okay Bear #2632,0.1227,0.0377,0.0426,0.1309,0.0273,0.6672,0.0303,0.0273,0.6672,0.15124285714285715,136.92089391637919,6220
Okay Bear #7552,0.1265,0.1268,0.2305,0.0671,0.0197,0.0211,0.2698,0.0197,0.2698,0.1230714285714286,136.89433359265809,6221
Okay Bear #868,0.1252,0.0201,0.0253,0.0341,0.1965,0.6672,0.2698,0.0201,0.6672,0.19117142857142858,136.88397782951589,6222
Okay Bear #4309,0.1261,0.144,0.0217,0.0507,0.1965,0.0211,0.2698,0.0211,0.2698,0.11855714285714287,136.870346421422,6223
Okay Bear #283,0.1222,0.0377,0.2305,0.094,0.0178,0.6672,0.0339,0.0178,0.6672,0.1719,136.862298974783,6224
Okay Bear #7544,0.1222,0.0259,0.2305,0.094,0.0315,0.6672,0.0239,0.0239,0.6672,0.17074285714285714,136.85587422131653,6225
Okay Bear #6122,0.1252,0.0495,0.0253,0.0341,0.1965,0.6672,0.0301,0.0253,0.6672,0.16112857142857143,136.85089639092212,6226
Okay Bear #9183,0.1326,0.0495,0.0922,0.0526,0.0383,0.0374,0.0379,0.0374,0.1326,0.06292857142857142,136.83374492391306,6227
Okay Bear #6396,0.1252,0.144,0.0797,0.0507,0.0155,0.6672,0.0424,0.0155,0.6672,0.16067142857142858,136.80241786421976,6228
Okay Bear #5515,0.126,0.0259,0.0302,0.2023,0.1965,0.0438,0.0412,0.0259,0.2023,0.09512857142857142,136.79423647276226,6229
Okay Bear #3292,0.1222,0.1268,0.2305,0.094,0.022,0.0409,0.0279,0.022,0.2305,0.09490000000000001,136.79315116511017,6230
Okay Bear #1586,0.1265,0.0276,0.2305,0.1309,0.0197,0.6672,0.0352,0.0197,0.6672,0.1768,136.78414978406397,6231
Okay Bear #9636,0.1252,0.0456,0.0528,0.0526,0.0157,0.6672,0.2698,0.0157,0.6672,0.17555714285714288,136.7673634889901,6232
Okay Bear #8567,0.1261,0.0456,0.1231,0.1309,0.0178,0.032,0.2698,0.0178,0.2698,0.10647142857142855,136.75915943194545,6233
Okay Bear #2857,0.1252,0.0606,0.2305,0.2023,0.012,0.6672,0.0551,0.012,0.6672,0.19327142857142857,136.75137375755287,6234
Okay Bear #9987,0.1222,0.1413,0.0243,0.0526,0.1965,0.0374,0.0339,0.0243,0.1965,0.08688571428571427,136.74966862169902,6235
Okay Bear #430,0.1326,0.1268,0.0217,0.0965,0.1965,0.0282,0.0412,0.0217,0.1965,0.09192857142857143,136.69545316238623,6236
Okay Bear #3258,0.1326,0.0259,0.0426,0.2023,0.0383,0.6672,0.029,0.0259,0.6672,0.16255714285714284,136.66006902992376,6237
Okay Bear #750,0.126,0.0818,0.0922,0.1309,0.0357,0.0438,0.0212,0.0212,0.1309,0.07594285714285713,136.6589192316124,6238
Okay Bear #2479,0.1265,0.0818,0.0302,0.062,0.1965,0.0171,0.2698,0.0171,0.2698,0.11198571428571429,136.64673216430944,6239
Okay Bear #5087,0.1187,0.144,0.1231,0.0526,0.022,0.6672,0.0212,0.0212,0.6672,0.1641142857142857,136.62708570268268,6240
Okay Bear #5829,0.1227,0.0495,0.0426,0.1309,0.0139,0.6672,0.2698,0.0139,0.6672,0.18522857142857146,136.61327348414886,6241
Okay Bear #3296,0.1227,0.144,0.0922,0.0526,0.0175,0.6672,0.0303,0.0175,0.6672,0.16092857142857145,136.59675595569303,6242
Okay Bear #1778,0.126,0.144,0.0528,0.2023,0.1965,0.0171,0.0292,0.0171,0.2023,0.1097,136.57866608280887,6243
Okay Bear #4195,0.1222,0.144,0.2305,0.0526,0.0161,0.6672,0.029,0.0161,0.6672,0.18022857142857143,136.57091296028193,6244
Okay Bear #6617,0.1265,0.1413,0.0344,0.0965,0.013,0.6672,0.2698,0.013,0.6672,0.19267142857142858,136.54306802135739,6245
Okay Bear #6791,0.1227,0.144,0.0271,0.1309,0.0204,0.6672,0.0379,0.0204,0.6672,0.1643142857142857,136.53782517923972,6246
Okay Bear #8733,0.1227,0.0495,0.0797,0.0526,0.022,0.6672,0.0337,0.022,0.6672,0.14677142857142858,136.53737465747045,6247
Okay Bear #8526,0.1261,0.1268,0.0528,0.0965,0.0116,0.6672,0.2698,0.0116,0.6672,0.19297142857142857,136.53088441952593,6248
Okay Bear #1227,0.1227,0.039,0.0922,0.031,0.0315,0.6672,0.0379,0.031,0.6672,0.14592857142857144,136.52509337184472,6249
Okay Bear #2198,0.1227,0.144,0.0922,0.1309,0.0139,0.6672,0.0339,0.0139,0.6672,0.17211428571428572,136.5195821597335,6250
Okay Bear #5354,0.1227,0.0495,0.2305,0.0526,0.0251,0.6672,0.023,0.023,0.6672,0.16722857142857145,136.5194803692537,6251
Okay Bear #3464,0.1187,0.0641,0.0797,0.0454,0.0227,0.6672,0.0309,0.0227,0.6672,0.14695714285714284,136.5128309597231,6252
Okay Bear #7541,0.1187,0.0818,0.0243,0.2023,0.0251,0.6672,0.0352,0.0243,0.6672,0.16494285714285714,136.49348513190301,6253
Okay Bear #9966,0.1227,0.1268,0.0151,0.2023,0.0227,0.6672,0.2698,0.0151,0.6672,0.2038,136.46282749343064,6254
Okay Bear #7030,0.1187,0.1413,0.0797,0.1309,0.0202,0.0438,0.0352,0.0202,0.1413,0.0814,136.43330314609773,6255
Okay Bear #8203,0.126,0.144,0.0426,0.2023,0.0175,0.6672,0.029,0.0175,0.6672,0.1755142857142857,136.4227012395687,6256
Okay Bear #714,0.1227,0.1268,0.0217,0.0507,0.0357,0.0438,0.2698,0.0217,0.2698,0.09588571428571428,136.3919136996507,6257
Okay Bear #2548,0.126,0.144,0.0797,0.2023,0.015,0.6672,0.0279,0.015,0.6672,0.1803,136.37891908865367,6258
Okay Bear #2368,0.1222,0.0818,0.0426,0.0965,0.013,0.6672,0.2698,0.013,0.6672,0.18472857142857144,136.3734447391813,6259
Okay Bear #4087,0.1265,0.144,0.0253,0.1309,0.0251,0.6672,0.0303,0.0251,0.6672,0.1641857142857143,136.35743262756023,6260
Okay Bear #9634,0.1261,0.039,0.0302,0.0526,0.022,0.6672,0.2698,0.022,0.6672,0.17241428571428571,136.35502501779393,6261
Okay Bear #578,0.1261,0.0641,0.1231,0.0526,0.0193,0.6672,0.0309,0.0193,0.6672,0.15475714285714284,136.34045384168843,6262
Okay Bear #9861,0.1187,0.0606,0.2305,0.2023,0.0175,0.6672,0.023,0.0175,0.6672,0.18854285714285715,136.3277174941868,6263
Okay Bear #2580,0.1187,0.0606,0.0922,0.1309,0.1965,0.0282,0.0191,0.0191,0.1965,0.09231428571428571,136.31772875984822,6264
Okay Bear #9321,0.1252,0.039,0.0426,0.0507,0.0251,0.6672,0.0551,0.0251,0.6672,0.14355714285714286,136.31454910588846,6265
Okay Bear #7918,0.1222,0.144,0.0922,0.0341,0.0229,0.6672,0.0279,0.0229,0.6672,0.15864285714285714,136.3084678181725,6266
Okay Bear #8167,0.1252,0.1413,0.2305,0.094,0.0227,0.0171,0.2698,0.0171,0.2698,0.12865714285714286,136.27989877016532,6267
Okay Bear #2850,0.1222,0.1268,0.0528,0.0341,0.0227,0.6672,0.0379,0.0227,0.6672,0.15195714285714287,136.27153719251393,6268
Okay Bear #7029,0.126,0.0495,0.0344,0.2023,0.0204,0.6672,0.0424,0.0204,0.6672,0.16317142857142858,136.25476377521687,6269
Okay Bear #4641,0.126,0.1413,0.0426,0.0965,0.0227,0.6672,0.0239,0.0227,0.6672,0.16002857142857144,136.24319005534093,6270
Okay Bear #4765,0.1252,0.1268,0.0243,0.0507,0.0251,0.6672,0.0551,0.0243,0.6672,0.15348571428571428,136.23804376682284,6271
Okay Bear #612,0.1326,0.144,0.0217,0.2023,0.0286,0.6672,0.0292,0.0217,0.6672,0.17508571428571426,136.22243688172804,6272
Okay Bear #8284,0.1252,0.0276,0.1231,0.2023,0.0204,0.6672,0.0352,0.0204,0.6672,0.17157142857142854,136.21323479688817,6273
Okay Bear #7800,0.1222,0.1413,0.0528,0.2023,0.0268,0.0282,0.0412,0.0268,0.2023,0.08782857142857145,136.1892649660406,6274
Okay Bear #8036,0.1261,0.0259,0.2305,0.0526,0.0275,0.6672,0.0352,0.0259,0.6672,0.1664285714285714,136.16158259581232,6275
Okay Bear #5586,0.1252,0.1413,0.0211,0.2023,0.0229,0.6672,0.0424,0.0211,0.6672,0.17462857142857144,136.15270883373032,6276
Okay Bear #652,0.1187,0.0495,0.0426,0.1309,0.0268,0.6672,0.0266,0.0266,0.6672,0.15175714285714287,136.1464365988689,6277
Okay Bear #2868,0.1187,0.144,0.1231,0.0507,0.0114,0.6672,0.2698,0.0114,0.6672,0.19784285714285715,136.1409354282478,6278
Okay Bear #2659,0.1187,0.0641,0.1231,0.2023,0.0155,0.6672,0.0303,0.0155,0.6672,0.17445714285714287,136.1100847581647,6279
Okay Bear #8458,0.1222,0.144,0.2305,0.026,0.0256,0.6672,0.0266,0.0256,0.6672,0.17744285714285715,136.08296967719426,6280
Okay Bear #7836,0.1187,0.144,0.0797,0.094,0.0229,0.6672,0.0191,0.0191,0.6672,0.16365714285714286,136.07733776358714,6281
Okay Bear #6254,0.1187,0.144,0.0344,0.0507,0.015,0.6672,0.2698,0.015,0.6672,0.1856857142857143,136.03459444306992,6282
Okay Bear #3909,0.1187,0.1413,0.2305,0.0341,0.0202,0.6672,0.0279,0.0202,0.6672,0.17712857142857147,136.01169401810998,6283
Okay Bear #8693,0.1252,0.0641,0.0797,0.0341,0.022,0.6672,0.0424,0.022,0.6672,0.14781428571428573,135.99866118579263,6284
Okay Bear #5955,0.1265,0.144,0.0344,0.094,0.022,0.6672,0.029,0.022,0.6672,0.15958571428571425,135.993753133034,6285
Okay Bear #5271,0.1222,0.1413,0.0426,0.0454,0.0227,0.6672,0.0337,0.0227,0.6672,0.1535857142857143,135.98631191237362,6286
Okay Bear #6051,0.1326,0.0456,0.0271,0.0965,0.0357,0.6672,0.0337,0.0271,0.6672,0.14834285714285714,135.91796194080146,6287
Okay Bear #4120,0.1227,0.0456,0.0271,0.0341,0.1965,0.6672,0.0303,0.0271,0.6672,0.1605,135.89682582521687,6288
Okay Bear #1170,0.1187,0.1268,0.0253,0.0788,0.0275,0.6672,0.0339,0.0253,0.6672,0.15402857142857143,135.88804458890755,6289
Okay Bear #9319,0.1252,0.1268,0.0426,0.2023,0.0139,0.6672,0.0551,0.0139,0.6672,0.17615714285714285,135.88105524342842,6290
Okay Bear #6907,0.1261,0.039,0.0797,0.0454,0.0251,0.6672,0.0379,0.0251,0.6672,0.14577142857142858,135.8693856016175,6291
Okay Bear #27,0.1265,0.144,0.0211,0.2023,0.0204,0.6672,0.0551,0.0204,0.6672,0.17665714285714285,135.85333057440505,6292
Okay Bear #713,0.1326,0.144,0.0302,0.0965,0.0268,0.6672,0.0256,0.0256,0.6672,0.1604142857142857,135.83593345118646,6293
Okay Bear #9683,0.1187,0.1413,0.1231,0.0507,0.015,0.6672,0.0412,0.015,0.6672,0.16531428571428572,135.7863956785071,6294
Okay Bear #5409,0.1265,0.0606,0.1231,0.0788,0.02,0.6672,0.0256,0.02,0.6672,0.1574,135.7819216422103,6295
Okay Bear #2570,0.1187,0.1268,0.0302,0.2023,0.0227,0.6672,0.0279,0.0227,0.6672,0.1708285714285714,135.7607299784423,6296
Okay Bear #6855,0.126,0.144,0.0302,0.2023,0.0208,0.6672,0.0301,0.0208,0.6672,0.1743714285714286,135.73500429277232,6297
