,signature,type,source,tokenMint,collection,slot,blockTime,buyer,buyerReferral,seller,sellerReferral,price
37,32brDVAMmZgP63fEzdi2Xra9e7TpUWm3krnddsumpC2MQSHFUekdDKagHw7fioRsX4cY4V3GvTY6ePJ336buKNRS,buyNow,magiceden_v2,4fqHpXqbGcFjRnc3342y7pgPEoaRxGCLprkJb69d5uWD,trippin_ape_tribe,135203545,1653524294,4tyg4JxWseSrfqE2yfFasGHtHHJViAhVMY4KB8g9bFiW,,2Hw5dLGvUZmpfQnMhijJ5mWR3cTLDLRMLyHG2KmGceKX,,55.0
38,5aztumYSwDZUesYYskFLGfdUF6N1J4RMPuiNUwQau8TsejUs1DAWtNDfWUxEY4c7dYaPw83Ht8JYy87Gmu6G2sfq,buyNow,magiceden_v2,6joAwx2ekSnLiLzBy8BdytB2AhJx5X6MMc7Agavet9fU,trippin_ape_tribe,135203513,1653524271,9S33kgnFmgKLApEe4eWLxNqQ9Aj9RwTVC7iLSEU3Skwg,,FRXoZiE38ZxQuJbkpDJHpBRUuXdAWisRooyQTtbM6E11,,46.0
39,3fPEZZvqQVArEHxijSV8wcUoAUnxkg41Lst9nQUANedyzKAVpwoVNAUavefnqZyRVwHyAYS477eJGwrzoLWLkXJr,buyNow,magiceden_v2,jxGX7zB2ew138hUPJ2pxgBP8JyaoDUQhC6dSbJ2Kq8b,trippin_ape_tribe,135203115,1653523984,FRUcQDoXA9Eaf5s28JPGypWPnxXhvMjhQnidUumpBtMc,,hsWFq9XyR9iFivmycfKvJ6szrkShNTaQkRVcsVyMTS3,,45.0
40,3EzcMD5zWR8etDDy9kw47bCGDKCKyPKfufovz3GF7XjpFN2wTdqMRQCRLTPd1uU3YYivDbRsZWWmYNDxcpJDGhVU,buyNow,magiceden_v2,CczSDpgkAXQd37xUmwW6cjFVXeHrdYuSPR2qiA1sgmkQ,trippin_ape_tribe,135203092,1653523967,Aw25s89B6kFJJt1qjbbRu1d53KDZqjC6VwVGhq81p5E1,,J54NeM1s5HpAfQvxoEM4C4rgZyrGAJoXiaDjDfDCCQRY,,44.0
41,34dpZBMSd2kMT9BzmNUagwRdPTw3XqkTfxrZcZ3qkwL17ygs3CD3orFnp2MpKsXxUqJEm6TX556FonWhWDbhZUTH,buyNow,magiceden_v2,6fTHiNpyFSv1oJr3pneLu6zaKDEb5YDBPRKdavzPwUaU,trippin_ape_tribe,135202898,1653523828,E5MmYDRf4GvuPRV5r9AwkjfQ533HfaWX2w6mLKr23BQg,,C8cS7iqF7oTjh3Q4F1JXqc3uPvcEoZBsyjvNrzcvtoVG,,49.0
42,9QTVGA5Y1bngXnZfhH3GtR6mjzA9xcEy8Qt2jWk1geTMo8oKWiBYmnmiv9wBT3V6QRkJBRgcW4G4Ymdz1kaNBDp,buyNow,magiceden_v2,9MRjkiQhRHTurvSZepk8ZX98ZP6cGrHZAts8xfX73Yx8,trippin_ape_tribe,135202898,1653523828,CDBWuChQgpBJMiUuGfHGxdmjFPmWW3aJModsgD73xy11,,3fsaKNy3vfNfVySEuh28dNgnaZD6F8iHwxMDVUfqmnke,,49.69
43,39mjqmamQdfgLcXbF8jXTHe6dKQXETRhupHbktraTgqvjnscZL6JsKiqKwn5HqaTokmGb5LXvX9sPZ1gpXQpwVQf,buyNow,magiceden_v2,7BAXwAVUdeDoxvDd7xi7WJCWYrHxKgXQUGXk3AJaJFrK,trippin_ape_tribe,135202747,1653523719,2RQi6XcMsmhCS8LnYpkNz2WFNsp6BhTQEWo3HyqGAuDz,,6Xdpe2hUD2rKYpQ78eYmbjekEHaS8KdRrZbVSZaKYHxL,,47.0
44,4iKmDhHMiQMG8N5jA1YbqqtYo5549yNcWHL3RWRn8H5aQ2QA11HZP5v5vefWXC5kGHmHUNw4jyfbpdAHzCGmdUrd,buyNow,magiceden_v2,APNQNtros34z2sKaARk2aBAwYqaeFWxeZ1ooxf1DNuRe,trippin_ape_tribe,135202107,1653523258,8NYe9HCHppDaE7K2gUkV82onhkeR3R1B7ar9FN2Au6qo,,JWhrCXyMT1VCN4Bs8dpHqVPkPz95XqrbbH7LivsGu3R,,170.0
45,4HGUZd8JfAtza7gNmxx7SSmJiqaNHSGmKKV6BMc1UsKRdX5c7UPemafb5deYz9eQ48c7dUARhftXX1xfZSkdkivf,buyNow,magiceden_v2,4nsyxS2wuYZ3TRFpC5q9K7BRLLJYzCsU5DNJ2FUeJiX4,trippin_ape_tribe,135201857,1653523078,7scGV6WVWCUyh7nSkC7vtg4xKb7qLF9vg1mkZDv4H9NL,,HrPvEeTGXhLjxRDxPj6GxobrpC8TE4Dp8WEgCT7dVheQ,,45.7
46,4Fchg2bHM215VXv3dPiG6uwi8UUBk4k1fG5FyhRsgZ5Vz4Yo8gxijZmwrhESbE4Qr4BF85ejK1ff1YkcdYXkc3zt,buyNow,magiceden_v2,6bpXrYZJBSi4YDsz7WCsqqK6CF3ZqChsTLUgwQSVpumQ,trippin_ape_tribe,135201658,1653522935,BP7hqmCGhAXDui1tHQ1E5mNEWR3RbYzBqrzu7S3MCeEk,,C9du3crChtDMbdsjivFyyxSYeN63xAgKvYEajD2zCFHn,,50.0
