,Unnamed: 0,name,Background,Body,Eyes,Face,Hat,Outfit,trait_0_rarity,trait_2_rarity,trait_3_rarity,trait_4_rarity,trait_5_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
7873,7873,Trippin' Ape Tribe #4505,Orange Shroom,Drippy Blue,Spaced Out,Eyeball,Cap,Groovy Blue,2.09,7.99,7.1099999999999985,7.689999999999999,7.55,5.96,7874,4.1084898399406615e-08,2.09,6.3983333333333325,6,Ay6rACNGM2JXkybmEjAjhZmw5LTP55Uq6BDcY7J5niYT,19.088224
3544,3544,Trippin' Ape Tribe #7029,Lime,Marble,Orange Hypno,Balloon Blue,Mad Hatter,Groovy Blue,6.16,10.78,2.54,2.76,2.19,5.96,3545,6.076208197559808e-09,2.19,5.065,6,VTvpCf11bHj9XcyL64p17bxajt1dJfhm2MkbVSBQEWb,19.08818
6880,6880,Trippin' Ape Tribe #2171,Light,Blue Tryptamine,Rainbow Shades,Tats,Beanie,Black Robe,5.09,10.68,5.09,3.5900000000000003,8.93,2.81,6881,2.492637042815908e-08,2.81,6.031666666666666,6,wzjBuCLVrJLRezRJhrrhrKSwawpZx71FFb4w8xfJC1b,19.087954
3445,3445,Trippin' Ape Tribe #3110,Purple Swirl,Infrared Trypophobia,Blue Shades,Balloon Purple,Valhalla Helm,Groovy Blue,2.39,3.39,7.13,2.86,5.92,5.96,3446,5.829363382567297e-09,2.39,4.608333333333333,6,9137vZY66B52gLHm4Ex1nqUByqggXPv6etf8AorzK5vb,19.087915
5415,5415,Trippin' Ape Tribe #7355,Orange Shroom,Drippy Pink,420 Glasses,Quiet,Third Eye,Varsity,2.09,8.06,5.36,9.86,5.1400000000000015,2.87,5416,1.3133124105413312e-08,2.09,5.5633333333333335,6,AJptj4pyfxx2HpHDkkjqjysmNjKhfM5RRrkbXUczdn7o,19.087456
3921,3921,Trippin' Ape Tribe #7826,Lilac,Inferno Trypophobia,Rainbow Shades,Balloon Red,Paisley Cowboy,Blue Tank,6.43,2.46,5.09,2.82,5.8500000000000005,5.3900000000000015,3922,7.1590863700956615e-09,2.46,4.673333333333334,6,5XKbuKwqF9gFxDEg2hbEdEqx8y3mhJAsguaC4RhZr5B2,19.08712
8008,8008,Trippin' Ape Tribe #2287,Light,Drippy Blue,Alert Red,Fangs,Beanie,Paisley Suit,5.09,7.99,7.79,5.67,8.93,2.74,8009,4.395285596985457e-08,2.74,6.368333333333332,6,9e7QtRy9Mr4dUqHinbCWxtsqo2FJPDqNUzH4KzDQPboz,19.086262
5047,5047,Trippin' Ape Tribe #1346,Peach,Drippy Sol,Alert Blue,Balloon Red,Mind Blown,Tribal,4.88,3.66,8.27,2.82,4.61,5.87,5048,1.1271833159109987e-08,2.82,5.0183333333333335,6,AAnptgQNEETrRRfC4dumqgByQWnbETFq7BG4nUzJYg1K,19.085917
2399,2399,Trippin' Ape Tribe #4757,Mulberry Shroom,Marble,Orange Slices,Cig,,Blue Tank,1.37,10.78,0.75,6.21,9.26,5.3900000000000015,2400,3.433143395751301e-09,0.75,5.626666666666668,5,Dr5R8hQzCVxD2Ve4scNZ2QfmEEgJpcMskoGSV5sGjvML,19.08574
5459,5459,Trippin' Ape Tribe #7606,Red Tryptamine,Blue Tryptamine,Alert Red,Pipe,Field Hat,White Robe,1.7399999999999998,10.68,7.79,5.79,4.69,3.39,5460,1.332628396614799e-08,1.7399999999999998,5.68,6,2gCD5DBg8s5eDgHb1HBMkavRPQiPGDPnCaiYdzaWQxjX,19.085657
5733,5733,Trippin' Ape Tribe #5938,Pink Circles,Swirls,Aviators,Cig,,White Robe,2.86,7.26,3.7,6.21,9.26,3.39,5734,1.4976373515040082e-08,2.86,5.446666666666666,5,8RZEUzLxWEx47aPpCESX69C4A31Q21xmRyBBoXNsmRhM,19.085651
2314,2314,Trippin' Ape Tribe #5126,Orange Shroom,Gummy,Pop Out,Acid Tab,Mohawk,Tux Shirt,2.09,3.63,2.36,5.63,6.29,5.15,2315,3.265360864867859e-09,2.09,4.191666666666666,6,uabfjcr41HaeCzJpvRcycrzXhrL4wvL3upuCFDCAw9a,19.085222
9276,9276,Trippin' Ape Tribe #9947,Purple,Blue Tryptamine,Spaced Out,Cig,Headband,Tux Shirt,6.260000000000002,10.68,7.1099999999999985,6.21,6.619999999999999,5.15,9277,1.0064031913949543e-07,5.15,7.005,6,3sb4wNkJvvMLvwPC16VqmPmAoJXveVKz1gnWNGPpRch1,19.084345
7878,7878,Trippin' Ape Tribe #8473,Orange Shroom,Drippy Pink,Wired,Eyeball,Cap,Tribal,2.09,8.06,7.17,7.689999999999999,7.55,5.87,7879,4.116346037516427e-08,2.09,6.405,6,FXLm5k8DS1VexBZV87TCu2M8oBRagyc6nw2rRj1pEY2y,19.083185
7636,7636,Trippin' Ape Tribe #2483,Sky Blue,Purple Tryptamine,Rainbow Shades,Pipe,Fedora,Black Robe,6.19,10.91,5.09,5.79,6.45,2.81,7637,3.6072627757144155e-08,2.81,6.206666666666666,6,8utF2p2DNqAfDNjHyUZAgGBxvycrvAuSwdM7LFSCF4RV,19.082794
5664,5664,Trippin' Ape Tribe #3191,Peach,Infrared Trypophobia,Sus,Acid Tab,Fedora,Birthday Suit,4.88,3.39,7.5,5.63,6.45,3.24,5665,1.4598018284760002e-08,3.24,5.181666666666667,6,HS2dzT1BaPD5faW3VmvfFAzaKuyQShGc3u4VDeaPHMRX,19.082067
5891,5891,Trippin' Ape Tribe #1214,Cloudy Orange,Purple Paranoia,Rainbow Bliss,Gold Grill,Fedora,Coogi,4.46,3.98,6.4,5.94,6.45,3.68,5892,1.6017394902220804e-08,3.68,5.151666666666666,6,FMdAezYkZK3p2SBEoG5JvbePELk2oY172zYij473Jxgx,19.081928
2041,2041,Trippin' Ape Tribe #6450,Magenta Swirl,Blue Paranoia,Stoned,Face Melt,Valhalla Helm,TyeDye,2.74,3.5700000000000003,3.2,2.66,5.92,5.6099999999999985,2042,2.7652535711539204e-09,2.66,3.9500000000000006,6,4rzxfbRb9NQUqcSxdzwqedZDKiJuG9HAmC3Hw1hrByAy,19.08181
2787,2787,Trippin' Ape Tribe #5949,Cloudy Orange,Galaxy Trypophobia,Sus,Trippy Grill,Solar System,I _3 Chorles,4.46,2.97,7.5,1.11,3.94,9.71,2788,4.218820055901001e-09,1.11,4.948333333333333,6,BMymbVsao3BhWYGDp85nLVKgpU2PLV2VG4gdTZpUX8FR,19.081701
3132,3132,Trippin' Ape Tribe #2300,Green Shroom,Purple Tryptamine,Rainbow Shades,Rainbow Drool,Mind Blown,I _3 Chorles,1.9,10.91,5.09,1.0699999999999998,4.61,9.71,3133,5.053590725545371e-09,1.0699999999999998,5.548333333333333,6,9ipY7dbbDx6hW4CEbCGQwB5Z1g4tY2KbKroUcC4SUWjj,19.08061
7337,7337,Trippin' Ape Tribe #7679,Cloudy Orange,Purple Tryptamine,Orange Hypno,Pipe,Cap,Purple Tank,4.46,10.91,2.54,5.79,7.55,5.7700000000000005,7338,3.1174152417049265e-08,2.54,6.169999999999999,6,bhJLTyQ1qy87WgpeauKJWM83UY1Pe4Tc5HnnvttebdV,19.079634
8343,8343,Trippin' Ape Tribe #8790,Peach,Marble,Alert Red,Eyeball,Paisley Cowboy,Bat Country,4.88,10.78,7.79,7.689999999999999,5.8500000000000005,2.89,8344,5.327900297535817e-08,2.89,6.6466666666666665,6,Bo8zEwMFjq4s5yr7ioF1YqJnGc8ZGuovdyxcTwXytt8W,19.078335
2958,2958,Trippin' Ape Tribe #3419,Light,Swirls,Scuba Glasses,Cig,Octopus,Bat Country,5.09,7.26,1.9,6.21,3.66,2.89,2959,4.61188566839484e-09,1.9,4.501666666666666,6,3Nt4ktPiU8rs6CTefYCEtCjYTUuSCBfnyBDJKCF7PfrF,19.077206
3824,3824,Trippin' Ape Tribe #1356,Cloudy Orange,Drippy Blue,Holy F_k,Pizza,Headband,Blue Tank,4.46,7.99,3.32,1.63,6.619999999999999,5.3900000000000015,3825,6.8810399733903525e-09,1.63,4.901666666666667,6,BtpUtDJaCHRmQqUdTMUHyTXWHGgYkZNydpfk7RaUcMJQ,19.077175
6431,6431,Trippin' Ape Tribe #5807,Sunset,Blue Paranoia,Spaced Out,Quiet,Mohawk,Black Robe,4.61,3.5700000000000003,7.1099999999999985,9.86,6.29,2.81,6432,2.039260102700096e-08,2.81,5.708333333333332,6,6NQdEp88aS1eQsSUfHwEzY3KoSyVS13uqZhVGMC7A1GQ,19.076948
3814,3814,Trippin' Ape Tribe #247,Magenta Swirl,Feathers,Alert Blue,Gold Grill,Headband,White Robe,2.74,2.27,8.27,5.94,6.619999999999999,3.39,3815,6.856872312605833e-09,2.27,4.871666666666667,6,i6Qhr6VU5vYVfpvy685xt4HX2UehnueFksfPbedssnq,19.076273
4202,4202,Trippin' Ape Tribe #3779,Beige,Drippy Blue,Holy F_k,Tats,Mind Blown,Bat Country,6.36,7.99,3.32,3.5900000000000003,4.61,2.89,4203,8.06928761529653e-09,2.89,4.793333333333333,6,7LRBpTvRWGSBzAeVhT77PbjRTRL5afA5HDowLLcFF4mU,19.076027
3159,3159,Trippin' Ape Tribe #4977,Purple,Galaxy Trypophobia,Shroom Lennons,Quiet,Shroom Cap,Groovy Green,6.260000000000002,2.97,1.03,9.86,4.23,6.4,3160,5.111698892382719e-09,1.03,5.125,6,fNfkZwsx1EHk1WCjZi45fST2cT4mfi61adfJ7SAfiGp,19.075132
9726,9726,Trippin' Ape Tribe #719,Purple,Marble,Alert Blue,Gold Grill,Beanie,Tux Shirt,6.260000000000002,10.78,8.27,5.94,8.93,5.15,9727,1.5245572462794828e-07,5.15,7.555,6,zFsbjtgq3DKFyTLStkuQQsnhhQJ4yCmtDLQ8wiyqv6A,19.075087
7424,7424,Trippin' Ape Tribe #6071,Red Tryptamine,Drippy Pink,Rainbow Shades,Cig,Cap,I _3 Chorles,1.7399999999999998,8.06,5.09,6.21,7.55,9.71,7425,3.249824093632819e-08,1.7399999999999998,6.3933333333333335,6,K2jo5FZmvLBrFmMvNW7rYQdssdhKAVWDgvEKj8uocYm,19.07498
5863,5863,Trippin' Ape Tribe #8258,Peach,Drippy Blue,Wired,Balloon Blue,White Bucket,Paisley Suit,4.88,7.99,7.17,2.76,7.46,2.74,5864,1.5771907790879617e-08,2.74,5.5,6,33djmgzTGk8WPsWp5xWz1hdRhpBMLyuXYBs2EiBoQShJ,19.074703
8694,8694,Trippin' Ape Tribe #8195,Lilac,Blue Tryptamine,Alert Blue,Pipe,Paisley Cowboy,Brown Robe,6.43,10.68,8.27,5.79,5.8500000000000005,3.44,8695,6.617296699863407e-08,3.44,6.743333333333332,6,HkHTxgf9k4tzcDQAuTACXjYmyWEKC9Lzt1vaEoLvY4BW,19.073896
6309,6309,Trippin' Ape Tribe #3418,Mulberry Shroom,Marble,Rainbow Bliss,Eyeball,,Varsity,1.37,10.78,6.4,7.689999999999999,9.26,2.87,6310,1.9316948644421118e-08,1.37,6.3950000000000005,5,7TpcnjDiu4jfyaSLFEELBJZWz9i7bV5F8psz7jKTz3Uv,19.073013
7127,7127,Trippin' Ape Tribe #9250,Cloudy Orange,Drippy Blue,Blue Shades,Balloon Blue,White Bucket,Blue Tank,4.46,7.99,7.13,2.76,7.46,5.3900000000000015,7128,2.8197320624653493e-08,2.76,5.865000000000001,6,HSXc8S9vP6wPLhtDJaNKYc6eoDS4zqngpzfuKAxMvDS8,19.07254
5694,5694,Trippin' Ape Tribe #8720,Cloudy Orange,Drippy Blue,Blue Swirl,Fangs,Cap,Black Robe,4.46,7.99,3.45,5.67,7.55,2.81,5695,1.4788940563615048e-08,2.81,5.321666666666666,6,Eg9YNnexh84RVZorA4pAG8XY5AcaBgTBc8iS8xQsC9QG,19.071255
4324,4324,Trippin' Ape Tribe #1912,Light,Purple Paranoia,Stoned,Eyeball,Valhalla Helm,Varsity,5.09,3.98,3.2,7.689999999999999,5.92,2.87,4325,8.46994862285824e-09,2.87,4.791666666666666,6,FrdpyjBeyQ4312qJW94JtcoMbY2JEeKcEUffEUTPoFZ4,19.071167
2086,2086,Trippin' Ape Tribe #1729,Cloudy Orange,Drippy Pink,Pop Out,Balloon Red,Octopus,Birthday Suit,4.46,8.06,2.36,2.82,3.66,3.24,2087,2.8369854432391682e-09,2.36,4.1000000000000005,6,3NdcRzyn95PJsjYmJdUzRjTc5vjam1YrzY6bwvuncUfm,19.070995
6898,6898,Trippin' Ape Tribe #2361,Sky Blue,Drippy Pink,Rainbow Shades,Eyeball,Field Hat,Paisley Suit,6.19,8.06,5.09,7.689999999999999,4.69,2.74,6899,2.509534777052977e-08,2.74,5.743333333333332,6,4ng37Ga8sj8d1BjGPmuUBBTzXt9tWciY6naQUbQkCcjk,19.070995
5543,5543,Trippin' Ape Tribe #6577,Dark Shroom,Swirls,Sus,Acid Tab,Mohawk,Bat Country,2.48,7.26,7.5,5.63,6.29,2.89,5544,1.3819949242308e-08,2.48,5.341666666666666,6,Ct3LXudmWcH28q3UU6UvdfgoPR42gJHEJpP2KGBbUgi3,19.069647
5128,5128,Trippin' Ape Tribe #547,Light,Drippy Sol,Scuba Glasses,Eyeball,White Bucket,Purple Tank,5.09,3.66,1.9,7.689999999999999,7.46,5.7700000000000005,5129,1.1716380008222282e-08,1.9,5.261666666666667,6,F7TsJAYKE6sBpmaU18CinMgHqLBLDCnXMRy9nDXCEQGK,19.069515
8116,8116,Trippin' Ape Tribe #5368,Green Shroom,Marble,Sus,Shout,White Bucket,Tux Shirt,1.9,10.78,7.5,7.91,7.46,5.15,8117,4.668272135835e-08,1.9,6.783333333333334,6,2L26pdbNU2M5E6Cnwvr1dbizkXiuv3ZDvkLujuuSJyFL,19.069017
9963,9963,Trippin' Ape Tribe #9838,Beige,Blue Tryptamine,Spaced Out,Quiet,,Tribal,6.36,10.68,7.1099999999999985,9.86,9.26,5.87,9964,2.5883557818103927e-07,5.87,8.19,5,8gzhiwS7cJ2V2ynSCeDbv9L9WcG6kMQc12cJn9rmjaJy,19.068777
4879,4879,Trippin' Ape Tribe #6555,Watercolor,Drippy Pink,Rainbow Bliss,Ten Strip Blue,,Blue Tank,4.47,8.06,6.4,0.92,9.26,5.3900000000000015,4880,1.058790700391424e-08,0.92,5.75,5,434KeNUxk8ATPyoU9DHwyvooNUQvNrV3DKnErvi4ugTB,19.067226
4608,4608,Trippin' Ape Tribe #2458,Cloudy Orange,Purple Paranoia,Blue Swirl,Eyeball,Solar System,Tux Shirt,4.46,3.98,3.45,7.689999999999999,3.94,5.15,4609,9.5557948294254e-09,3.45,4.778333333333333,6,APiAuyosENkPuR3c8punUGF7Pwx7fDmV1eFLrDDVoCdt,19.067202
4260,4260,Trippin' Ape Tribe #2352,Sky Blue,Swirls,Blue Shades,Pizza,Mind Blown,Hoodie,6.19,7.26,7.13,1.63,4.61,3.44,4261,8.282544386019024e-09,1.63,5.043333333333333,6,DYU7Syo5L4U5EmDKxo2rcF4YyuS3ytvQmqqCsQBA98nt,19.066515
4092,4092,Trippin' Ape Tribe #2177,Beige,Inferno Trypophobia,Stoned,Shout,Apesolem,I _3 Chorles,6.36,2.46,3.2,7.91,2.01,9.71,4093,7.729189796805123e-09,2.01,5.275,6,2jyK9xmnCFEuGUSGGJDwibTwgNzxY2EDzA6uQLaqFfg2,19.06637
5374,5374,Trippin' Ape Tribe #6835,Purple,Drippy Blue,Rainbow Bliss,Face Melt,Field Hat,Birthday Suit,6.260000000000002,7.99,6.4,2.66,4.69,3.24,5375,1.293899592416256e-08,2.66,5.206666666666667,6,6zuhB6akUoNDTNHrU3P283ksHdzEu7FkgRTkPmd1GGxN,19.065992
6420,6420,Trippin' Ape Tribe #3403,Shroom,Drippy Pink,Alert Blue,Pipe,Third Eye,Tux Shirt,1.99,8.06,8.27,5.79,5.1400000000000015,5.15,6421,2.0330241590871425e-08,1.99,5.7333333333333325,6,FnrPbBrZR1nycACjqY8ghBRfyF58EhGYhr5Py9rWKxEK,19.06581
3473,3473,Trippin' Ape Tribe #7269,Mulberry Shroom,Marble,Stoned,Acid Tab,Fedora,Hoodie,1.37,10.78,3.2,5.63,6.45,3.44,3474,5.903585513548802e-09,1.37,5.1450000000000005,6,F7LEdghg4D5iKDKDPMwPDEQNVfKrTSoMtnw8FjsDMHxD,19.065413
5692,5692,Trippin' Ape Tribe #5224,Lava Green,Drippy Sol,Blue Shades,Fangs,Fedora,Purple Tank,2.68,3.66,7.13,5.67,6.45,5.7700000000000005,5693,1.4757880723540922e-08,2.68,5.226666666666667,6,GgGPFoaE7GQDtzzktq4gNRC4G48ybCh1JaWQDdS6DApo,19.064764
3817,3817,Trippin' Ape Tribe #8039,Magenta Swirl,Inferno Trypophobia,Spaced Out,Balloon Purple,Beanie,TyeDye,2.74,2.46,7.1099999999999985,2.86,8.93,5.6099999999999985,3818,6.866503154771831e-09,2.46,4.951666666666667,6,4wxNAStKDRwoW7vLsTAgmghYQRwVJzojjTh7EwPYmTye,19.064707
6978,6978,Trippin' Ape Tribe #2536,Sky Blue,Blue Tryptamine,Stoned,Fangs,Cap,Bat Country,6.19,10.68,3.2,5.67,7.55,2.89,6979,2.6172170044473596e-08,2.89,6.03,6,2YsQ29eynP6jh8V2ehgLbjjKhUjXtiiw82641mw5gfJe,19.064114
4965,4965,Trippin' Ape Tribe #1624,Green Flower,Purple Tryptamine,Sus,Acid Tab,Fedora,Paisley Suit,1.34,10.91,7.5,5.63,6.45,2.74,4966,1.0909616508045005e-08,1.34,5.761666666666668,6,5sHBLQwUZgYgLZ2LzxJj5Tx6dWzypbeU7ib2k2JtfwuR,19.063654
7332,7332,Trippin' Ape Tribe #3120,Peach,Blue Tryptamine,Holy F_k,Tats,Beanie,TyeDye,4.88,10.68,3.32,3.5900000000000003,8.93,5.6099999999999985,7333,3.111988096487002e-08,3.32,6.168333333333332,6,FUD8cQZZouCBPKCUJhXH34ET5XPEKd8rHjXfkjC9x5Ng,19.062746
6152,6152,Trippin' Ape Tribe #1803,Green Shroom,Gummy,Alert Blue,Pipe,,Tribal,1.9,3.63,8.27,5.79,9.26,5.87,6153,1.7951195934379622e-08,1.9,5.786666666666666,5,9fwSi9zbhbJvvMUXuM61egMWYoxtSDE5Lyb9D14ZzSgJ,19.062494
7541,7541,Trippin' Ape Tribe #2278,Lime,Gummy,Sus,Shout,,Black Robe,6.16,3.63,7.5,7.91,9.26,2.81,7542,3.4517742981876e-08,2.81,6.211666666666668,5,8gesv25Fa16JgtQx1np6NDzRaH2vWpQ3g5tXky7LT6EZ,19.062248
4906,4906,Trippin' Ape Tribe #1591,Sky Blue,Purple Tryptamine,Alert Red,Balloon Purple,Mad Hatter,Birthday Suit,6.19,10.91,7.79,2.86,2.19,3.24,4907,1.0675986488080051e-08,2.19,5.529999999999999,6,BcVQfF8kXUFCy834GvQoWjkZ1VXSRn9DYsaHSLrmmnDL,19.061789
5231,5231,Trippin' Ape Tribe #6198,Purple,Phoenix,Blue Shades,Fangs,Banana Split,Groovy Blue,6.260000000000002,2.44,7.13,5.67,3.3300000000000005,5.96,5232,1.2255392971336035e-08,2.44,5.131666666666667,6,FNwsZFqdEYkNE7pFb91U8RHoaGr1QDsGmUTQMyBzdqsp,19.061436
7936,7936,Trippin' Ape Tribe #1335,Light,Purple Tryptamine,Sus,Shout,Field Hat,Paisley Suit,5.09,10.91,7.5,7.91,4.69,2.74,7937,4.233540174035549e-08,2.74,6.473333333333334,6,F386UKEvwfasxvR5W8nuGUzxFdmvMFDeGKfKHB3PYwQG,19.060202
8627,8627,Trippin' Ape Tribe #9396,Purple,Marble,420 Glasses,Balloon Purple,Mohawk,I _3 Chorles,6.260000000000002,10.78,5.36,2.86,6.29,9.71,8628,6.31820615443938e-08,2.86,6.876666666666668,6,4sEseEgcXFeKCRXh19XMaMn4Y1ivnNrJ7Pd6YCHjwWZ6,19.060152
7369,7369,Trippin' Ape Tribe #4550,Mint,Swirls,420 Glasses,Quiet,,Patchwork Denim,4.07,7.26,5.36,9.86,9.26,2.19,7370,3.166852500227117e-08,2.19,6.333333333333332,5,cNxjhMKrqpBgvjUiZiNQebr6qfhipdJzJbR7pQXQFo3,19.059906
7046,7046,Trippin' Ape Tribe #2004,Lime,Purple Paranoia,Spaced Out,Balloon Purple,,Tribal,6.16,3.98,7.1099999999999985,2.86,9.26,5.87,7047,2.709870305535994e-08,2.86,5.873333333333332,5,Fr8gMSuRCfZkRPGtYU5ra8BQrkJ7HXXfTxBEMHDpwwyW,19.059137
3387,3387,Trippin' Ape Tribe #1515,Purple,Gummy,3D Glasses,Balloon Blue,Headband,Coogi,6.260000000000002,3.63,3.7,2.76,6.619999999999999,3.68,3388,5.653241943528959e-09,2.76,4.441666666666666,6,6wntBTNizDURZGBtVfEj6MsTu7MYkNWwK9bmLFYnC3yd,19.0591
3064,3064,Trippin' Ape Tribe #5567,Sand,Marble,Pop Out,Balloon Purple,White Bucket,Suspenders,2.31,10.78,2.36,2.86,7.46,3.89,3065,4.8774991865920325e-09,2.31,4.943333333333333,6,CZmnHgtU5bfRB74G55CRkfAuMf1n8niE1Z9zSaDZ6j1N,19.058784
7910,7910,Trippin' Ape Tribe #1351,Lava Purple,Blue Tryptamine,Blue Shades,Shout,Fedora,Purple Tank,1.87,10.68,7.13,7.91,6.45,5.7700000000000005,7911,4.191933653477264e-08,1.87,6.635000000000002,6,3q1e8YX5sgZpZizBuLrgphN5G1beZjLgiqkaUY3ntqcU,19.058664
7438,7438,Trippin' Ape Tribe #5631,Purple,Purple Tryptamine,3D Glasses,Snarl,White Bucket,Patchwork Denim,6.260000000000002,10.91,3.7,7.93,7.46,2.19,7439,3.273836131799844e-08,2.19,6.408333333333334,6,CKemWmJRQffA8ZGRBHqDaphrKEC12f85XfxiegniKe89,19.058224
3364,3364,Trippin' Ape Tribe #1686,Blue Tryptamine,Purple Paranoia,Rainbow Shades,Pipe,Mind Blown,Mad Hatter,1.89,3.98,5.09,5.79,4.61,5.47,3365,5.5902273935746145e-09,1.89,4.471666666666667,6,8cNfQ6LATJbP7xsQY2rYZ5nt6nFYNTaXYukMPpfBrppu,19.056952
4994,4994,Trippin' Ape Tribe #455,Mulberry Shroom,Drippy Sol,Blue Shades,Gold Grill,,TyeDye,1.37,3.66,7.13,5.94,9.26,5.6099999999999985,4995,1.1031929437056264e-08,1.37,5.495,5,DfgmVMwj46MN1ecrBv98MDpnUJLuVnLS3YPaFkFz3479,19.05629
8437,8437,Trippin' Ape Tribe #3443,Shroom,Drippy Blue,Blue Shades,Shout,Fedora,I _3 Chorles,1.99,7.99,7.13,7.91,6.45,9.71,8438,5.616229076434798e-08,1.99,6.863333333333332,6,6sx1SW5tF6onRxy3Jba3aYT97JSvtP7Ti7m7smFwLseT,19.055483
4262,4262,Trippin' Ape Tribe #3867,Mint,Infrared Trypophobia,Alert Blue,Gold Grill,Shroom Cap,Bat Country,4.07,3.39,8.27,5.94,4.23,2.89,4263,8.285605892429776e-09,2.89,4.798333333333333,6,6XKWLuYFnqzVCntQbKFZTRMKDf7HjoVdJSZ8ukmGi3Yt,19.05496
5235,5235,Trippin' Ape Tribe #6373,Watercolor,Drippy Blue,Spaced Out,Tats,Octopus,Coogi,4.47,7.99,7.1099999999999985,3.5900000000000003,3.66,3.68,5236,1.2278554883912734e-08,3.5900000000000003,5.083333333333333,6,ADM3cfLK4LrBpAsuQd61fs9Cq9pKZqJH9xuUFNKmZ41X,19.054085
1887,1887,Trippin' Ape Tribe #2253,Cloudy Orange,Gold,Pop Out,Balloon Blue,White Bucket,TyeDye,4.46,2.03,2.36,2.76,7.46,5.6099999999999985,1888,2.4680483895070074e-09,2.03,4.113333333333334,6,GpQkpU93Q3LB3B1tntzF6xT6EDLSJdbXb8f9jxMiX1K4,19.053507
4946,4946,Trippin' Ape Tribe #4108,Beige,Gummy,Rainbow Bliss,Balloon Red,Cap,Brown Robe,6.36,3.63,6.4,2.82,7.55,3.44,4947,1.08217679505408e-08,2.82,5.033333333333333,6,4EuSvtfdKebKZXpKdhWELPn5GBPqL6eDMBsu71T1nTow,19.053047
5856,5856,Trippin' Ape Tribe #7312,Beige,Gummy,Wired,Balloon Purple,Fedora,Tux Shirt,6.36,3.63,7.17,2.86,6.45,5.15,5857,1.5725913161329803e-08,2.86,5.27,6,8ppuMpGE1Vk1c1JY64GwiY9SnD1Ssy9rYEjFaPgKWvo2,19.052505
1952,1952,Trippin' Ape Tribe #372,Cloudy Orange,Gummy,Fire,Face Melt,Mohawk,TyeDye,4.46,3.63,1.7000000000000002,2.66,6.29,5.6099999999999985,1953,2.58336367406964e-09,1.7000000000000002,4.058333333333334,6,HF2XFKCzuheFMM5busXJA1WAUhV7wrDf8CotTNm1RSBA,19.052391
4271,4271,Trippin' Ape Tribe #862,Sunset,Blue Tryptamine,Stoned,Face Melt,Banana Split,Groovy Blue,4.61,10.68,3.2,2.66,3.3300000000000005,5.96,4272,8.317528282183682e-09,2.66,5.073333333333333,6,9xYXtXyum3YSFKggVDLrDak9qbMLW8SUYPY4abyFUQUJ,19.052284
8011,8011,Trippin' Ape Tribe #3775,Lava Purple,Purple Tryptamine,Spaced Out,Pipe,Beanie,Tribal,1.87,10.91,7.1099999999999985,5.79,8.93,5.87,8012,4.4025478179057245e-08,1.87,6.746666666666667,6,DvaaZsCydw65jS74nzpVD8H4trKN7mSHDbnPFsVcJX1q,19.052172
4688,4688,Trippin' Ape Tribe #47,Lilac,Blue Paranoia,Blue Hypno,Quiet,Solar System,TyeDye,6.43,3.5700000000000003,1.97,9.86,3.94,5.6099999999999985,4689,9.855562427723628e-09,1.97,5.23,6,7c2C2fvxt7vwid1mjxbF4PuGjy4YvTDVYRwAmMaNPZFD,19.051868
2910,2910,Trippin' Ape Tribe #6419,Lilac,Fig,Blue Shades,Shroom,Field Hat,Groovy Blue,6.43,2.08,7.13,1.69,4.69,5.96,2911,4.504739117674431e-09,1.69,4.663333333333333,6,2ZoyFaFukojDQVemoVMeoyYWY7ukAYDzURNqMhSD5jie,19.051718
6818,6818,Trippin' Ape Tribe #7361,Purple Swirl,Purple Tryptamine,Stoned,Snarl,Mohawk,Tribal,2.39,10.91,3.2,7.93,6.29,5.87,6819,2.443062423213152e-08,2.39,6.098333333333334,6,5Z5hBqftWLjzqoTeqmU8zA9Doo7U9uGAM31ZTr63cCS2,19.051233
3452,3452,Trippin' Ape Tribe #1344,Purple,Drippy Radioactive,3D Glasses,Balloon Red,Paisley Cowboy,Tribal,6.260000000000002,2.6100000000000003,3.7,2.82,5.8500000000000005,5.87,3453,5.854093306939801e-09,2.6100000000000003,4.5183333333333335,6,Fn3DNnniRXdFU83GQZc8C8kvqcxSDcVbuEvJAqPUptVB,19.048418
4413,4413,Trippin' Ape Tribe #6934,Magenta Swirl,Blue Tryptamine,Stoned,Balloon Blue,Headband,Tux Shirt,2.74,10.68,3.2,2.76,6.619999999999999,5.15,4414,8.8114238917632e-09,2.74,5.191666666666666,6,Em71ujiiLe8xjZTi2My5NhfYoYBsUP7Gn8vxNWj6hGMQ,19.047846
8469,8469,Trippin' Ape Tribe #9101,Mint,Purple Tryptamine,Alert Blue,Tats,Cap,Purple Tank,4.07,10.91,8.27,3.5900000000000003,7.55,5.7700000000000005,8470,5.7430405500756024e-08,3.5900000000000003,6.6933333333333325,6,Aims789mJJmerSpntYPf5RiTQQsBgFCxL7sSXu18kJgu,19.047789
6759,6759,Trippin' Ape Tribe #2677,Peach,Swirls,Sus,Shout,Third Eye,Patchwork Denim,4.88,7.26,7.5,7.91,5.1400000000000015,2.19,6760,2.3659274519496e-08,2.19,5.8133333333333335,6,9jyQG7Ra36KQCwJuRZH7n2Mr2yVLMHpzmQJVdcit1BNH,19.047436
