,Unnamed: 0,name,Background,Body,Eyes,Face,Hat,Outfit,trait_0_rarity,trait_2_rarity,trait_3_rarity,trait_4_rarity,trait_5_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
1047,1047,Trippin' Ape Tribe #1967,Blue Tryptamine,Gummy,Alert Blue,Balloon Red,Shroom Cap,Butterflies,1.89,3.63,8.27,2.82,4.23,1.83,1048,1.2385527393212818e-09,1.83,3.7783333333333333,6,5z6MFMgxdzJugTeZpzV6X5ccpDSa6dpPGKQnM911pf9i,22.626034
2773,2773,Trippin' Ape Tribe #7280,Dark Shroom,Galaxy Trypophobia,Blue Shades,Diamond Grill,Mohawk,Groovy Green,2.48,2.97,7.13,1.98,6.29,6.4,2774,4.1859445366886406e-09,1.98,4.541666666666667,6,3CVrUnpRWVjGhEULcaHf9KTuK6G3e6iFAgUih2mf6WuM,22.625412
6001,6001,Trippin' Ape Tribe #1547,Lilac,Marble,Alert Red,Balloon Blue,Crown,Groovy Green,6.43,10.78,7.79,2.76,1.77,6.4,6002,1.6882218382740478e-08,1.77,5.988333333333332,6,J35F1ZNT8bwnhTNcwWWXonVGpbNeEKF26VeUqAHfyTG4,22.624329
1257,1257,Trippin' Ape Tribe #2538,Sand,Galaxy Trypophobia,Orange Hypno,Shout,Apesolem,TyeDye,2.31,2.97,2.54,7.91,2.01,5.6099999999999985,1258,1.5543096666492776e-09,2.01,3.891666666666666,6,DnNBZxfyPn1PpFsaVQu52qDKUtrT7ubeEZNVs5jzsuk8,22.622421
1331,1331,Trippin' Ape Tribe #1638,Purple Swirl,Gummy,Orange Hypno,Tats,Octopus,Purple Tank,2.39,3.63,2.54,3.5900000000000003,3.66,5.7700000000000005,1332,1.6706658285539642e-09,2.39,3.5966666666666662,6,3rFmNAVeoo3QQkEA3tKcgVQEoCrJxJtx68zMBwD1prrC,22.62237
1950,1950,Trippin' Ape Tribe #4173,Orange Shroom,Marble,Orange Hypno,Diamond Grill,Headband,Hoodie,2.09,10.78,2.54,1.98,6.619999999999999,3.44,1951,2.580360504365952e-09,1.98,4.575,6,4ndxwg6TnW1qrFezv1MDTuMpTN3VnYXmVghFxrKD5MUk,22.621174
1554,1554,Trippin' Ape Tribe #2744,Magenta Swirl,Skelly,Blue Shades,Skull Quiet,Field Hat,I _3 Chorles,2.74,1.93,7.13,1.16,4.69,9.71,1555,1.9918079594979448e-09,1.16,4.56,6,CYK8xZHCJEAo1MiPKbpYt3gS8Yojk6WhqVf434e6tjDY,22.618324
1262,1262,Trippin' Ape Tribe #4301,Beige,Infrared Trypophobia,Pit Vipers,Face Melt,Solar System,Brown Robe,6.36,3.39,2.01,2.66,3.94,3.44,1263,1.562388998776704e-09,2.01,3.633333333333333,6,F4MkeqhfoWjSSFFFsBKYxarz11brT3yncsvDsieukvZE,22.610992
1382,1382,Trippin' Ape Tribe #1978,Green Shroom,Fig,Orange Hypno,Quiet,Mohawk,Black Robe,1.9,2.08,2.54,9.86,6.29,2.81,1383,1.7493815134931191e-09,1.9,4.246666666666666,6,bFjCYHxSGW4RffSYKaccbKodNwFgBcDo25dZJqxjRcf,22.609274
2781,2781,Trippin' Ape Tribe #2374,Orange Shroom,Diamond,3D Glasses,Snarl,Valhalla Helm,Groovy Green,2.09,1.81,3.7,7.93,5.92,6.4,2782,4.2053432824832e-09,1.81,4.641666666666667,6,Di4oRvYVwD3wk6GdsTEKsqXNJSwuGMn36najNvwcBVBJ,22.601025
2204,2204,Trippin' Ape Tribe #7403,Lava Green,Marble,420 Glasses,Ten Strip Blue,White Bucket,Bat Country,2.68,10.78,5.36,0.92,7.46,2.89,2205,3.071445702144512e-09,0.92,5.015,6,2zcQoJk6fnJFQvwc4fdA849AAVe8Qz7zZeahxDPkqkk2,22.600113
1478,1478,Trippin' Ape Tribe #6245,Lava Purple,Fig,Alert Blue,Face Melt,Octopus,Groovy Blue,1.87,2.08,8.27,2.66,3.66,5.96,1479,1.8664632051985915e-09,1.87,4.083333333333333,6,8RvqZT5E4vUyGfD17xyDAkGcgWnALe8w5eXBY1pzkgCK,22.598948
2169,2169,Trippin' Ape Tribe #3197,Lava Purple,Gummy,Alert Blue,Trippy Grill,Beanie,Blue Tank,1.87,3.63,8.27,1.11,8.93,5.3900000000000015,2170,2.9992795335123394e-09,1.11,4.866666666666666,6,3FSxQg4LKRoH1sX9sVpxKCQQjyrjH56W4LmJRnDCiDwk,22.596378
5507,5507,Trippin' Ape Tribe #5603,Magenta Swirl,Drippy Blue,Spaced Out,Snarl,Fedora,Scarf,2.74,7.99,7.1099999999999985,7.93,6.45,1.71,5508,1.3614320027438909e-08,1.71,5.655,6,A5oQz8TamxEyjXSTyXLinm8SjzFdyZc9DWXsoDBpEkHy,22.59508
4666,4666,Trippin' Ape Tribe #2618,Purple,Marble,Electric,Eyeball,Beanie,Kimono,6.260000000000002,10.78,1.04,7.689999999999999,8.93,2.02,4667,9.735440380073407e-09,1.04,6.12,6,EEccGS6Vni4PYDaV5bVgTwu46g7V2X5KgSUgtFFdWe1n,22.593473
1678,1678,Trippin' Ape Tribe #5246,Light,Phoenix,Rainbow Shades,Solana Quiet,Mohawk,Coogi,5.09,2.44,5.09,1.47,6.29,3.68,1679,2.151003860717376e-09,1.47,4.010000000000002,6,3MYbFKnSoL1MAbZgE1gU49bdy2NSY6dujczLzxxzNT6A,22.59322
2984,2984,Trippin' Ape Tribe #1812,Green Flower,Marble,Aviators,Cig,Fedora,Patchwork Denim,1.34,10.78,3.7,6.21,6.45,2.19,2985,4.6883574193302e-09,1.34,5.111666666666667,6,7xTBPgRG4PHAJbUzki1hcUjZu5kHueNXVWVvxKmeL5ho,22.593145
1376,1376,Trippin' Ape Tribe #1773,Sky Blue,Infrared Trypophobia,HUD,Fangs,Shroom Cap,Coogi,6.19,3.39,0.94,5.67,4.23,3.68,1377,1.7409626169203516e-09,0.94,4.016666666666667,6,kSd2VUUoMoHw8zeaBmTGfKcCAhWeeZYxwfXN2jbd5tJ,22.58856
1847,1847,Trippin' Ape Tribe #3430,Magenta Swirl,Drippy Sol,Spaced Out,Eyeballs,Paisley Cowboy,Varsity,2.74,3.66,7.1099999999999985,2.01,5.8500000000000005,2.87,1848,2.4062185425259797e-09,2.01,4.04,6,5rNjG6kEbXQDuBo2M1RGsQJGTQXpFcFaeeNyWUPt1DG9,22.58659
3526,3526,Trippin' Ape Tribe #8331,Sky Blue,Drippy Radioactive,Alert Red,Ten Strip,White Bucket,Birthday Suit,6.19,2.6100000000000003,7.79,1.98,7.46,3.24,3527,6.0230662750257125e-09,1.98,4.878333333333333,6,2MatTgpLrLRfLV68XN2h3gAtYkjbnFPcHZmLvzj8N2GJ,22.586113
1390,1390,Trippin' Ape Tribe #6359,Purple Swirl,Purple Paranoia,Rainbow Madness,Balloon Purple,Mohawk,Groovy Blue,2.39,3.98,1.72,2.86,6.29,5.96,1391,1.7541727419948161e-09,1.72,3.8666666666666663,6,GD7RFmGwGJyPZT3AkPNvt1NDNpPqpjQtBUCtXPg63KZP,22.582096
4036,4036,Trippin' Ape Tribe #746,Cotton Candy,Purple Tryptamine,Alert Blue,J,Octopus,Butterflies,4.73,10.91,8.27,2.64,3.66,1.83,4037,7.546185952973713e-09,1.83,5.34,6,5khNX86y2gFNHpYCNzN1VRAQ6MF69UZBgnGpzNG2gRfW,22.580835
2703,2703,Trippin' Ape Tribe #5079,Lime,Blue Paranoia,Rainbow Shades,Pizza,Solar System,TyeDye,6.16,3.5700000000000003,5.09,1.63,3.94,5.6099999999999985,2704,4.0328623427067365e-09,1.63,4.333333333333333,6,Ag4HfiPxSUFJKyGJqKLYvzLCgV8Xj17BRumjJAWjdAo6,22.57803
5102,5102,Trippin' Ape Tribe #3763,Mint,Purple Tryptamine,Sus,Pipe,Crown,White Robe,4.07,10.91,7.5,5.79,1.77,3.39,5103,1.1569962504201748e-08,1.77,5.571666666666666,6,B3ebUeHEiL6f1TAveHqzBnQ6QknxDJ9Y9cpEyqqHpH8x,22.572365
2398,2398,Trippin' Ape Tribe #4215,Watercolor,Inferno Trypophobia,Alert Blue,Solana Quiet,Field Hat,Mad Hatter,4.47,2.46,8.27,1.47,4.69,5.47,2399,3.4294592246832527e-09,1.47,4.471666666666667,6,F6v6L8gyKdVFdC6meg9WRmrPWtvi8DfV5haRZ2RxjYhv,22.564861
1787,1787,Trippin' Ape Tribe #5792,Magenta Swirl,Gold,Rainbow Shades,Diamond Grill,Cap,Mad Hatter,2.74,2.03,5.09,1.98,7.55,5.47,1788,2.3150685294059398e-09,1.98,4.1433333333333335,6,GSkmpwbxx5Pr8RmSfmMpUouU5MpBaNrXWhF6Kjta6YTj,22.564108
1269,1269,Trippin' Ape Tribe #5341,Sky Blue,Skelly,Aviators,Skull Quiet,Beanie,Hoodie,6.19,1.93,3.7,1.16,8.93,3.44,1270,1.5751342420188799e-09,1.16,4.2250000000000005,6,6awFdmjq37KtT8zBqUdnuAa3KjSmUjF6sPJLK9JoKC2L,22.560484
1315,1315,Trippin' Ape Tribe #5975,Magenta Swirl,Feathers,Alert Red,Shroom,Paisley Cowboy,Brown Robe,2.74,2.27,7.79,1.69,5.8500000000000005,3.44,1316,1.6478394314335198e-09,1.69,3.963333333333333,6,7jDK5aoxbKLPWwBBHJvv5xubgKnVjUdsHykJtfRR9bzG,22.55947
1035,1035,Trippin' Ape Tribe #1607,Watercolor,Fig,3D Glasses,Ten Strip Blue,Headband,Tribal,4.47,2.08,3.7,0.92,6.619999999999999,5.87,1036,1.2298623319257596e-09,0.92,3.943333333333333,6,8UaZedCBqS8NLraF8uzZ8yAvtb1QzpQNLcMDgcUcWy2B,22.559246
4674,4674,Trippin' Ape Tribe #3235,Orange Flower,Purple Tryptamine,HUD,Quiet,Cap,I _3 Chorles,1.32,10.91,0.94,9.86,7.55,9.71,4675,9.785198315325842e-09,0.94,6.715000000000002,6,8nfoYQiCAv7pEyMz6E4kCKgMuGvmCrQ3pBz9iELcchWc,22.554235
937,937,Trippin' Ape Tribe #8748,Dark Shroom,Gummy,Orange Slices,Tats,Beanie,Tux Shirt,2.48,3.63,0.75,3.5900000000000003,8.93,5.15,938,1.114737742899e-09,0.75,4.088333333333333,6,E5dz5qWBqdgomYW4aZstFELHtdsj8kyV88MormkgK3K2,22.548206
1555,1555,Trippin' Ape Tribe #80,Cloudy Orange,Infrared Trypophobia,Aviators,Balloon Red,Mind Blown,Paisley Suit,4.46,3.39,3.7,2.82,4.61,2.74,1556,1.9926768596954402e-09,2.74,3.62,6,BEZyTra54xMPqDS3ZwfEiD1MEjmPt8TLsypDgTnJjw73,22.547588
5078,5078,Trippin' Ape Tribe #5397,Sky Blue,Blue Paranoia,Holy F_k,Quiet,,Scarf,6.19,3.5700000000000003,3.32,9.86,9.26,1.71,5079,1.1454627241075537e-08,1.71,5.651666666666666,5,H24M8CRbiLS3hmkK4pHnDm66Gtk43Ka7PDW94nLwvZ52,22.547035
5719,5719,Trippin' Ape Tribe #4910,Beige,Inferno Trypophobia,420 Glasses,Ten Strip,,I _3 Chorles,6.36,2.46,5.36,1.98,9.26,9.71,5720,1.4929746005737735e-08,1.98,5.855,5,5w38BAesYcxtnp1brWwPmbtyier3epauZsTjN216A72B,22.542274
1946,1946,Trippin' Ape Tribe #7184,Beige,Purple Paranoia,Stoned,Gold Grill,Field Hat,Mad Scientist,6.36,3.98,3.2,5.94,4.69,1.14,1947,2.572493612451841e-09,1.14,4.218333333333333,6,BrBVgYNgFUiyku6rJimzHsNMD6wXDHTJQhFDM9TuFkQC,22.538624
1285,1285,Trippin' Ape Tribe #7704,Sky Blue,Purple Tryptamine,Pop Out,Solana Shout,Octopus,Birthday Suit,6.19,10.91,2.36,0.8500000000000001,3.66,3.24,1286,1.60646927556816e-09,0.8500000000000001,4.534999999999998,6,DiMNXCZ3qZcNjA9StJCGAtsQXPSHdzMivYpXUCBnRsv2,22.538393
6450,6450,Trippin' Ape Tribe #6017,Cotton Candy,Purple Tryptamine,Sus,Snarl,Octopus,Butterflies,4.73,10.91,7.5,7.93,3.66,1.83,6451,2.0556658310116504e-08,1.83,6.093333333333334,6,3WtGGtXFFwtU7neNQaMqHqeFwFa46x7fq4YJBhcqk4ET,22.536337
2039,2039,Trippin' Ape Tribe #8382,Sky Blue,Purple Tryptamine,Pop Out,Face Melt,Apesolem,Birthday Suit,6.19,10.91,2.36,2.66,2.01,3.24,2040,2.7608963769696956e-09,2.01,4.5616666666666665,6,9Fho9FdnNAWsQTteg1JdP4Zbcy6AmbtogQkCCT2FKmSs,22.533022
3309,3309,Trippin' Ape Tribe #5668,Lava Green,Marble,Rainbow Bliss,Pizza,Fedora,Black Robe,2.68,10.78,6.4,1.63,6.45,2.81,3310,5.4624461396736e-09,1.63,5.125,6,V1dfAjTvjg1kXSgD9CFAr96GwWXE7YJRLJ3KqxnfYrs,22.532986
1598,1598,Trippin' Ape Tribe #7520,Shroom,DMTree,Stoned,Pipe,Mind Blown,Groovy Green,1.99,1.88,3.2,5.79,4.61,6.4,1599,2.0451273990143998e-09,1.88,3.9783333333333335,6,9LiN4biTAMTbE4RWyNyKekBPthsUXz6ga65XLuwuMk9w,22.52766
1747,1747,Trippin' Ape Tribe #7006,Peach Flower,Drippy Radioactive,Alert Red,Tats,Headband,Paisley Suit,1.7000000000000002,2.6100000000000003,7.79,3.5900000000000003,6.619999999999999,2.74,1748,2.2507636218951607e-09,1.7000000000000002,4.175,6,36Fmyk4VQE8kN1pPE2GBRB78kDU4oiQ4nMhfqB49zfJU,22.523254
1420,1420,Trippin' Ape Tribe #5174,Watercolor,Gummy,3D Glasses,Shroom,Third Eye,Hoodie,4.47,3.63,3.7,1.69,5.1400000000000015,3.44,1421,1.7940070212292794e-09,1.69,3.6783333333333332,6,CfDNf6BiY7X6Z2bP8R3JjhH6XBhXBwRGZv6wct4sY3b,22.521275
1432,1432,Trippin' Ape Tribe #6311,Lava Purple,Phoenix,Radioactive,Acid Tab,Mohawk,Tribal,1.87,2.44,1.91,5.63,6.29,5.87,1433,1.8115984551624521e-09,1.87,4.001666666666667,6,4di98vKFLjYkP48mHt4EsZ5sMybAPgpTKkdCHfPrZVp4,22.518349
1490,1490,Trippin' Ape Tribe #77,Purple,Drippy Sol,Fire,Fangs,Shroom Cap,Kimono,6.260000000000002,3.66,1.7000000000000002,5.67,4.23,2.02,1491,1.88703143849304e-09,1.7000000000000002,3.923333333333334,6,KUKEdYZvdP9wcfWb2r2FX2mBTy1Z3QRCzvZ8mSnpR1o,22.517069
2441,2441,Trippin' Ape Tribe #2510,Green Shroom,Blue Tryptamine,Holy F_k,Solana Quiet,Octopus,I _3 Chorles,1.9,10.68,3.32,1.47,3.66,9.71,2442,3.5194969031644815e-09,1.47,5.123333333333333,6,69WgiWKVYy8CB8hkteY5t5Zr2BxZs88PVD3QNUy2yRvL,22.508816
2261,2261,Trippin' Ape Tribe #3012,Green Flower,Drippy Blue,Rainbow Bliss,Tats,Apesolem,Groovy Green,1.34,7.99,6.4,3.5900000000000003,2.01,6.4,2262,3.1644776423424e-09,1.34,4.621666666666666,6,9ZzmfzaiYXQCzJoDbwx4nd74NFacNopmdqq9bPVkCH1w,22.506184
2109,2109,Trippin' Ape Tribe #4521,Green Shroom,Infrared Trypophobia,Wired,Face Melt,Solar System,Groovy Blue,1.9,3.39,7.17,2.66,3.94,5.96,2110,2.8846728895924795e-09,1.9,4.17,6,DDJEFJqbqTYSg7f1rAbZSKiGRoDHSKtYq65ubnoCAdPd,22.505617
2506,2506,Trippin' Ape Tribe #4239,Orange Flower,Purple Tryptamine,Pop Out,Eyeballs,,Purple Tank,1.32,10.91,2.36,2.01,9.26,5.7700000000000005,2507,3.6500056945640632e-09,1.32,5.2716666666666665,5,12jZPUGBiJT88N4wQAkaYkcH8YNfGpfCGh9NR8RF193Y,22.50541
4751,4751,Trippin' Ape Tribe #1653,Sky Blue,Phoenix,Alert Red,Fangs,White Bucket,Kimono,6.19,2.44,7.79,5.67,7.46,2.02,4752,1.0052895980612015e-08,2.02,5.2616666666666685,6,7GwSVJaL2wvKNQucef6sux8jXbMDdhJA58dLfL3XD3nd,22.503365
1782,1782,Trippin' Ape Tribe #747,Dark Shroom,Marble,Rainbow Shades,Solana Quiet,Mohawk,Butterflies,2.48,10.78,5.09,1.47,6.29,1.83,1783,2.302540585251984e-09,1.47,4.656666666666667,6,GmD7TN37TkaeRqwZGeHjb4qgFuWM3qNHLrPwgkXNxNv9,22.501087
1406,1406,Trippin' Ape Tribe #2340,Peach Flower,Marble,HUD,Balloon Purple,,Suspenders,1.7000000000000002,10.78,0.94,2.86,9.26,3.89,1407,1.7746885894337603e-09,0.94,4.905,5,4opPaCG1ACep8Zc1L1anwoj6gVHEoxobwveHbRLJmRji,22.498999
1321,1321,Trippin' Ape Tribe #2527,Red Tryptamine,DMTree,420 Glasses,Gold Grill,Mind Blown,Hoodie,1.7399999999999998,1.88,5.36,5.94,4.61,3.44,1322,1.6516487772702718e-09,1.7399999999999998,3.828333333333333,6,CV4L7L8kNhQK8zfnLG6UZxPkfP58DprgRNqCu4stiN9k,22.498426
2355,2355,Trippin' Ape Tribe #5968,Purple Swirl,Marble,Pit Vipers,J,Beanie,Paisley Suit,2.39,10.78,2.01,2.64,8.93,2.74,2356,3.3451736547620158e-09,2.01,4.915,6,GUKxkV4jNH7ivwguweUULjEfapRmoet59cDkPpPRQdYX,22.492426
4383,4383,Trippin' Ape Tribe #295,Red Tryptamine,Marble,Blue Shades,Diamond Grill,Third Eye,Groovy Green,1.7399999999999998,10.78,7.13,1.98,5.1400000000000015,6.4,4384,8.71095604313088e-09,1.7399999999999998,5.528333333333332,6,5Xr53RQWtiKj1CVpVHPuHZBY3UsK7M746B9r7HANjkX6,22.491526
2476,2476,Trippin' Ape Tribe #6892,Orange Flower,Drippy Sol,Rainbow Bliss,Balloon Red,Shroom Cap,I _3 Chorles,1.32,3.66,6.4,2.82,4.23,9.71,2477,3.58132468497408e-09,1.32,4.69,6,7x4W9GQQ2vhPKbVsqoqNLRbeYNunenF42KNZLMYsKHTx,22.488798
1316,1316,Trippin' Ape Tribe #4096,Sand,Galaxy Trypophobia,Rainbow Madness,Balloon Purple,Beanie,Mad Hatter,2.31,2.97,1.72,2.86,8.93,5.47,1317,1.6485483706932245e-09,1.72,4.043333333333332,6,D7r6jm3VVVAKANNtbebGiR4gHVujnCgYhrjgSEy4eKVu,22.479382
2651,2651,Trippin' Ape Tribe #6799,Cloudy Orange,Skelly,420 Glasses,Skull Quiet,Cap,I _3 Chorles,4.46,1.93,5.36,1.16,7.55,9.71,2652,3.92356749712544e-09,1.16,5.028333333333333,6,2r9AWMYpGYV8eQ3b4ymneAr4K6qgrm7FjynsYHcR5S1A,22.478134
1929,1929,Trippin' Ape Tribe #3265,Mint,Marble,Pit Vipers,Face Melt,Apesolem,Blue Tank,4.07,10.78,2.01,2.66,2.01,5.3900000000000015,1930,2.5414155725306044e-09,2.01,4.486666666666667,6,4dHyu7ktp4WFhuFe5xN5u3fvQbhTcUgnH3YZcV6AMELd,22.474033
4802,4802,Trippin' Ape Tribe #983,Purple,DMTree,Wired,Eyeball,,Scarf,6.260000000000002,1.88,7.17,7.689999999999999,9.26,1.71,4803,1.0275069663617907e-08,1.71,5.661666666666666,5,GAiE3g2kr1QGiCHnVTYEiXvQJBcdwPTuvb9uTw8QPV9N,22.472994
4805,4805,Trippin' Ape Tribe #1218,Purple,Drippy Pink,Sus,Face Melt,Crown,Purple Tank,6.260000000000002,8.06,7.5,2.66,1.77,5.7700000000000005,4806,1.0280195044937999e-08,1.77,5.336666666666667,6,6MNATus9xS4HEQ4ErtChQbtaaNP5RcjyFGCn9Zyv53qA,22.472496
2975,2975,Trippin' Ape Tribe #352,Light,Diamond,Alert Red,Tats,Fedora,Black Robe,5.09,1.81,7.79,3.5900000000000003,6.45,2.81,2976,4.669757174314906e-09,1.81,4.59,6,4JGhoHwF9CCtNrytMz67L2iAeFEi8nsBX5VtXwL8DhAM,22.470638
3422,3422,Trippin' Ape Tribe #6547,Dark Shroom,DMTree,Rainbow Bliss,Fangs,,Coogi,2.48,1.88,6.4,5.67,9.26,3.68,3423,5.7654255491481585e-09,1.88,4.895,5,23VgqLXigWweEafKYx8nk3cg99yhcHvYgYj9kR9Zysi6,22.470068
1317,1317,Trippin' Ape Tribe #1962,Sunset,Skelly,Blue Shades,Skull Shout,Paisley Cowboy,Purple Tank,4.61,1.93,7.13,0.77,5.8500000000000005,5.7700000000000005,1318,1.6488083139377854e-09,0.77,4.343333333333333,6,2MomxDhTZtFLzxAd63m89ZLhioC5Gm8qax97o14hECSH,22.469837
7349,7349,Trippin' Ape Tribe #5109,Light,Purple Tryptamine,Alert Red,Quiet,Fedora,Mad Scientist,5.09,10.91,7.79,9.86,6.45,1.14,7350,3.136327972673058e-08,1.14,6.873333333333332,6,AFFZiECHPUDYNqpSnggjSDq8nAwwBnT5UjfUjV9pSmVt,22.467438
1459,1459,Trippin' Ape Tribe #6270,Watercolor,Feathers,Rainbow Bliss,Trippy Grill,Field Hat,Mad Hatter,4.47,2.27,6.4,1.11,4.69,5.47,1460,1.8492537248236802e-09,1.11,4.068333333333333,6,E8r7RDDtpEwCeAa2xZ7TSLqx8XrMvTHtg6YUxfEGN8uQ,22.458685
1608,1608,Trippin' Ape Tribe #7623,Pink Circles,Inferno Trypophobia,Spaced Out,J,Shroom Cap,Coogi,2.86,2.46,7.1099999999999985,2.64,4.23,3.68,1609,2.055714758862336e-09,2.46,3.83,6,FqEpLerBsvEmDEWwhvLx2qVczJsrwGpm1Ut9ZMbTbAEw,22.457148
8421,8421,Trippin' Ape Tribe #2128,Beige,Blue Tryptamine,Alert Blue,Ten Strip,Third Eye,I _3 Chorles,6.36,10.68,8.27,1.98,5.1400000000000015,9.71,8422,5.5511302430434764e-08,1.98,7.0233333333333325,6,7yPZu3JRUHVB4XbwnppE5vz7W4QgEuVmDwZgoiDWuFo3,22.453854
564,564,Trippin' Ape Tribe #569,Pink Circles,Blue Paranoia,3D Glasses,Eyeballs,Mind Blown,Butterflies,2.86,3.5700000000000003,3.7,2.01,4.61,1.83,565,6.405957394036199e-10,1.83,3.0966666666666662,6,D14DrSaBCP3iNhHE6W3AqCpZuoYXDBhyBompS1s5jE3N,22.451012
2303,2303,Trippin' Ape Tribe #4792,Red Circles,Purple Paranoia,Sus,Eyeball,Apesolem,Brown Robe,2.0500000000000003,3.98,7.5,7.689999999999999,2.01,3.44,2304,3.2537114551799994e-09,2.01,4.445,6,5gMmjKiaXxmgJoStNbt296ZEB6d37Y1viHk521GdUUyj,22.448711
3504,3504,Trippin' Ape Tribe #7373,Lava Green,Purple Paranoia,Rainbow Bliss,Shout,Solar System,Black Robe,2.68,3.98,6.4,7.91,3.94,2.81,3505,5.97828844411904e-09,2.68,4.62,6,3D1hNsCD4VqoKEjnq8e6ymACefhxapYjUTCsz9uECndk,22.445795
2205,2205,Trippin' Ape Tribe #1801,Blue Tryptamine,Blue Tryptamine,Blue Shades,Balloon Blue,Shroom Cap,Butterflies,1.89,10.68,7.13,2.76,4.23,1.83,2206,3.0748442749647843e-09,1.83,4.753333333333333,6,3dev9mBhhLJNTFQ7Q3dd4zbvvjS5f4zSpLXcEQZ5jbqL,22.444475
2144,2144,Trippin' Ape Tribe #125,Purple,Gold,Rainbow Madness,Cig,Cap,Varsity,6.260000000000002,2.03,1.72,6.21,7.55,2.87,2145,2.94116416948116e-09,1.72,4.44,6,H7of8VjtUV2J5rp3Bi7gyUFbchGfgMf2jfMqzGthmBLc,22.443459
3566,3566,Trippin' Ape Tribe #8637,Cloudy Orange,Gold,Alert Blue,Shout,Apesolem,Tux Shirt,4.46,2.03,8.27,7.91,2.01,5.15,3567,6.130786270227989e-09,2.01,4.971666666666667,6,51qzmfwHugVz2g4WVxbiwQoJXWeLLQFUUVmpse2HCRxA,22.442242
1407,1407,Trippin' Ape Tribe #4363,Purple Swirl,DMTree,Scuba Glasses,Eyeball,Mind Blown,Tribal,2.39,1.88,1.9,7.689999999999999,4.61,5.87,1408,1.7765388842136398e-09,1.88,4.056666666666667,6,HUroqPbB1Fythu2ELsYWkzhVLfAZmwFAHsbHNcptCgcD,22.439661
4152,4152,Trippin' Ape Tribe #8175,Red Circles,Swirls,Spaced Out,Diamond Grill,Valhalla Helm,Groovy Green,2.0500000000000003,7.26,7.1099999999999985,1.98,5.92,6.4,4153,7.938289872691202e-09,1.98,5.12,6,Gcd8bbZjoYCqG1vnpYg6nDkr2zoJrLLCMKNaP1JawiVU,22.437317
1396,1396,Trippin' Ape Tribe #137,Light,Fig,Orange Hypno,Pizza,Mohawk,Groovy Green,5.09,2.08,2.54,1.63,6.29,6.4,1397,1.7645462977126398e-09,1.63,4.005,6,D9T5YifAw2y3bYHp94qqy47fbWifzPFwokPuvyiRxsKB,22.436012
2302,2302,Trippin' Ape Tribe #3489,Watercolor,Feathers,Stoned,Eyeball,Fedora,Kimono,4.47,2.27,3.2,7.689999999999999,6.45,2.02,2303,3.2532750501407988e-09,2.02,4.35,6,7gNUgx7BSpieZ5cfhjZ7KtjHeMJMNYZAt7wWpJv9Uopm,22.435232
1713,1713,Trippin' Ape Tribe #7046,Blue Tryptamine,Drippy Sol,Wired,Face Melt,Third Eye,Birthday Suit,1.89,3.66,7.17,2.66,5.1400000000000015,3.24,1714,2.1971100521926077e-09,1.89,3.96,6,3rVWQhusD2QDLYyJuUGTmfFDisK85yZ4AyrVftnxoVi9,22.434536
2267,2267,Trippin' Ape Tribe #5786,Purple,Drippy Pink,HUD,Pizza,Shroom Cap,I _3 Chorles,6.260000000000002,8.06,0.94,1.63,4.23,9.71,2268,3.1752975646744562e-09,0.94,5.138333333333335,6,8dQajk9sUE745qGZEEBLVgqgppZCrAXfsU6E4KhQ6nEm,22.433
3565,3565,Trippin' Ape Tribe #4320,Light,Blue Tryptamine,Blue Hypno,Shout,Shroom Cap,Scarf,5.09,10.68,1.97,7.91,4.23,1.71,3566,6.127286992160292e-09,1.71,5.265,6,6owaBi8rJDxNx5xZKf8hxn9GZifU8Z33cXTjmoTmcT3i,22.432579
4945,4945,Trippin' Ape Tribe #5803,Shroom,Purple Tryptamine,3D Glasses,Quiet,White Bucket,Butterflies,1.99,10.91,3.7,9.86,7.46,1.83,4946,1.0813004487066841e-08,1.83,5.958333333333332,6,Ggu81nj1XpHfCLQD7QEpN1MEq1qmcM2BzaVrmRLu5dvs,22.431177
2054,2054,Trippin' Ape Tribe #2724,Magenta Swirl,Blue Tryptamine,Blue Shades,Ten Strip,Banana Split,Kimono,2.74,10.68,7.13,1.98,3.3300000000000005,2.02,2055,2.7788950078274878e-09,1.98,4.6466666666666665,6,ApCBTumb9aaHxQVTasT8YrsjRKbTyvsa6saBLHqw4DPn,22.430614
2425,2425,Trippin' Ape Tribe #2369,Sand,Drippy Blue,Wired,Solana Quiet,Banana Split,Blue Tank,2.31,7.99,7.17,1.47,3.3300000000000005,5.3900000000000015,2426,3.4916302575200966e-09,1.47,4.6099999999999985,6,9JuxVcEuSR6rKegTEZJA2kdnWAxsYkUPY9ymQ2ZdHpcS,22.428398
3379,3379,Trippin' Ape Tribe #236,Lilac,Galaxy Trypophobia,3D Glasses,Ten Strip,Mohawk,Groovy Green,6.43,2.97,3.7,1.98,6.29,6.4,3380,5.6320299547776e-09,1.98,4.628333333333333,6,HUg8EqByENFkXDahcBKXZuF6LVTqWCxhUT1XRos9eogt,22.427212
