,name,background,clothes,eyes,head,mouth,neck,skin,speciality,specialty,version,background_rarity,skin_rarity,speciality_rarity,clothes_rarity,neck_rarity,head_rarity,eyes_rarity,mouth_rarity,specialty_rarity,version_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank,id,tokenAddress,collectionAddress,collectionName,imageUrl,chain
2562,DeGod #8458,Deep Ocean Blue,Mickey DeGods Uniform,None,Leaf Laurel,None,Gold Chain,Poker,,God of War,,0.1232,0.03986666666666667,0.9998666666666667,0.0152,0.04013333333333333,0.053733333333333334,0.5158666666666667,0.5281333333333333,0.0496,0.8954666666666666,0.0152,0.9998666666666667,0.32610666666666666,168.62744066911935,2562,8458,4TenYQgk45RcLPy4E2uYoJS4rJ3EsBqaqb4vVsDPzUmW,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8457.png,SOL
2563,DeGod #9428,Blue,Bloody Beater,Rose Tinted Shades,Bloody Horns,None,None,Zebra,,Earring,,0.1416,0.0772,0.9998666666666667,0.0236,0.5170666666666667,0.021066666666666668,0.0244,0.5281333333333333,0.08453333333333334,0.8954666666666666,0.021066666666666668,0.9998666666666667,0.33129333333333333,168.61432745060876,2563,9428,M1nrbubqSMZqipaehjtG65R4XNuGo99ZqNs6vmx7DcL,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9427.png,SOL
2564,DeGod #7603,Blue,Tracksuit,DeGucci Goggles,Mad Scientist,None,Paperclip Necklace,Pink Granite,,None,,0.1416,0.09653333333333333,0.9998666666666667,0.022133333333333335,0.07,0.0516,0.015066666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.3340933333333333,168.5706637773269,2564,7603,8Pn2PuHQ5a7sHnSKiCD7aTmvhCZTtGKj2YBVRC4LJxMN,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7602.png,SOL
2565,DeGod #3835,Blue,Caesar Tunic,Rugrat Frames,Hippie Hair,Vape God,None,Solar Spiral,,Forehead Diamond,,0.1416,0.102,0.9998666666666667,0.04306666666666667,0.5170666666666667,0.052533333333333335,0.0212,0.0472,0.027066666666666666,0.8954666666666666,0.0212,0.9998666666666667,0.28470666666666666,168.4743365989068,2565,3835,61fX976htkzPPzh1tNfvunMm49mNrbfPB24jDoUU3FN8,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3834.png,SOL
2566,DeGod #4651,Hell,Druglord Suit,None,Propeller Hat,Party Blower,None,Joker,,Earring,,0.0276,0.025333333333333333,0.9998666666666667,0.03333333333333333,0.5170666666666667,0.03,0.5158666666666667,0.08613333333333334,0.08453333333333334,0.8954666666666666,0.025333333333333333,0.9998666666666667,0.32152000000000003,168.46780321077395,2566,4651,6HNugG8WUaiUEiWecJwkJa6xi2pT4M3RtLMd3GXhgqek,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4650.png,SOL
2567,DeGod #3088,Purple,FTX Jersey,Swirly Glasses,Hippie Hair,Cigarette,None,Ape,,None,,0.12746666666666667,0.0448,0.9998666666666667,0.015066666666666667,0.5170666666666667,0.052533333333333335,0.0388,0.047466666666666664,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.3259066666666667,168.38640552541474,2567,3088,6HAHwtMeWkg7WoNerrAgKLAhJ2qmdiJYRcQGUVYDR2PG,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3087.png,SOL
2568,DeGod #9600,Teal,Peasant Blouse,Red Wine Glasses,God Dome,None,Diamond Necklace,Turquoise,,Devil Wings,,0.13013333333333332,0.09533333333333334,0.9998666666666667,0.046266666666666664,0.0416,0.028933333333333332,0.022266666666666667,0.5281333333333333,0.047466666666666664,0.8954666666666666,0.022266666666666667,0.9998666666666667,0.2835466666666667,168.3763692138736,2568,9600,Fb5CYrA2Fvgy3STfFSBbjLY1Prnpqizub98WbKk5LVye,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9599.png,SOL
2569,DeGod #7012,Teal,Jean Jacket,Rose Tinted Shades,Propeller Hat,None,None,Pastel,,Quarterback,DeadGod,0.13013333333333332,0.029733333333333334,0.9998666666666667,0.046533333333333336,0.5170666666666667,0.03,0.0244,0.5281333333333333,0.08173333333333334,0.07053333333333334,0.0244,0.9998666666666667,0.24581333333333336,168.36380969087813,2569,7012,12FYTZVnUDhjjdENEf9EXUA2rrdjiqUZNs2wUgwBiQba,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/7011-dead.png,SOL
2570,DeGod #8508,Brown,Mickey DeGods Uniform,All Seeing Eyes,Hippie Hair,Hipster Beard,None,Lavender Stripe,,Black Eye,,0.1292,0.09853333333333333,0.9998666666666667,0.0152,0.5170666666666667,0.052533333333333335,0.0352,0.0788,0.0488,0.8954666666666666,0.0152,0.9998666666666667,0.2870666666666667,168.35590016899286,2570,8508,BuzVNMHw63VRUjp54cGhHtn4LAWcQnCf8MDwEPrjSscU,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8507.png,SOL
2571,DeGod #9794,Brown,Radioactive Tee,None,Godlielocks,None,None,Lavender Stripe,,None,,0.1292,0.09853333333333333,0.9998666666666667,0.0112,0.5170666666666667,0.019466666666666667,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0112,0.9998666666666667,0.4235333333333333,168.34827447282296,2571,9794,GKzhF13NP2ie995oamBf2yvL2ofGygRakoLMtm1AmtK,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9793.png,SOL
2572,DeGod #4677,Purple,Caesar Tunic,DeMonacle,Plank,Santa Beard,None,Poker,,Earring,,0.12746666666666667,0.03986666666666667,0.9998666666666667,0.04306666666666667,0.5170666666666667,0.03333333333333333,0.022133333333333335,0.04733333333333333,0.08453333333333334,0.8954666666666666,0.022133333333333335,0.9998666666666667,0.2810133333333333,168.3366071125421,2572,4677,J9JAq11Y1DRZX2VA9Qb6fbJGbu4vytioJpeokWC2vnm,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4676.png,SOL
2573,DeGod #2740,Brown,Gym Tee,None,Headband,Clown Nose,None,Blue Sky,,Forehead Diamond,DeadGod,0.1292,0.0468,0.9998666666666667,0.0488,0.5170666666666667,0.0516,0.5158666666666667,0.023066666666666666,0.027066666666666666,0.07053333333333334,0.023066666666666666,0.9998666666666667,0.24298666666666674,168.32782075259456,2573,2740,2XBGmSU85kcdzBMoRJbU3ngfsca6Ca5jg8R5kgK9kBJf,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/2739-dead.png,SOL
2574,DeGod #9761,Teal,Steve Jobs Turtleneck,Round Glasses,Bed Head,None,Pimp Chain,Pink Granite,,Black Eye,,0.13013333333333332,0.09653333333333333,0.9998666666666667,0.031733333333333336,0.021466666666666665,0.0528,0.0348,0.5281333333333333,0.0488,0.8954666666666666,0.021466666666666665,0.9998666666666667,0.2839733333333333,168.31715837803696,2574,9761,9FnWaqWn9haJohfks56VjPjxbit1uFoSL9EfGSAHxgHe,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9760.png,SOL
2575,DeGod #7409,Brown,Tech God Vest,None,Babushka,Hipster Beard,Louis Scarf,Joker,,None,,0.1292,0.025333333333333333,0.9998666666666667,0.031066666666666666,0.0408,0.021866666666666666,0.5158666666666667,0.0788,0.5205333333333333,0.8954666666666666,0.021866666666666666,0.9998666666666667,0.32588,168.31079151903504,2575,7409,7VVhF6sjC2tVhcKdvMfEBqkt5hLgSN7yziUHoGcjrpU1,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7408.png,SOL
2576,DeGod #9111,Purple,Tourist Tee,None,Prince Hair,Heavenly Wood,Paperclip Necklace,Pastel,,Earring,DeadGod,0.12746666666666667,0.029733333333333334,0.9998666666666667,0.0504,0.07,0.05093333333333333,0.5158666666666667,0.02266666666666667,0.08453333333333334,0.07053333333333334,0.02266666666666667,0.9998666666666667,0.20220000000000002,168.3015798257623,2576,9111,2a6XiKLZG62W38gCyC1nG2JV5MMxaGs1hwY1k8KKsKhk,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/9110-dead.png,SOL
2577,DeGod #4720,Blue,FTX Jersey,Clout Goggles,Mad Scientist,Party Blower,Silver Chain,Solar Spiral,,Archer,,0.1416,0.102,0.9998666666666667,0.015066666666666667,0.06666666666666667,0.0516,0.040266666666666666,0.08613333333333334,0.0828,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.24814666666666668,168.25610323486362,2577,4720,7Y1yhpQ4kz5k2Z4zs57eU8wpQMTqHECwKBMZhqjBG8x5,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4719.png,SOL
2578,DeGod #9831,Alaska,World Champion Robe,None,Mad Scientist,None,Gold Chain,Leopard,,None,,0.0272,0.08106666666666666,0.9998666666666667,0.014933333333333333,0.04013333333333333,0.0516,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.014933333333333333,0.9998666666666667,0.36748,168.2312291001285,2578,9831,HaTAX7bJdCD9wAYXVh2ESQJ7JGyYwP7Qpmxm8kfYaxAt,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9830.png,SOL
2579,DeGod #8213,Brown,Overalls,Red Wine Glasses,Bleached Curls,None,Christmas Lights Chain,Pastel,,None,,0.1292,0.029733333333333334,0.9998666666666667,0.03386666666666667,0.06693333333333333,0.031733333333333336,0.022266666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.022266666666666667,0.9998666666666667,0.32577333333333336,168.19424516581125,2579,8213,5N2FUJbhw2DDsLie9FsXZGpC2TBXoukxh3pNupqz2C7X,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8212.png,SOL
2580,DeGod #9467,Deep Ocean Blue,Godly Tunic,Red Wine Glasses,Hippie Hair,Santa Beard,None,Turquoise,,None,DeadGod,0.1232,0.09533333333333334,0.9998666666666667,0.022,0.5170666666666667,0.052533333333333335,0.022266666666666667,0.04733333333333333,0.5205333333333333,0.07053333333333334,0.022,0.9998666666666667,0.24706666666666663,168.16633252129333,2580,9467,39NWtVfzLR7DJTKen6WZA6AuNPVsqxnMeMBYiwBBZNvm,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/9466-dead.png,SOL
2581,DeGod #9013,Deep Ocean Blue,War Armor,Round Glasses,Prince Hair,None,Louis Scarf,Marble,,Angel Wings,,0.1232,0.0948,0.9998666666666667,0.0312,0.0408,0.05093333333333333,0.0348,0.5281333333333333,0.024666666666666667,0.8954666666666666,0.024666666666666667,0.9998666666666667,0.2823866666666667,168.14650362508158,2581,9013,B47saiuCi5T2oYhN9Vo3aGKuaxv1aUpJsh8BYLh3ff6T,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9012.png,SOL
2582,DeGod #7002,Brown,DeGod Cutoff,Playboy Bunny Glasses,DeGod Pro Trucker,Cigarette,Silver Chain,X-Ray,,Quarterback,,0.1292,0.0436,0.9998666666666667,0.04666666666666667,0.06666666666666667,0.052533333333333335,0.021466666666666665,0.047466666666666664,0.08173333333333334,0.8954666666666666,0.021466666666666665,0.9998666666666667,0.2384666666666667,168.14286876342834,2582,7002,6wiYX85JPDEcHnXRBBAhU2pvkt1hnSL5vXVKtrSvdCHP,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7001.png,SOL
2583,DeGod #6870,Red,Tattered Tee,Snake Eyes,Babushka,None,Double Diamond Necklace,Lavender Stripe,,None,,0.126,0.09853333333333333,0.9998666666666667,0.04493333333333333,0.0212,0.021866666666666666,0.03453333333333333,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.0212,0.9998666666666667,0.32910666666666666,168.13103551534812,2583,6870,8eSfM6a3AivxY7BhdQZDfB5CcqAUNReC3scbhst1oaRx,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6869.png,SOL
2584,DeGod #6155,Olive Green,God Beater,Playboy Bunny Glasses,Fade,None,Gold Chain,Navi,,Archer,DeadGod,0.1288,0.051866666666666665,0.9998666666666667,0.047466666666666664,0.04013333333333333,0.05173333333333333,0.021466666666666665,0.5281333333333333,0.0828,0.07053333333333334,0.021466666666666665,0.9998666666666667,0.20228000000000002,168.09087094771013,2584,6155,2rmJFehMJ988w9WyeUW43tupK9GBwd4Uka7bivvc13Uq,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/6154-dead.png,SOL
2585,DeGod #2962,Olive Green,War Armor,All Seeing Eyes,Plank,None,Paperclip Necklace,Joker,,Archer,,0.1288,0.025333333333333333,0.9998666666666667,0.0312,0.07,0.03333333333333333,0.0352,0.5281333333333333,0.0828,0.8954666666666666,0.025333333333333333,0.9998666666666667,0.28301333333333334,168.07137204862838,2585,2962,BAt4WtAXkotmvYdS1utwDKAtNQQnqoUZSnug4sXkEnoP,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/2961.png,SOL
2586,DeGod #7028,Blue,Tattered Tee,None,Dimmadome Top Hat,Party Blower,None,Pink Granite,,Archer,,0.1416,0.09653333333333333,0.9998666666666667,0.04493333333333333,0.5170666666666667,0.010133333333333333,0.5158666666666667,0.08613333333333334,0.0828,0.8954666666666666,0.010133333333333333,0.9998666666666667,0.33903999999999995,168.0372096174971,2586,7028,BB3H4ZTsWkNBf56YGnnYLpppFQzyyiV7RgQLshaxiNJT,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7027.png,SOL
2587,DeGod #6245,Hell,Steve Jobs Turtleneck,None,Leaf Laurel,Fruit Roll Up,Gold Chain,Solar Spiral,,None,,0.0276,0.102,0.9998666666666667,0.031733333333333336,0.04013333333333333,0.053733333333333334,0.5158666666666667,0.0244,0.5205333333333333,0.8954666666666666,0.0244,0.9998666666666667,0.3211333333333333,168.03584404152087,2587,6245,FDUe9RxB5RQyx8Ld1WYzTooTUsF6DjNAjHBkMAupY8yg,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6244.png,SOL
2588,DeGod #7216,Purple,Tracksuit,Steampunk Goggles,Headband,None,Silver Chain,Zebra,,Quarterback,,0.12746666666666667,0.0772,0.9998666666666667,0.022133333333333335,0.06666666666666667,0.0516,0.019466666666666667,0.5281333333333333,0.08173333333333334,0.8954666666666666,0.019466666666666667,0.9998666666666667,0.28697333333333336,167.97422805474133,2588,7216,HjrjKSfmUZQrVfgxyW5vRkhB8HnfgnwBmcKK2CQYstLM,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7215.png,SOL
2589,DeGod #3499,Olive Green,Silk Robe,None,Propeller Hat,None,Silver Chain,Pink Granite,,Quarterback,,0.1288,0.09653333333333333,0.9998666666666667,0.012,0.06666666666666667,0.03,0.5158666666666667,0.5281333333333333,0.08173333333333334,0.8954666666666666,0.012,0.9998666666666667,0.3355066666666667,167.97348426885858,2589,3499,6Uc2tkyXmhK5WJwF2YYbPNn18yQDooyjGfaqYbhAeeue,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3498.png,SOL
2590,DeGod #7662,Deep Ocean Blue,World Champion Robe,Eye Patch,Bleached,Porn Stashe,None,Poker,,None,,0.1232,0.03986666666666667,0.9998666666666667,0.014933333333333333,0.5170666666666667,0.05213333333333333,0.0324,0.08506666666666667,0.5205333333333333,0.8954666666666666,0.014933333333333333,0.9998666666666667,0.3280533333333333,167.93801262532162,2590,7662,EZdoN6Zc6sgCatQ6fSeFs5koL9L6kdy15XmkfURvtwRJ,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7661.png,SOL
2591,DeGod #4416,Red,Overalls,None,Mickey DeGods Visor,None,None,Pink Granite,,None,,0.126,0.09653333333333333,0.9998666666666667,0.03386666666666667,0.5170666666666667,0.009066666666666667,0.5158666666666667,0.5281333333333333,0.5205333333333333,0.8954666666666666,0.009066666666666667,0.9998666666666667,0.42424,167.92120995667597,2591,4416,FKFUqjmUMXuG1GEXGAyFW6CdgDKLZ2PNaxyYgVjyhB2H,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4415.png,SOL
2592,DeGod #9943,Red,God Scout Uniform,Swirly Glasses,Godfro,Clown Nose,Paperclip Necklace,Zebra,,None,,0.126,0.0772,0.9998666666666667,0.03693333333333333,0.07,0.0308,0.0388,0.023066666666666666,0.5205333333333333,0.8954666666666666,0.023066666666666666,0.9998666666666667,0.2818666666666666,167.88270793309084,2592,9943,GEEXdeSA2tRoWmSajVkjxaQSyxtMDJ2dGT2UjBBjNAxA,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9942.png,SOL
2593,DeGod #7916,Teal,World Champion Robe,None,God Dome,None,Friendship Necklace,Poker,,Archer,,0.13013333333333332,0.03986666666666667,0.9998666666666667,0.014933333333333333,0.06426666666666667,0.028933333333333332,0.5158666666666667,0.5281333333333333,0.0828,0.8954666666666666,0.014933333333333333,0.9998666666666667,0.3300266666666667,167.88081277407693,2593,7916,9B28D92AKipkxSFNighU9aPRsSEUoEqWcuLk7kWDMNCf,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7915.png,SOL
2594,DeGod #8248,Red,Top God Jumper,Rose Tinted Shades,Babushka,None,None,Leopard,,Archer,,0.126,0.08106666666666666,0.9998666666666667,0.023333333333333334,0.5170666666666667,0.021866666666666666,0.0244,0.5281333333333333,0.0828,0.8954666666666666,0.021866666666666666,0.9998666666666667,0.33,167.8661030116521,2594,8248,9UndYPqrb6CByv5bg5zDW7SBGgeBXcCVWCjin2vHXzfg,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8247.png,SOL
2595,DeGod #9390,Brown,Top God Jumper,None,Godfro,Clown Nose,Gold Chain,Marble,,None,,0.1292,0.0948,0.9998666666666667,0.023333333333333334,0.04013333333333333,0.0308,0.5158666666666667,0.023066666666666666,0.5205333333333333,0.8954666666666666,0.023066666666666666,0.9998666666666667,0.3273066666666667,167.85914274729134,2595,9390,BaDaqSpGuWAmsemBykWFpw4sDq8nVQ1fzaZtr113wD83,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/9389.png,SOL
2596,DeGod #8781,Olive Green,Hawaiian Shirt,None,Gold Leaf Laurel,Porn Stashe,Pimp Chain,Zebra,,None,,0.1288,0.0772,0.9998666666666667,0.0196,0.021466666666666665,0.031466666666666664,0.5158666666666667,0.08506666666666667,0.5205333333333333,0.8954666666666666,0.0196,0.9998666666666667,0.32953333333333334,167.83321049394118,2596,8781,3qzPmun3eeRhwXGThHMNHFHC4nx47YWNywcbTRSZcfyi,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8780.png,SOL
2597,DeGod #8095,Teal,Mickey DeGods Uniform,None,Godlielocks,None,Silver Chain,Lavender Stripe,,Earring,,0.13013333333333332,0.09853333333333333,0.9998666666666667,0.0152,0.06666666666666667,0.019466666666666667,0.5158666666666667,0.5281333333333333,0.08453333333333334,0.8954666666666666,0.0152,0.9998666666666667,0.33538666666666667,167.77108186877408,2597,8095,ATb3qgQgpATHB5aVV98hR41zLumLCSrfkT9yCvNbR5if,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8094.png,SOL
2598,DeGod #7312,Red,Overalls,None,Bloody Horns,None,Pimp Chain,Solar Spiral,,Black Eye,,0.126,0.102,0.9998666666666667,0.03386666666666667,0.021466666666666665,0.021066666666666668,0.5158666666666667,0.5281333333333333,0.0488,0.8954666666666666,0.021066666666666668,0.9998666666666667,0.3292533333333333,167.76081334848712,2598,7312,7zdBFfhv3oC5uFkM8kHSjJnMGiuFgWUJxWKRbHLMQsWK,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7311.png,SOL
2599,DeGod #8464,Brown,Peasant Blouse,Money Sign Shades,Curly,None,Christmas Lights Chain,Solar Spiral,,God of War,,0.1292,0.102,0.9998666666666667,0.046266666666666664,0.06693333333333333,0.05346666666666667,0.014133333333333333,0.5281333333333333,0.0496,0.8954666666666666,0.014133333333333333,0.9998666666666667,0.2885066666666667,167.727511495693,2599,8464,Hw6uzj9JmfBhFUQSdkhkVh3NLY4z6KGsJRaa3N1xbpnV,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8463.png,SOL
2600,DeGod #7998,Blue,Googod Tee,Rose Tinted Shades,Godhawk,None,Christmas Lights Chain,Navi,,Devil Wings,,0.1416,0.051866666666666665,0.9998666666666667,0.0368,0.06693333333333333,0.030133333333333335,0.0244,0.5281333333333333,0.047466666666666664,0.8954666666666666,0.0244,0.9998666666666667,0.28226666666666667,167.70369838190905,2600,7998,V2brXF1ANAJthHe5nvq2TU1dnE76swKQUMG46Z4n6Te,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/7997.png,SOL
2601,DeGod #8294,Blue,Hawaiian Shirt,Neon Shades,Godhawk,Porn Stashe,None,X-Ray,,Earring,,0.1416,0.0436,0.9998666666666667,0.0196,0.5170666666666667,0.030133333333333335,0.03866666666666667,0.08506666666666667,0.08453333333333334,0.8954666666666666,0.0196,0.9998666666666667,0.28556,167.70223953079014,2601,8294,9KN2AgJB3rEAmQdfhDbweyKC5geqCdNms8Z9eZGr6ELB,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/8293.png,SOL
2602,DeGod #8075,Brown,Tech God Vest,None,Ushanka,Cigarette,Louis Scarf,Solar Spiral,,None,DeGod,0.1292,0.102,0.9998666666666667,0.031066666666666666,0.0408,0.026266666666666667,0.5158666666666667,0.047466666666666664,0.5205333333333333,0.034,0.026266666666666667,0.9998666666666667,0.24470666666666663,167.65247650370918,2602,8075,13HNuc63MJHgqma8jLrxAw1p9e27VuKKjd23RMUj79em,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/8074.png,SOL
2603,DeGod #3379,Deep Ocean Blue,DeDoctor Coat,All Seeing Eyes,Bed Head,Heavenly Wood,Louis Scarf,Marble,,None,,0.1232,0.0948,0.9998666666666667,0.03453333333333333,0.0408,0.0528,0.0352,0.02266666666666667,0.5205333333333333,0.8954666666666666,0.02266666666666667,0.9998666666666667,0.2819866666666666,167.6368471710024,2603,3379,Bap2s1dbF3EG3XhPm2UN9zK96TvX7rfmxSqDvpvfpMJW,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/3378.png,SOL
2604,DeGod #5740,Supernova,Gym Tee,Snake Eyes,Mad Scientist,None,None,Solar Spiral,,God of War,DeGod,0.028933333333333332,0.102,0.9998666666666667,0.0488,0.5170666666666667,0.0516,0.03453333333333333,0.5281333333333333,0.0496,0.034,0.028933333333333332,0.9998666666666667,0.23945333333333335,167.59594696541464,2604,5740,3FZJJ6zkNed5z5gUueyKgHWkPETRq4t3KCADvbWmaiFW,6XxjKYFbcndh2gDcsUrmZgVEsoDxXMnfsaGY6fpTJzNr,DeGods,https://metadata.degods.com/g/5739.png,SOL
2605,DeGod #4738,Brown,Bloody Beater,None,Babushka,Party Blower,Cannibal Necklace,Lavender Stripe,,God of War,,0.1292,0.09853333333333333,0.9998666666666667,0.0236,0.0388,0.021866666666666666,0.5158666666666667,0.08613333333333334,0.0496,0.8954666666666666,0.021866666666666666,0.9998666666666667,0.2858933333333334,167.5931247704646,2605,4738,3fAaytvXHzCP4F7bG8kz3SGq1kdKPxhhK4QPJwq3Jsz4,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4737.png,SOL
2606,DeGod #5777,Teal,God Beater,None,Fade,None,None,Radioactive,,God of War,,0.13013333333333332,0.010933333333333333,0.9998666666666667,0.047466666666666664,0.5170666666666667,0.05173333333333333,0.5158666666666667,0.5281333333333333,0.0496,0.8954666666666666,0.010933333333333333,0.9998666666666667,0.37462666666666666,167.5892465623034,2606,5777,6HrgwoF2E2pAdCi6vJrriE5zeppXorxQ1U5qGafZYJzo,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/5776.png,SOL
2607,DeGod #6512,Alaska,DeDoctor Coat,All Seeing Eyes,Propeller Hat,Vape God,None,Zebra,,None,,0.0272,0.0772,0.9998666666666667,0.03453333333333333,0.5170666666666667,0.03,0.0352,0.0472,0.5205333333333333,0.8954666666666666,0.0272,0.9998666666666667,0.3184266666666667,167.57643028790847,2607,6512,7JQUVKmEKxaFYiXLNjgkihUUKczNrZodtiDssihNqxQV,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/6511.png,SOL
2608,DeGod #4482,Blue,None,DeGucci Goggles,Propeller Hat,Cigarette,None,Leopard,,None,,0.1416,0.08106666666666666,0.9998666666666667,0.04666666666666667,0.5170666666666667,0.03,0.015066666666666667,0.047466666666666664,0.5205333333333333,0.8954666666666666,0.015066666666666667,0.9998666666666667,0.32948,167.5706377686044,2608,4482,zboqkhWTXU1QzxYgFvXQypR5MBkkEcQFBUnaNZqJPgC,AxFuniPo7RaDgPH6Gizf4GZmLQFc4M5ipckeeZfkrPNn,DeGods,https://metadata.degods.com/g/4481.png,SOL
